Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
1,Detroit Red Wings,Joe Murphy\murphjo01,CA,RW,18,1986,2001,Michigan State (CCHA),779,233,295,528,29,810,,,,,,,46.8,
2,Los Angeles Kings,Jimmy Carson\carsoji01,US,C,18,1986,1996,Verdun (QMJHL),626,275,286,561,-20,254,,,,,,,45.6,
3,New Jersey Devils,Neil Brady\bradyne01,CA,C,18,1986,1994,Medicine Hat (WHL),89,9,22,31,-26,95,,,,,,,0.3,
4,Pittsburgh Penguins,Zarley Zalapski\zalapza01,CA,D,18,1986,2000,Canadian National,637,99,285,384,-28,684,,,,,,,51.9,
5,Buffalo Sabres,Shawn Anderson\andersh01,CA,D,18,1986,1995,Canadian National,255,11,51,62,4,117,,,,,,,13.1,
6,Toronto Maple Leafs,Vincent Damphousse\damphvi01,CA,C,18,1986,2004,Laval (QMJHL),1378,432,773,1205,7,1188,,,,,,,105.4,
7,Vancouver Canucks,Dan Woodley\woodlda01,US,RW,18,1986,1988,Portland (WHL),5,2,0,2,1,17,,,,,,,0.2,
8,Winnipeg Jets,Pat Elynuik\elynupa01,CA,RW,18,1986,1996,Prince Albert (WHL),506,154,188,342,-33,459,,,,,,,25.1,
9,New York Rangers,Brian Leetch\leetcbr01,US,D,18,1986,2006,Avon Old Farms (High-CT),1205,247,781,1028,25,571,,,,,,,146.6,
10,St. Louis Blues,Jocelyn Lemieux\lemiejo01,CA,RW,18,1986,1998,Laval (QMJHL),598,80,84,164,-38,740,,,,,,,3.8,
11,Hartford Whalers,Scott Young\youngsc01,US,RW,18,1986,2006,Boston University (H-East),1181,342,415,757,-40,448,,,,,,,68.3,
12,Minnesota North Stars,Warren Babe\babewa01,CA,LW,18,1986,1991,Lethbridge (WHL),21,2,5,7,3,23,,,,,,,0.3,
13,Boston Bruins,Craig Janney\jannecr01,US,C,18,1986,1999,Boston College (H-East),760,188,563,751,-13,170,,,,,,,58.4,
14,Chicago Blackhawks,Everett Sanipass\sanipev01,CA,LW,18,1986,1991,Verdun (QMJHL),164,25,34,59,-32,358,,,,,,,1.2,
15,Montreal Canadiens,Mark Pederson\pederma01,CA,LW,18,1986,1994,Medicine Hat (WHL),169,35,50,85,-14,77,,,,,,,4.9,
16,Calgary Flames,George Pelawa,US,RW,,1986,,Bemidji (High-MN),,,,,,,,,,,,,,
17,New York Islanders,Tom Fitzgerald\fitzgto01,US,RW,18,1986,2006,Austin Prep (High-MA),1097,139,190,329,-72,776,,,,,,,15.3,
18,Quebec Nordiques,Ken McRae\mcraeke01,CA,C,18,1986,1994,Sudbury (OHL),137,14,21,35,-59,364,,,,,,,-1.2,
19,Washington Capitals,Jeff Greenlaw\greenje01,CA,LW,18,1986,1994,Canadian National,57,3,6,9,-2,108,,,,,,,-0.5,
20,Philadelphia Flyers,Kerry Huffman\huffmke01,CA,D,18,1986,1996,Guelph (OHL),401,37,108,145,-70,361,,,,,,,21.3,
21,Edmonton Oilers,Kim Issel\isselki01,CA,RW,18,1986,1989,Prince Albert (WHL),4,0,0,0,-1,0,,,,,,,-0.1,
22,Detroit Red Wings,Adam Graves\gravead01,CA,LW,18,1986,2003,Windsor (OHL),1152,329,287,616,-25,1224,,,,,,,52.5,
