Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
17,Washington Capitals,Brad Church,CA,LW,18,1995,1998,Prince Albert (WHL),2,0,0,0,0,0,,,,,,,0,
18,New Jersey Devils,Petr Sykora,CZ,RW,18,1995,2012,Detroit (OHL),1017,323,398,721,58,455,,,,,,,82.9,
19,Chicago Blackhawks,Dmitri Nabokov,RU,C/LW,18,1995,2000,Krylja Sovetov (Russia),55,11,13,24,-5,28,,,,,,,2.2,
20,Calgary Flames,Denis Gauthier,CA,D,18,1995,2009,Drummondville (QMJHL),554,17,60,77,-5,748,,,,,,,21,
21,Boston Bruins,Sean Brown,CA,D,18,1995,2006,Belleville (OHL),436,14,43,57,-9,907,,,,,,,11.7,
22,Philadelphia Flyers,Brian Boucher,US,G,18,1995,2013,Tri-City (WHL),328,0,3,3,0,18,328,120,139,45,0.901,2.71,43,
23,Washington Capitals,Miika Elomo,FI,LW,18,1995,2000,Kiekko-67 Turku FIN (Finland-Jr.),2,0,1,1,1,2,,,,,,,0.1,
24,Pittsburgh Penguins,Aleksey Morozov,RU,RW,18,1995,2004,Krylja Sovetov (Russia),451,84,135,219,-29,98,,,,,,,19.5,
25,Colorado Avalanche,Marc Denis,CA,G,18,1995,2009,Chicoutimi (QMJHL),349,0,6,6,0,32,349,112,179,31,0.902,3.02,56.2,
26,Detroit Red Wings,Maxim Kuznetsov,RU,D,18,1995,2004,Dynamo Moscow (Russia),136,2,8,10,-5,137,,,,,,,2.2,
27,Ottawa Senators,Marc Moro,CA,D,18,1995,2002,Kingston (OHL),30,0,0,0,-5,77,,,,,,,0,
28,New York Islanders,Jan Hlavac,CZ,LW,18,1995,2008,Sparta Praha (Czech),436,90,134,224,-4,138,,,,,,,21.3,
29,Anaheim Ducks,Brian Wesenberg,CA,RW,18,1995,1999,Guelph (OHL),1,0,0,0,1,5,,,,,,,0,
30,Tampa Bay Lightning,Mike McBain,CA,D,18,1995,1999,Red Deer (WHL),64,0,7,7,-21,22,,,,,,,0.5,
31,Edmonton Oilers,Georges Laraque,CA,RW,18,1995,2010,St. Jean (QMJHL),695,53,100,153,1,1126,,,,,,,11.4,
32,Winnipeg Jets,Marc Chouinard,CA,C,18,1995,2007,Beauport (QMJHL),320,37,41,78,-9,123,,,,,,,6.2,
33,Los Angeles Kings,Don MacLean,CA,C,18,1995,2007,Beauport (QMJHL),41,8,5,13,-6,6,,,,,,,0.9,
34,Winnipeg Jets,Jason Doig,CA,D,18,1995,2004,Laval (QMJHL),158,6,18,24,-21,285,,,,,,,4.1,
35,Hartford Whalers,Sergei Fedotov,RU,D,,1995,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
36,Florida Panthers,Aaron MacDonald,CA,G,,1995,,Swift Current (WHL),,,,,,,,,,,,,,
37,Dallas Stars,Patrick Cote,CA,LW,20,1995,2001,Beauport (QMJHL),105,1,2,3,-19,377,,,,,,,-1.2,
38,San Jose Sharks,Peter Roed,US,C,,1995,,White Bear (High-MN),,,,,,,,,,,,,,
39,New York Rangers,Christian Dube,CA,C,18,1995,1999,Sherbrooke (QMJHL),33,1,1,2,-4,4,,,,,,,-0.7,
40,Vancouver Canucks,Chris McAllister,CA,D,20,1995,2004,Saskatoon (WHL),301,4,17,21,-27,634,,,,,,,2.3,
41,New York Islanders,D.J. Smith,CA,D,18,1995,2003,Windsor (OHL),45,1,1,2,-4,67,,,,,,,0.3,
42,Buffalo Sabres,Mark Dutiaume,CA,LW,,1995,,Brandon (WHL),,,,,,,,,,,,,,
43,Washington Capitals,Dwayne Hay,CA,LW,18,1995,2001,Guelph (OHL),79,2,4,6,-7,22,,,,,,,-0.4,
44,New Jersey Devils,Nathan Perrott,CA,RW,18,1995,2006,Oshawa (OHL),89,4,5,9,-5,251,,,,,,,0.2,
45,Chicago Blackhawks,Christian Laflamme,CA,D,18,1995,2004,Beauport (QMJHL),324,2,45,47,-5,282,,,,,,,11,
46,Calgary Flames,Pavel Smirnov,RU,C/RW,,1995,,Moscow (KHL),,,,,,,,,,,,,,
47,Boston Bruins,Paxton Schafer,CA,G,19,1995,1997,Medicine Hat (WHL),3,0,0,0,0,0,3,0,0,0,0.76,4.65,-0.2,
48,Philadelphia Flyers,Shane Kenny,CA,D,,1995,,Owen Sound (OHL),,,,,,,,,,,,,,
49,St. Louis Blues,Jochen Hecht,DE,LW,18,1995,2013,Mannheim (Germany),833,186,277,463,100,458,,,,,,,47.5,
50,Los Angeles Kings,Pavel Rosa,CZ,RW,18,1995,2004,Chemopetrol Litvinov (Russia),36,5,13,18,-1,6,,,,,,,1.7,
51,Colorado Avalanche,Nic Beaudoin,CA,LW,,1995,,Detroit (OHL),,,,,,,,,,,,,,
52,Detroit Red Wings,Philippe Audet,CA,LW,18,1995,1999,Granby (QMJHL),4,0,0,0,-2,0,,,,,,,-0.1,
53,Ottawa Senators,Brad Larsen,CA,LW,18,1995,2008,Swift Current (WHL),294,19,29,48,-23,134,,,,,,,0.6,
54,Toronto Maple Leafs,Ryan Pepperall,CA,RW,,1995,,Kitchener (OHL),,,,,,,,,,,,,,
55,Anaheim Ducks,Mike Leclerc,CA,LW,18,1995,2006,Brandon (WHL),341,64,94,158,-43,288,,,,,,,13.6,
56,Tampa Bay Lightning,Shane Willis,CA,RW,18,1995,2004,Prince Albert (WHL),174,31,43,74,-16,77,,,,,,,6.8,
57,Edmonton Oilers,Lukas Zib,CZ,D,,1995,,Ceske Budejovice (Czech-2),,,,,,,,,,,,,,
58,Detroit Red Wings,Darryl Laplante,CA,C,18,1995,2000,Moose Jaw (WHL),35,0,6,6,-2,10,,,,,,,-0.1,
59,Los Angeles Kings,Vladimir Tsyplakov,RU,LW,26,1995,2001,Fort Wayne (IHL),331,69,101,170,42,90,,,,,,,18,
60,Montreal Canadiens,Miloslav Guren,CZ,D,18,1995,2000,ZPS Zlin (Czech),36,1,3,4,-6,16,,,,,,,0.9,
61,Vancouver Canucks,Larry Courville,CA,LW,20,1995,1998,Oshawa (OHL),33,1,2,3,-10,16,,,,,,,-1,
62,Florida Panthers,Mike O'Grady,CA,D,,1995,,Lethbridge (WHL),,,,,,,,,,,,,,
63,Dallas Stars,Petr Buzek,CZ,D,18,1995,2003,Dukla Jihlava (Czech-2),157,9,22,31,-25,94,,,,,,,5.5,
64,San Jose Sharks,Marko Makinen,FI,RW,,1995,,TPS Turku (Finland),,,,,,,,,,,,,,
65,New York Rangers,Mike Martin,CA,D,,1995,,Windsor (OHL),,,,,,,,,,,,,,
66,Vancouver Canucks,Peter Schaefer,CA,LW,18,1995,2011,Brandon (WHL),572,99,162,261,60,200,,,,,,,23.8,
67,Winnipeg Jets,Brad Isbister,CA,LW,18,1995,2008,Portland (WHL),541,106,116,222,-43,615,,,,,,,19.4,
68,Buffalo Sabres,Mathieu Sunderland,CA,RW,,1995,,Drummondville (QMJHL),,,,,,,,,,,,,,
69,Dallas Stars,Sergey Gusev,RU,D,20,1995,2001,CSK VVS Samara (Russia-3),89,4,10,14,-20,34,,,,,,,2.1,
70,New Jersey Devils,Sergei Vyshedkevich,RU,D,20,1995,2001,Dynamo Moscow (Russia),30,2,5,7,-10,16,,,,,,,0.7,
71,Chicago Blackhawks,Kevin McKay,CA,D,,1995,,Moose Jaw (WHL),,,,,,,,,,,,,,
72,Calgary Flames,Rocky Thompson,CA,D,18,1995,2002,Medicine Hat (WHL),25,0,0,0,0,117,,,,,,,0.1,
73,Boston Bruins,Bill McCauley,US,C,,1995,,Detroit (OHL),,,,,,,,,,,,,,
74,Montreal Canadiens,Martin Hohenberger,AT,LW,,1995,,Prince George (WHL),,,,,,,,,,,,,,
75,St. Louis Blues,Scott Roche,CA,G,,1995,,North Bay (OHL),,,,,,,,,,,,,,
76,Pittsburgh Penguins,Jean-Sebastien Aubin,CA,G,18,1995,2008,Sherbrooke (QMJHL),218,0,3,3,0,10,218,80,83,16,0.9,2.96,29.3,
77,Colorado Avalanche,John Tripp,CA,RW,18,1995,2004,Oshawa (OHL),43,2,7,9,-3,35,,,,,,,0.5,
78,New Jersey Devils,David Gosselin,CA,RW,18,1995,2002,Sherbrooke (QMJHL),13,2,1,3,-5,11,,,,,,,0.1,
79,New Jersey Devils,Alyn McCauley,CA,C,18,1995,2007,Ottawa (OHL),488,69,97,166,25,116,,,,,,,13.9,
80,Florida Panthers,Dave Duerden,CA,LW,18,1995,2000,Peterborough (OHL),2,0,0,0,0,0,,,,,,,0,
81,Colorado Avalanche,Tomi Kallio,FI,LW,18,1995,2003,Kiekko-67 Turku FIN (Finland-Jr.),140,24,31,55,-21,48,,,,,,,3.9,
82,Chicago Blackhawks,Chris Van Dyk,CA,D,,1995,,Windsor (OHL),,,,,,,,,,,,,,
83,Edmonton Oilers,Mike Minard,CA,G,18,1995,2000,Chilliwack (BCHL),1,0,0,0,0,0,1,1,0,0,0.917,3,0.3,
84,Winnipeg Jets,Justin Kurtz,CA,D,18,1995,2002,Brandon (WHL),27,3,5,8,-4,14,,,,,,,1.2,
85,Hartford Whalers,Ian MacNeil,CA,C,18,1995,2003,Oshawa (OHL),2,0,0,0,1,0,,,,,,,0,
86,Montreal Canadiens,Jonathan Delisle,CA,RW,18,1995,1999,Hull (QMJHL),1,0,0,0,0,0,,,,,,,0,
87,Hartford Whalers,Sami Kapanen,FI,RW,22,1995,2008,HIFK Helsinki (Finland),831,189,269,458,-30,175,,,,,,,42.4,
88,Florida Panthers,Daniel Tjarnqvist,SE,D,18,1995,2009,Rogle Angelholm (Sweden),352,18,72,90,-53,130,,,,,,,15.9,
89,Ottawa Senators,Kevin Bolibruck,CA,D,,1995,,Peterborough (OHL),,,,,,,,,,,,,,
90,San Jose Sharks,Vesa Toskala,FI,G,18,1995,2010,Ilves Tampere (Finland),266,0,10,10,0,16,266,129,82,30,0.902,2.76,38,
91,New York Rangers,Marc Savard,CA,C,18,1995,2011,Oshawa (OHL),807,207,499,706,-54,737,,,,,,,67.7,
92,Vancouver Canucks,Lloyd Shaw,CA,D,,1995,,Seattle (WHL),,,,,,,,,,,,,,
93,Washington Capitals,Sebastien Charpentier,CA,G,18,1995,2004,Laval (QMJHL),26,0,0,0,0,0,26,6,14,1,0.902,2.93,3.5,
94,Buffalo Sabres,Matt Davidson,CA,RW,18,1995,2003,Portland (WHL),56,5,7,12,-21,28,,,,,,,0,
95,Washington Capitals,Joel Theriault,CA,D,,1995,,Beauport (QMJHL),,,,,,,,,,,,,,
96,New Jersey Devils,Henrik Rehnberg,SE,D,,1995,,Farjestad (Sweden),,,,,,,,,,,,,,
97,Chicago Blackhawks,Pavel Kriz,CZ,D,,1995,,Tri-City (WHL),,,,,,,,,,,,,,
98,Calgary Flames,Jan Labraaten,SE,LW,,1995,,Farjestad (Sweden),,,,,,,,,,,,,,
99,Boston Bruins,Cameron Mann,CA,RW,18,1995,2003,Peterborough (OHL),93,14,10,24,-7,40,,,,,,,2.1,
100,Philadelphia Flyers,Radovan Somik,SK,RW,18,1995,2004,ZTS Martin (Slovakia),113,12,20,32,7,27,,,,,,,2.6,
101,St. Louis Blues,Michal Handzus,SK,C,18,1995,2014,Banska Bystrica (Slovakia),1009,185,298,483,14,498,,,,,,,43.2,
102,Pittsburgh Penguins,Oleg Belov,RU,C,,1995,,CSKA Moscow (Russia),,,,,,,,,,,,,,
103,Ottawa Senators,Kevin Boyd,CA,LW,,1995,,London (OHL),,,,,,,,,,,,,,
104,Detroit Red Wings,Anatoli Ustyugov,RU,LW,,1995,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,,
105,Washington Capitals,Benoit Gratton,CA,C,18,1995,2004,Laval (QMJHL),58,6,10,16,0,58,,,,,,,1.3,
106,New York Islanders,Vladimir Orszagh,SK,RW,18,1995,2006,Banska Bystrica (Slovakia),289,54,65,119,-22,194,,,,,,,10.7,
107,Anaheim Ducks,Igor Nikulin,RU,RW,23,1995,,Cherepovets (KHL),,,,,,,,,,,,,,
108,Tampa Bay Lightning,Konstantin Golokhvastov,UA,RW,,1995,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
109,Edmonton Oilers,Jan Snopek,CZ,D,,1995,,Oshawa (OHL),,,,,,,,,,,,,,
110,New York Rangers,Alexei Vasiliev,RU,D,18,1995,2000,Torpedo Yaroslavl 2 (Russia-2),1,0,0,0,-1,2,,,,,,,-0.1,
111,Buffalo Sabres,Marian Menhart,CZ,D,,1995,,Chemopetrol Litvinov (Russia),,,,,,,,,,,,,,
112,Montreal Canadiens,Niklas Anger,SE,RW,,1995,,Djurgarden (Sweden),,,,,,,,,,,,,,
113,Hartford Whalers,Hugh Hamilton,CA,D,,1995,,Spokane (WHL),,,,,,,,,,,,,,
114,Florida Panthers,Francois Cloutier,CA,LW,,1995,,Hull (QMJHL),,,,,,,,,,,,,,
115,Dallas Stars,Wade Strand,CA,D,,1995,,Regina (WHL),,,,,,,,,,,,,,
116,San Jose Sharks,Miikka Kiprusoff,FI,G,18,1995,2013,TPS Turku (Finland),623,0,10,10,0,47,623,319,213,71,0.912,2.49,109.9,
117,New York Rangers,Dale Purinton,US,D,18,1995,2004,Tacoma (WHL),181,4,16,20,-3,578,,,,,,,3.5,
118,Los Angeles Kings,Jason Morgan,CA,C,18,1995,2007,Kingston (OHL),44,2,5,7,-9,18,,,,,,,-0.2,
119,Buffalo Sabres,Kevin Popp,CA,D,,1995,,Seattle (WHL),,,,,,,,,,,,,,
120,Vancouver Canucks,Todd Norman,CA,LW,,1995,,Guelph (OHL),,,,,,,,,,,,,,
121,Winnipeg Jets,Brian Elder,US,G,,1995,,Brandon (WHL),,,,,,,,,,,,,,
122,New Jersey Devils,Chris Mason,CA,G,19,1995,2013,Prince George (WHL),317,1,3,4,0,12,317,137,113,32,0.909,2.66,50.4,
123,Buffalo Sabres,Daniel Bienvenue,CA,LW,,1995,,Val d'Or (QMJHL),,,,,,,,,,,,,,
124,Washington Capitals,Joel Cort,CA,D,,1995,,Guelph (OHL),,,,,,,,,,,,,,
125,Detroit Red Wings,Chad Wilchynski,CA,D,,1995,,Regina (WHL),,,,,,,,,,,,,,
126,Detroit Red Wings,David Arsenault,DE,G,,1995,,Drummondville (QMJHL),,,,,,,,,,,,,,
127,St. Louis Blues,Jeff Ambrosio,CA,LW,,1995,,Belleville (OHL),,,,,,,,,,,,,,
128,Pittsburgh Penguins,Jan Hrdina,CZ,C,19,1995,2006,Seattle (WHL),513,101,196,297,13,341,,,,,,,26.1,
129,Colorado Avalanche,Brent Johnson,US,G,18,1995,2012,Owen Sound (OHL),309,0,10,10,0,52,309,140,112,31,0.904,2.63,43.2,
130,San Jose Sharks,Michal Bros,CZ,C,,1995,,Olomouc Jr. (Czech-Jr.),,,,,,,,,,,,,,
131,Ottawa Senators,David Hruska,CZ,RW,,1995,,Banik Sokolov CZE (Czech-2),,,,,,,,,,,,,,
132,Philadelphia Flyers,Dmitri Tertyshny,RU,D,18,1995,1999,Traktor Chelyabinsk (KHL),62,2,8,10,-1,30,,,,,,,2.4,
133,Anaheim Ducks,Peter LeBoutillier,CA,RW,20,1995,1998,Red Deer (WHL),35,2,1,3,-1,176,,,,,,,-0.5,
134,Tampa Bay Lightning,Eduard Pershin,RU,RW,,1995,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
135,Philadelphia Flyers,Jamie Sokolsky,CA,D,,1995,,Belleville (OHL),,,,,,,,,,,,,,
136,Winnipeg Jets,Sylvain Daigle,CA,G,,1995,,Shawinigan (QMJHL),,,,,,,,,,,,,,
137,Los Angeles Kings,Igor Melyakov,RU,LW,,1995,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,,
138,Montreal Canadiens,Boyd Olson,CA,C,,1995,,Tri-City (WHL),,,,,,,,,,,,,,
139,Toronto Maple Leafs,Doug Bonner,US,G,,1995,,Seattle (WHL),,,,,,,,,,,,,,
140,San Jose Sharks,Timo Hakanen,FI,C,,1995,,Assat Pori (Finland),,,,,,,,,,,,,,
141,Dallas Stars,Dominic Marleau,CA,D,,1995,,Victoriaville (QMJHL),,,,,,,,,,,,,,
142,San Jose Sharks,Jaroslav Kudrna,CZ,LW,,1995,,Penticton (BCHL),,,,,,,,,,,,,,
143,New York Rangers,Peter Slamiar,SK,LW,,1995,,ZTK Zvolen (Slovakia),,,,,,,,,,,,,,
144,Vancouver Canucks,Brent Sopel,CA,D,18,1995,2011,Swift Current (WHL),659,44,174,218,32,309,,,,,,,40.9,
145,Toronto Maple Leafs,Yannick Tremblay,CA,D,19,1995,2007,Beauport (QMJHL),390,38,87,125,-119,178,,,,,,,15.4,
146,Chicago Blackhawks,Marc Magliarditi,US,G,,1995,,Des Moines (USHL),,,,,,,,,,,,,,
147,Washington Capitals,Frederick Jobin,CA,D,,1995,,Laval (QMJHL),,,,,,,,,,,,,,
148,New Jersey Devils,Adam Young,CA,D,,1995,,Windsor (OHL),,,,,,,,,,,,,,
149,Chicago Blackhawks,Marty Wilford,CA,D,,1995,,Oshawa (OHL),,,,,,,,,,,,,,
150,Calgary Flames,Clarke Wilm,CA,C,18,1995,2006,Saskatoon (WHL),455,37,60,97,-33,336,,,,,,,3.2,
151,Boston Bruins,Yevgeny Shaldybin,RU,D,20,1995,1997,Torpedo Yaroslavl (KHL),3,1,0,1,-2,0,,,,,,,0.1,
152,Philadelphia Flyers,Martin Spanhel,CZ,LW,18,1995,2002,ZPS Zlin (Czech),10,2,0,2,-3,4,,,,,,,0.1,
153,St. Louis Blues,Denis Hamel,CA,LW,18,1995,2007,Chicoutimi (QMJHL),192,19,12,31,-10,77,,,,,,,1.8,
154,Pittsburgh Penguins,Alexei Kolkunov,RU,C,,1995,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
155,Colorado Avalanche,John Cirjak,CA,RW,,1995,,Spokane (WHL),,,,,,,,,,,,,,
156,Detroit Red Wings,Tyler Perry,CA,C,,1995,,Seattle (WHL),,,,,,,,,,,,,,
157,Los Angeles Kings,Benoit Larose,CA,D,,1995,,Sherbrooke (QMJHL),,,,,,,,,,,,,,
158,New York Islanders,Andrew Taylor,CA,LW,,1995,,Detroit (OHL),,,,,,,,,,,,,,
159,Anaheim Ducks,Mike LaPlante,CA,D,,1995,,Calgary (WHL),,,,,,,,,,,,,,
160,Tampa Bay Lightning,Cory Murphy,CA,D,,1995,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
161,Edmonton Oilers,Martin Cerven,SK,C,,1995,,Dukla Trencin (Slovakia),,,,,,,,,,,,,,
162,Winnipeg Jets,Paul Traynor,CA,D,,1995,,Kitchener (OHL),,,,,,,,,,,,,,
163,Los Angeles Kings,Juha Vuorivirta,FI,C,,1995,,Tappara Tampere (Finland),,,,,,,,,,,,,,
164,Montreal Canadiens,Stephane Robidas,CA,D,18,1995,2015,Shawinigan (QMJHL),937,57,201,258,16,713,,,,,,,55,
165,Hartford Whalers,Byron Ritchie,CA,C,18,1995,2008,Lethbridge (WHL),324,25,33,58,-35,373,,,,,,,1.6,
166,Florida Panthers,Peter Worrell,CA,LW,18,1995,2004,Hull (QMJHL),391,19,27,46,-48,1554,,,,,,,-0.5,
167,San Jose Sharks,Brad Mehalko,CA,RW,,1995,,Lethbridge (WHL),,,,,,,,,,,,,,
168,San Jose Sharks,Robert Jindrich,CZ,D,,1995,,Interconex Plzen (Czech),,,,,,,,,,,,,,
169,New York Rangers,Jeff Heil,US,G,,1995,,Wisconsin-River Falls (WIAC),,,,,,,,,,,,,,
170,Vancouver Canucks,Stewart Bodtker,CA,C,,1995,,Colorado College (WCHA),,,,,,,,,,,,,,
171,Toronto Maple Leafs,Marek Melenovsky,CZ,C,,1995,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
172,Buffalo Sabres,Brian Scott,CA,LW,,1995,,Kitchener (OHL),,,,,,,,,,,,,,
173,Dallas Stars,Jeff Dewar,CA,RW,,1995,,Moose Jaw (WHL),,,,,,,,,,,,,,
174,New Jersey Devils,Richard Rochefort,CA,C,,1995,,Sudbury (OHL),,,,,,,,,,,,,,
175,Chicago Blackhawks,Steve Tardif,CA,C,,1995,,Drummondville (QMJHL),,,,,,,,,,,,,,
176,Calgary Flames,Ryan Gillis,CA,D,,1995,,North Bay (OHL),,,,,,,,,,,,,,
177,Boston Bruins,P.J. Axelsson,SE,LW,20,1995,2009,Vastra Frolunda (Sweden),797,103,184,287,-26,276,,,,,,,18.2,
178,Philadelphia Flyers,Martin Streit,CZ,RW,,1995,,Olomouc (Czech-2),,,,,,,,,,,,,,
179,St. Louis Blues,Jean-Luc Grand-Pierre,CA,D,18,1995,2004,Val d'Or (QMJHL),269,7,13,20,-54,311,,,,,,,3.8,
180,Pittsburgh Penguins,Derrick Pyke,CA,RW,,1995,,Halifax (QMJHL),,,,,,,,,,,,,,
181,Colorado Avalanche,Dan Smith,CA,D,18,1995,2006,U. of British Columbia (CWUAA),22,0,0,0,8,16,,,,,,,0.9,
182,Detroit Red Wings,Per Eklund,SE,LW,,1995,,Djurgarden (Sweden),,,,,,,,,,,,,,
183,Ottawa Senators,Kaj Linna,FI,D,,1995,,Boston University (H-East),,,,,,,,,,,,,,
184,Ottawa Senators,Ray Schultz,CA,D,18,1995,2003,Tri-City (WHL),45,0,4,4,-1,155,,,,,,,1.1,
185,Anaheim Ducks,Igor Karpenko,UA,G,,1995,,Sokol Kiev (Russia),,,,,,,,,,,,,,
186,Tampa Bay Lightning,Joe Cardarelli,CA,LW,,1995,,Spokane (WHL),,,,,,,,,,,,,,
187,Edmonton Oilers,Stephen Douglas,CA,D,,1995,,Niagara Falls (OHL),,,,,,,,,,,,,,
188,Winnipeg Jets,Jaroslav Obsut,SK,D,19,1995,2002,North Battleford (SJHL),7,0,0,0,1,2,,,,,,,0.2,
189,Winnipeg Jets,Fredrik Loven,SE,C,,1995,,Djurgarden (Sweden),,,,,,,,,,,,,,
190,Montreal Canadiens,Greg Hart,CA,RW,,1995,,Kamloops (WHL),,,,,,,,,,,,,,
191,Hartford Whalers,Milan Kostolny,SK,RW,,1995,,Detroit (OHL),,,,,,,,,,,,,,
192,Florida Panthers,Filip Kuba,CZ,D,18,1995,2013,Vitkovice Jr. (Czech-Jr.),836,70,263,333,-56,361,,,,,,,63.5,
193,Dallas Stars,Anatoli Kovesnikov,UA,RW,,1995,,Sokol Kiev (Russia),,,,,,,,,,,,,,
194,San Jose Sharks,Ryan Kraft,US,C,19,1995,2003,Minnesota (WCHA),7,0,1,1,2,0,,,,,,,0.1,
195,New York Rangers,Ilya Gorokhov,RU,D,,1995,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,,
196,Vancouver Canucks,Tyler Willis,CA,RW,,1995,,Swift Current (WHL),,,,,,,,,,,,,,
197,Toronto Maple Leafs,Mark Murphy,US,LW,,1995,,Stratford Jr. B (GOJHL),,,,,,,,,,,,,,
198,Buffalo Sabres,Mike Zanutto,CA,C,,1995,,Oshawa (OHL),,,,,,,,,,,,,,
199,Washington Capitals,Vasili Turkovsky,RU,D,,1995,,CSKA Moscow (Russia),,,,,,,,,,,,,,
200,New Jersey Devils,Frederic Henry,CA,G,,1995,,Granby (QMJHL),,,,,,,,,,,,,,
201,Chicago Blackhawks,Casey Hankinson,US,LW,19,1995,2004,Minnesota (WCHA),18,0,1,1,-5,13,,,,,,,-0.3,
202,Dallas Stars,Sergei Luchinkin,RU,C,,1995,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
203,Boston Bruins,Sergei Zhukov,RU,D,,1995,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,,
204,Philadelphia Flyers,Ruslan Shafikov,RU,C,,1995,,Salavat Yulayev Ufa (KHL),,,,,,,,,,,,,,
205,St. Louis Blues,Derek Bekar,CA,LW,20,1995,2004,Powell River (BCHL),11,0,0,0,-1,6,,,,,,,-0.2,
206,Pittsburgh Penguins,Sergei Voronov,RU,D,,1995,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
207,Colorado Avalanche,Tomi Hirvonen,FI,C,,1995,,Ilves Tampere (Finland),,,,,,,,,,,,,,
208,Detroit Red Wings,Andrei Samokhvalov,RU,RW,,1995,,Torpedo Ust-Kamenogorsk (Russia-2),,,,,,,,,,,,,,
209,St. Louis Blues,Libor Zabransky,CZ,D,21,1995,1998,Ceske Budejovice (Czech-2),40,1,6,7,-4,50,,,,,,,1.7,
210,New York Islanders,David MacDonald,CA,G,,1995,,Sudbury (OHL),,,,,,,,,,,,,,
211,New York Islanders,Mike Broda,CA,LW,,1995,,Moose Jaw (WHL),,,,,,,,,,,,,,
212,Tampa Bay Lightning,Zac Bierk,CA,G,18,1995,2004,Peterborough (OHL),47,0,1,1,0,6,47,9,20,5,0.901,3.18,6.2,
213,Edmonton Oilers,Jiri Antonin,CZ,D,,1995,,Pardubice (Czech),,,,,,,,,,,,,,
214,Winnipeg Jets,Rob Deciantis,CA,C,,1995,,Kitchener (OHL),,,,,,,,,,,,,,
215,Los Angeles Kings,Brian Stewart,CA,D,,1995,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
216,Montreal Canadiens,Eric Houde,CA,C,18,1995,1999,Halifax (QMJHL),30,2,3,5,-4,4,,,,,,,-0.1,
217,Hartford Whalers,Mike Rucinski,US,D,20,1995,2001,Detroit (OHL),26,0,2,2,1,10,,,,,,,0.7,
218,Florida Panthers,David Lemanowicz,CA,G,,1995,,Spokane (WHL),,,,,,,,,,,,,,
