Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
23,New Jersey Devils,Jeff Christian\chrisje01,CA,LW,18,1988,1998,London (OHL),18,2,2,4,-4,17,,,,,,,-0.1,
24,Quebec Nordiques,Stephane Fiset\fisetst01,CA,G,18,1988,2002,Victoriaville (QMJHL),390,0,12,12,0,38,390,164,153,44,0.899,3.07,62.2,
25,Pittsburgh Penguins,Mark Major\majorma01,CA,LW,18,1988,1997,North Bay (OHL),2,0,0,0,0,5,,,,,,,0,
26,New York Rangers,Murray Duval,CA,RW,,1988,,Spokane (WHL),,,,,,,,,,,,,,
27,Toronto Maple Leafs,Tie Domi\domiti01,CA,RW,18,1988,2006,Peterborough (OHL),1020,104,141,245,-54,3515,,,,,,,10.3,
28,Los Angeles Kings,Paul Holden,CA,D,,1988,,London (OHL),,,,,,,,,,,,,,
29,New York Islanders,Wayne Doucet,CA,LW,,1988,,Hamilton (OHL),,,,,,,,,,,,,,
30,St. Louis Blues,Adrien Plavsic\plavsad01,CA,D,18,1988,1997,New Hampshire (H-East),214,16,56,72,13,161,,,,,,,13.5,
31,Winnipeg Jets,Russell Romaniuk\romanru01,CA,LW,18,1988,1996,St. Boniface,102,13,14,27,-14,63,,,,,,,0.3,
32,Hartford Whalers,Barry Richter\richtba01,US,D,18,1988,2001,Culver Military Academy (High-IN),151,11,34,45,-15,76,,,,,,,8.1,
33,Vancouver Canucks,Leif Rohlin\rohlile01,SE,D,20,1988,1997,Vasteras (Sweden-2),96,8,24,32,4,40,,,,,,,5.7,
34,Montreal Canadiens,Martin St. Amour\stamoma01,CA,LW,18,1988,1993,Verdun (QMJHL),1,0,0,0,0,2,,,,,,,0,
35,Philadelphia Flyers,Pat Murray\murrapa01,CA,LW,19,1988,1992,Michigan State (CCHA),25,3,1,4,-2,15,,,,,,,-0.1,
36,Washington Capitals,Tim Taylor\tayloti01,CA,C,19,1988,2007,London (OHL),746,73,94,167,-66,433,,,,,,,5.2,
37,New York Islanders,Sean Lebrun,CA,LW,,1988,,New Westminster (WCHL),,,,,,,,,,,,,,
38,Detroit Red Wings,Serge Anglehart,CA,D,,1988,,Drummondville (QMJHL),,,,,,,,,,,,,,
39,Edmonton Oilers,Petro Koivunen,FI,C,,1988,,Kiekko-Espoo (Finland),,,,,,,,,,,,,,
40,Minnesota North Stars,Link Gaetz\gaetzli01,CA,D,19,1988,1992,Spokane (WHL),65,6,8,14,-35,412,,,,,,,1.6,
41,Washington Capitals,Wade Bartley,CA,D,,1988,,Dauphin,,,,,,,,,,,,,,
42,Calgary Flames,Todd Harkins\harkito01,US,C,19,1988,1994,Miami (Ohio) (CCHA),48,3,3,6,-10,78,,,,,,,-0.8,
43,Minnesota North Stars,Shaun Kane,US,D,,1988,,Springfield Jr. B,,,,,,,,,,,,,,
44,Vancouver Canucks,Dane Jackson\jacksda01,CA,RW,18,1988,1998,Vernon (BCHL),45,12,6,18,7,58,,,,,,,1.7,
45,Quebec Nordiques,Petri Aaltonen,FI,C,,1988,,HIFK Helsinki (Finland),,,,,,,,,,,,,,
46,Montreal Canadiens,Neil Carnes,US,C,,1988,,Verdun (QMJHL),,,,,,,,,,,,,,
47,Detroit Red Wings,Guy Dupuis,CA,D,,1988,,Hull (QMJHL),,,,,,,,,,,,,,
48,Toronto Maple Leafs,Peter Ing\ingpe01,CA,G,19,1988,1994,Windsor (OHL),74,0,3,3,0,6,74,20,37,9,0.878,4.05,10.4,
49,Los Angeles Kings,John Van Kessel,CA,RW,,1988,,North Bay (OHL),,,,,,,,,,,,,,
50,Chicago Blackhawks,Trevor Dam,CA,RW,,1988,,London (OHL),,,,,,,,,,,,,,
51,St. Louis Blues,Rob Fournier,CA,G,,1988,,North Bay (OHL),,,,,,,,,,,,,,
52,Winnipeg Jets,Stephane Beauregard\beaurst01,CA,G,20,1988,1994,St. Jean (QMJHL),90,0,2,2,0,6,90,19,39,11,0.879,3.65,10.6,
53,Edmonton Oilers,Trevor Sim\simtr01,CA,RW,18,1988,1990,Seattle (WHL),3,0,1,1,0,2,,,,,,,0,
54,New Jersey Devils,Zdeno Ciger\cigerzd01,SK,LW,18,1988,2002,ZTS Martin (Slovakia),352,94,134,228,-54,101,,,,,,,16.8,
55,Buffalo Sabres,Darcy Loewen\loeweda01,CA,LW,19,1988,1994,Spokane (WHL),135,4,8,12,-44,211,,,,,,,-2.8,
56,Philadelphia Flyers,Craig Fisher\fishecr01,CA,C,18,1988,1997,Oshawa Jr. B (MJHL),12,0,0,0,-3,2,,,,,,,-0.4,
57,Washington Capitals,Duane Derksen,CA,G,,1988,,Winkler (MJHL),,,,,,,,,,,,,,
58,New York Islanders,Danny Lorenz\lorenda01,CA,G,18,1988,1993,Seattle (WHL),8,0,0,0,0,0,8,1,5,0,0.856,4.2,0.5,
59,Detroit Red Wings,Petr Hrbek,CZ,RW,,1988,,Sparta Praha (Czech),,,,,,,,,,,,,,
60,Boston Bruins,Steve Heinze\heinzst01,US,RW,18,1988,2003,Lawrence Academy (High-MA),694,178,158,336,-20,379,,,,,,,31.9,
61,Edmonton Oilers,Collin Bauer,CA,D,,1988,,Saskatoon (WHL),,,,,,,,,,,,,,
62,Pittsburgh Penguins,Daniel Gauthier\gauthda01,CA,LW,18,1988,1995,Victoriaville (QMJHL),5,0,0,0,0,0,,,,,,,-0.1,
63,Philadelphia Flyers,Dominic Roussel\roussdo01,CA,G,18,1988,2001,Trois-Rivieres (QMJHL),205,0,4,4,0,33,205,77,70,23,0.895,3.12,28.8,
64,Minnesota North Stars,Jeffrey Stolp,US,G,,1988,,Greenway (High-MN),,,,,,,,,,,,,,
65,New Jersey Devils,Matt Ruchty,CA,LW,,1988,,Bowling Green (CCHA),,,,,,,,,,,,,,
66,Quebec Nordiques,Darin Kimble\kimblda01,CA,RW,19,1988,1995,Prince Albert (WHL),311,23,20,43,-30,1082,,,,,,,-3.5,
67,Pittsburgh Penguins,Mark Recchi\recchma01,CA,RW,20,1988,2011,Kamloops (WHL),1652,577,956,1533,0,1033,,,,,,,147.5,
68,New York Rangers,Tony Amonte\amontto01,US,RW,18,1988,2007,Thayer Academy (High-MA),1174,416,484,900,96,752,,,,,,,95.3,
69,Toronto Maple Leafs,Ted Crowley\crowlte01,US,D,18,1988,1999,Lawrence Academy (High-MA),34,2,4,6,-2,12,,,,,,,1.4,
70,Los Angeles Kings,Rob Blake\blakero01,CA,D,18,1988,2010,Bowling Green (CCHA),1270,240,537,777,-4,1679,,,,,,,127.5,
71,Chicago Blackhawks,Stefan Elvenas,SE,RW,,1988,,Rogle Angelholm (Sweden),,,,,,,,,,,,,,
72,St. Louis Blues,Jaan Luik,CA,D,,1988,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
73,Winnipeg Jets,Brian Hunt,CA,C,,1988,,Oshawa (OHL),,,,,,,,,,,,,,
74,Hartford Whalers,Dean Dyer,CA,C,,1988,,Lake Superior State (CCHA),,,,,,,,,,,,,,
75,New Jersey Devils,Scott Luik,CA,RW,,1988,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
76,Buffalo Sabres,Keith Carney\carneke01,US,D,18,1988,2008,Mount St. Charles H.S. (High-RI),1018,45,183,228,164,904,,,,,,,66.8,
77,Philadelphia Flyers,Scott Lagrand,US,G,,1988,,Hotchkiss (High-CT),,,,,,,,,,,,,,
78,Washington Capitals,Bob Krauss,CA,D,,1988,,Lethbridge (WHL),,,,,,,,,,,,,,
79,New York Islanders,Andre Brassard,CA,D,,1988,,Trois-Rivieres (QMJHL),,,,,,,,,,,,,,
80,Detroit Red Wings,Sheldon Kennedy\kennesh01,CA,RW,19,1988,1997,Swift Current (WHL),310,49,58,107,-15,233,,,,,,,3.7,
81,Boston Bruins,Joe Juneau\juneajo01,CA,C,20,1988,2004,RPI (ECAC),828,156,416,572,-3,272,,,,,,,44.5,
82,Edmonton Oilers,Cam Brauer,CA,D,,1988,,RPI (ECAC),,,,,,,,,,,,,,
83,Montreal Canadiens,Patric Kjellberg\kjellpa01,SE,RW,19,1988,2003,Falun (Sweden-2),394,64,96,160,-50,84,,,,,,,11.2,
84,Calgary Flames,Gary Socha,US,C,,1988,,Tabor Academy (High-MA),,,,,,,,,,,,,,
85,Calgary Flames,Tomas Forslund\forslto01,SE,RW,19,1988,1993,Leksand (Sweden),44,5,11,16,-6,12,,,,,,,0.2,
86,Toronto Maple Leafs,Len Esau\esaule01,CA,D,20,1988,1995,Humboldt (Sweden-Jr.),27,0,10,10,-10,24,,,,,,,0.8,
87,Quebec Nordiques,Stephane Venne,CA,D,,1988,,Vermont (ECAC),,,,,,,,,,,,,,
88,Pittsburgh Penguins,Greg Andrusak\andrugr01,CA,D,18,1988,2000,Minnesota-Duluth (WCHA),28,0,6,6,2,16,,,,,,,1.1,
89,Buffalo Sabres,Alexander Mogilny\mogilal01,RU,RW,19,1988,2006,CSKA Moscow (Russia),990,473,559,1032,81,432,,,,,,,111.5,
90,Calgary Flames,Scott Matusovich,US,D,,1988,,Canterbury (High-CT),,,,,,,,,,,,,,
91,Los Angeles Kings,Jeff Robison,US,D,,1988,,Mount St. Charles (High-RI),,,,,,,,,,,,,,
92,Chicago Blackhawks,Joe Cleary,US,D,,1988,,Stratford Jr. B (GOJHL),,,,,,,,,,,,,,
93,Montreal Canadiens,Peter Popovic\popovpe01,SE,D,20,1988,2001,Vasteras (Sweden-2),485,10,63,73,-1,291,,,,,,,18.5,
94,Winnipeg Jets,Tony Joseph\josepto01,CA,RW,19,1988,1989,Oshawa (OHL),2,1,0,1,1,0,,,,,,,0.1,
95,Hartford Whalers,Scott Morrow\morrosc01,US,LW,19,1988,1995,Northwood School (High-NY),4,0,0,0,0,0,,,,,,,-0.1,
96,New Jersey Devils,Chris Nelson,US,D,,1988,,Rochester (USHL),,,,,,,,,,,,,,
97,Buffalo Sabres,Rob Ray\rayro01,CA,RW,20,1988,2004,Cornwall (OHL),900,41,50,91,-38,3207,,,,,,,-6.4,
98,Philadelphia Flyers,Edward O'Brien,US,LW,,1988,,Cushing Academy (High-MA),,,,,,,,,,,,,,
99,New York Rangers,Martin Bergeron,CA,C,,1988,,Drummondville (QMJHL),,,,,,,,,,,,,,
100,New York Islanders,Paul Rutherford,CA,C,,1988,,Ohio State (CCHA),,,,,,,,,,,,,,
101,Winnipeg Jets,Benoit Lebeau,CA,LW,,1988,,Merrimack (H-East),,,,,,,,,,,,,,
102,Boston Bruins,Daniel Murphy,US,D,,1988,,The Gunnery (High-CT),,,,,,,,,,,,,,
103,Edmonton Oilers,Don Martin,CA,LW,,1988,,London (OHL),,,,,,,,,,,,,,
104,Montreal Canadiens,Jean-Claude Bergeron\bergeje01,CA,G,19,1988,1997,Verdun (QMJHL),72,0,2,2,0,4,72,21,33,7,0.866,3.69,5.4,
105,St. Louis Blues,Dave Lacouture,US,RW,,1988,,Natick (High-MA),,,,,,,,,,,,,,
106,Buffalo Sabres,David Di Vita,US,G,,1988,,Lake Superior State (CCHA),,,,,,,,,,,,,,
107,Vancouver Canucks,Corrie D'Alessio\dalesco01,CA,G,19,1988,1993,Cornell (ECAC),1,0,0,0,0,0,1,0,0,0,1,0,0,
108,Quebec Nordiques,Ed Ward\warded01,CA,RW,18,1988,2001,Michigan (CCHA),278,23,26,49,-17,354,,,,,,,0.7,
109,Los Angeles Kings,Micah Aivazoff\aivazmi01,CA,C,19,1988,1996,Victoria (WHL),92,4,6,10,-9,46,,,,,,,-1.8,
110,New York Rangers,Dennis Vial\vialde01,CA,D/LW,19,1988,1998,Hamilton (OHL),242,4,15,19,-27,794,,,,,,,5.5,
111,New York Islanders,Pavel Gross,CZ,RW,,1988,,Sparta Praha (Czech),,,,,,,,,,,,,,
112,Los Angeles Kings,Robert Larsson,SE,D,,1988,,Skelleftea (Sweden),,,,,,,,,,,,,,
113,Chicago Blackhawks,Justin Lafayette,CA,LW,,1988,,Ferris State (CCHA),,,,,,,,,,,,,,
114,St. Louis Blues,Dan Fowler,CA,D,,1988,,U. of Maine (H-East),,,,,,,,,,,,,,
115,Winnipeg Jets,Ronald Jones,US,RW,,1988,,Windsor (OHL),,,,,,,,,,,,,,
116,Hartford Whalers,Corey Beaulieu,CA,D,,1988,,Seattle (WHL),,,,,,,,,,,,,,
117,New Jersey Devils,Chad Johnson,US,C,,1988,,Rochester (USHL),,,,,,,,,,,,,,
118,Buffalo Sabres,Mike McLaughlin,US,LW,,1988,,Choate Academy (High-CT),,,,,,,,,,,,,,
119,Philadelphia Flyers,Gordie Frantti,US,C,,1988,,Calumet (High-MI),,,,,,,,,,,,,,
120,Washington Capitals,Dmitri Khristich\khrisdm01,UA,LW/C,19,1988,2002,Sokol Kiev (Russia),811,259,337,596,104,422,,,,,,,60.3,
121,New York Islanders,Jason Rathbone,US,RW,,1988,,Brookline (High-MA),,,,,,,,,,,,,,
122,Vancouver Canucks,Phil Von Stefenelli\vonstph01,CA,D,19,1988,1997,Boston University (H-East),33,0,5,5,-1,23,,,,,,,1.3,
123,Boston Bruins,Derek Geary,US,RW,,1988,,Gloucester (CCHL),,,,,,,,,,,,,,
124,Edmonton Oilers,Len Barrie\barrile01,CA,C,19,1988,2001,Victoria (WHL),184,19,45,64,6,290,,,,,,,3.8,
125,Montreal Canadiens,Patrik Carnback\carnbpa01,SE,C,20,1988,1996,Vastra Frolunda (Sweden),154,24,38,62,-17,122,,,,,,,3.2,
126,Calgary Flames,Jonas Bergqvist\bergqjo01,SE,RW,25,1988,1990,Leksand (Sweden),22,2,5,7,10,10,,,,,,,0.3,
127,Winnipeg Jets,Markus Akerblom,SE,C,,1988,,Bjorkloven (Sweden-2),,,,,,,,,,,,,,
128,Vancouver Canucks,Dixon Ward\warddi01,CA,RW,19,1988,2003,Red Deer (AJHL),537,95,129,224,43,431,,,,,,,17.2,
129,Quebec Nordiques,Valeri Kamensky\kamenva01,RU,LW,22,1988,2002,CSKA Moscow (Russia),637,200,301,501,15,383,,,,,,,47.7,
130,Pittsburgh Penguins,Troy Mick,CA,LW,,1988,,Portland (WHL),,,,,,,,,,,,,,
131,New York Rangers,Mike Rosati\rosatmi01,CA,G,20,1988,1999,Hamilton (OHL),1,0,0,0,0,0,1,1,0,0,1,0,0.2,
132,Toronto Maple Leafs,Matt Mallgrave,US,C,,1988,,St. Paul's (High-NH),,,,,,,,,,,,,,
133,Los Angeles Kings,Jeff Kruesel,US,G,,1988,,John Marshall (High-MN),,,,,,,,,,,,,,
134,Chicago Blackhawks,Craig Woodcroft,CA,LW,,1988,,Colgate (ECAC),,,,,,,,,,,,,,
135,St. Louis Blues,Matt Hayes,US,D,,1988,,New Hampton School (High-NH),,,,,,,,,,,,,,
136,Winnipeg Jets,Jukka Marttila,FI,D,,1988,,Tappara Tampere (Finland),,,,,,,,,,,,,,
137,Hartford Whalers,Kerry Russell,CA,RW,,1988,,Michigan State (CCHA),,,,,,,,,,,,,,
138,New Jersey Devils,Chad Erickson\erickch01,US,G,18,1988,1992,Warroad (High-MN),2,0,0,0,0,0,2,1,1,0,0.836,4.5,0.1,
139,Buffalo Sabres,Mike Griffith,CA,RW,,1988,,Ottawa (OHL),,,,,,,,,,,,,,
140,Philadelphia Flyers,Jamie Cooke,CA,RW,,1988,,Bramalea Jr. B,,,,,,,,,,,,,,
141,Washington Capitals,Keith Jones\joneske01,CA,RW,19,1988,2001,Niagara Falls Jr. B (GOJHL),491,117,141,258,53,765,,,,,,,24.2,
142,New York Islanders,Yves Gaucher,CA,LW,,1988,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
143,Detroit Red Wings,Kelly Hurd,CA,RW,,1988,,Michigan Tech (WCHA),,,,,,,,,,,,,,
144,Washington Capitals,Brad Schlegel\schlebr01,CA,D,20,1988,1994,London (OHL),48,1,8,9,-7,10,,,,,,,1.6,
145,Edmonton Oilers,Mike Glover,CA,RW,,1988,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
146,Montreal Canadiens,Tim Chase,US,C,,1988,,Tabor Academy (High-MA),,,,,,,,,,,,,,
147,Calgary Flames,Stefan Nilsson,SE,C,,1988,,HV 71 Jonkoping (Sweden),,,,,,,,,,,,,,
148,Minnesota North Stars,Ken MacArthur,CA,D,,1988,,Denver (WCHA),,,,,,,,,,,,,,
149,Vancouver Canucks,Greg Geldart,CA,C,,1988,,St. Albert (AJHL),,,,,,,,,,,,,,
150,Quebec Nordiques,Sakari Lindfors,FI,G,,1988,,HIFK Helsinki (Finland),,,,,,,,,,,,,,
151,Pittsburgh Penguins,Jeff Blaeser,US,LW,,1988,,St. John's (High-MA),,,,,,,,,,,,,,
152,New York Rangers,Eric Couvrette,CA,LW,,1988,,St. Jean (QMJHL),,,,,,,,,,,,,,
153,Toronto Maple Leafs,Peter Elvenas,SE,C,,1988,,Rogle Angelholm (Sweden),,,,,,,,,,,,,,
154,Los Angeles Kings,Timo Peltomaa,FI,RW,,1988,,Ilves Tampere (Finland),,,,,,,,,,,,,,
155,Chicago Blackhawks,Jon Pojar,US,LW,,1988,,Roseville (High-MN),,,,,,,,,,,,,,
156,St. Louis Blues,John McCoy,US,LW,,1988,,Edina (High-MN),,,,,,,,,,,,,,
157,Winnipeg Jets,Mark Smith,US,C,,1988,,Trinity-Pawling (High-NY),,,,,,,,,,,,,,
158,Hartford Whalers,Jim Burke,US,D,,1988,,U. of Maine (H-East),,,,,,,,,,,,,,
159,New Jersey Devils,Bryan Lafort,US,G,,1988,,Waltham (High-MA),,,,,,,,,,,,,,
160,Buffalo Sabres,Daniel Ruoho,US,D,,1988,,Madison Memorial (High-WI),,,,,,,,,,,,,,
161,Philadelphia Flyers,Johan Salle,SE,D,,1988,,Malmo (Sweden),,,,,,,,,,,,,,
162,Washington Capitals,Todd Hilditch,CA,D,,1988,,Penticton (BCHL),,,,,,,,,,,,,,
163,New York Islanders,Marty McInnis\mcinnma01,US,RW,18,1988,2003,Milton Academy (High-MA),796,170,250,420,-41,330,,,,,,,33.8,
164,Detroit Red Wings,Brian McCormack,US,D,,1988,,St. Paul's (High-NH),,,,,,,,,,,,,,
165,Boston Bruins,Mark Krys,CA,D,,1988,,Boston University (H-East),,,,,,,,,,,,,,
166,Edmonton Oilers,Shjon Podein\podeish01,US,LW,20,1988,2003,Minnesota-Duluth (WCHA),699,100,106,206,62,439,,,,,,,14.5,
167,Montreal Canadiens,Sean Hill\hillse01,US,D,18,1988,2008,Duluth East (High-MN),876,62,236,298,-46,1008,,,,,,,57.2,
168,Calgary Flames,Troy Kennedy,CA,RW,,1988,,Brandon (WHL),,,,,,,,,,,,,,
169,Minnesota North Stars,Travis Richards\richatr01,US,D,18,1988,1996,Armstrong (High-MN),3,0,0,0,-1,2,,,,,,,0,
170,Vancouver Canucks,Roger Akerstrom,SE,D,,1988,,Lulea (Sweden),,,,,,,,,,,,,,
171,Quebec Nordiques,Dan Wiebe,CA,LW,,1988,,U. of Alberta (CWUAA),,,,,,,,,,,,,,
172,Pittsburgh Penguins,Rob Gaudreau\gaudrro01,US,RW,18,1988,1996,Bishop Hendricken (High-RI),231,51,54,105,-63,69,,,,,,,5.6,
173,New York Islanders,Shorty Forrest,US,D,,1988,,St. Cloud State (WCHA),,,,,,,,,,,,,,
174,Toronto Maple Leafs,Mike Delay,US,D,,1988,,Canterbury (High-CT),,,,,,,,,,,,,,
175,Los Angeles Kings,Jim Larkin,US,LW,,1988,,Mount St. Joseph (High-RI),,,,,,,,,,,,,,
176,Chicago Blackhawks,Mathew Hentges,US,D,,1988,,Edina (High-MN),,,,,,,,,,,,,,
177,St. Louis Blues,Tony Twist\twistto01,CA,LW,20,1988,1999,Saskatoon (WHL),445,10,18,28,-23,1121,,,,,,,-3.3,
178,Winnipeg Jets,Mike Helber,US,C,,1988,,Ann Arbor (High-MI),,,,,,,,,,,,,,
179,Hartford Whalers,Mark Hirth,US,C,,1988,,Michigan State (CCHA),,,,,,,,,,,,,,
180,New Jersey Devils,Sergei Svetlov,RU,RW,,1988,,,,,,,,,,,,,,,,
181,Buffalo Sabres,Wade Flaherty\flahewa01,CA,G,20,1988,2003,Victoria (WHL),120,0,3,3,0,6,120,27,56,9,0.887,3.51,13.2,
182,Philadelphia Flyers,Brian Arthur,CA,D,,1988,,Etobicoke Jr. B,,,,,,,,,,,,,,
183,Washington Capitals,Petr Pavlas,CZ,D,,1988,,Dukla Trencin (Slovakia),,,,,,,,,,,,,,
184,New York Islanders,Jeff Blumer,US,RW,,1988,,St. Thomas College (MIAC),,,,,,,,,,,,,,
185,Detroit Red Wings,Jody Praznik,CA,D,,1988,,Colorado College (WCHA),,,,,,,,,,,,,,
186,Boston Bruins,Jon Rohloff\rohlojo01,US,D,18,1988,1997,Grand Rapids (High-MN),150,7,25,32,-21,129,,,,,,,6.4,
187,Edmonton Oilers,Tim Cole,US,G,,1988,,Woburn (High-MA),,,,,,,,,,,,,,
188,Montreal Canadiens,Harijs Vitolinsh\vitolha01,LV,C,20,1988,1994,Dynamo Riga (KHL),8,0,0,0,0,4,,,,,,,-0.2,
189,Calgary Flames,Brett Peterson,US,D,,1988,,St. Paul (USHL),,,,,,,,,,,,,,
190,Minnesota North Stars,Ari Matilainen,FI,RW,,1988,,Assat Pori (Finland),,,,,,,,,,,,,,
191,Vancouver Canucks,Paul Constantin,CA,C,,1988,,Burlington Jr. B (OJHL),,,,,,,,,,,,,,
192,Washington Capitals,Mark Sorensen,CA,D,,1988,,Michigan (CCHA),,,,,,,,,,,,,,
193,Pittsburgh Penguins,David Pancoe,CA,LW,,1988,,Hamilton (OHL),,,,,,,,,,,,,,
194,New York Rangers,Paul Cain,CA,C,,1988,,Cornwall (OHL),,,,,,,,,,,,,,
195,Toronto Maple Leafs,David Sacco\saccoda01,US,RW,18,1988,1996,Medford (High-MA),35,5,13,18,-4,22,,,,,,,0.9,
196,Los Angeles Kings,Brad Hyatt,CA,D,,1988,,Windsor (OHL),,,,,,,,,,,,,,
197,Chicago Blackhawks,Daniel Maurice,CA,C,,1988,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
198,St. Louis Blues,Bret Hedican\hedicbr01,US,D,18,1988,2009,North St. Paul (High-MN),1039,55,239,294,-23,893,,,,,,,55.9,
199,Winnipeg Jets,Pavel Kostichkin,RU,C,,1988,,CSKA Moscow (Russia),,,,,,,,,,,,,,
200,Hartford Whalers,Wayde Bucsis,CA,RW,,1988,,Prince Albert (WHL),,,,,,,,,,,,,,
201,New Jersey Devils,Bob Woods,CA,D,,1988,,Brandon (WHL),,,,,,,,,,,,,,
202,New York Rangers,Eric Fenton,US,C,,1988,,North Yarmouth (High-ME),,,,,,,,,,,,,,
203,Philadelphia Flyers,Jeff Dandretta,US,RW,,1988,,Cushing Academy (High-MA),,,,,,,,,,,,,,
204,Washington Capitals,Claudio Scremin\scremcl01,CA,D,20,1988,1993,U. of Maine (H-East),17,0,1,1,-5,29,,,,,,,0.3,
205,New York Islanders,Jeff Kampersal,US,D,,1988,,St. John's (High-MA),,,,,,,,,,,,,,
206,Detroit Red Wings,Glen Goodall,CA,C,,1988,,Seattle (WHL),,,,,,,,,,,,,,
207,New Jersey Devils,Alexander Semak\semakal01,RU,C,22,1988,1997,Dynamo Moscow (Russia),289,83,91,174,22,187,,,,,,,13.9,
208,Edmonton Oilers,Vladimir Zubkov,RU,D,,1988,,CSKA Moscow (Russia),,,,,,,,,,,,,,
209,Montreal Canadiens,Yuri Krivokhizha,BY,D,,1988,,Dynamo Minsk (KHL),,,,,,,,,,,,,,
210,Calgary Flames,Guy Darveau,CA,D,,1988,,Victoriaville (QMJHL),,,,,,,,,,,,,,
211,Minnesota North Stars,Grant Bischoff,US,LW,,1988,,Minnesota (WCHA),,,,,,,,,,,,,,
212,Vancouver Canucks,Chris Wolanin,US,D,,1988,,Illinois-Chicago (CCHA),,,,,,,,,,,,,,
213,Quebec Nordiques,Alexei Gusarov\gusaral01,RU,D,24,1988,2001,CSKA Moscow (Russia),607,39,128,167,50,313,,,,,,,34,
214,Pittsburgh Penguins,Cory Laylin,US,LW,,1988,,St. Cloud Apollo (High-MN),,,,,,,,,,,,,,
215,New York Rangers,Peter Fiorentino\fiorepe01,CA,D,19,1988,1992,Sault Ste. Marie (OHL),1,0,0,0,0,0,,,,,,,0,
