Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
83,Montreal Canadiens,Sylvain Lapointe,CA,D,,1991,,Clarkson (ECAC),,,,,,,,,,,,,,
84,Boston Bruins,Brad Tiley,CA,D,20,1991,2001,Sault Ste. Marie (OHL),11,0,0,0,-1,0,,,,,,,0.1,
85,Calgary Flames,Steven Magnusson,US,C,,1991,,Anoka (High-MN),,,,,,,,,,,,,,
86,Philadelphia Flyers,Aris Brimanis,US,D,19,1991,2004,Bowling Green (CCHA),113,2,12,14,-20,57,,,,,,,2.5,
87,St. Louis Blues,Grayden Reid,CA,C,,1991,,Owen Sound (OHL),,,,,,,,,,,,,,
88,Chicago Blackhawks,Zac Boyer,CA,RW,19,1991,1996,Kamloops (WHL),3,0,0,0,0,0,,,,,,,-0.1,
89,San Jose Sharks,Dan Ryder,CA,G,,1991,,Sudbury (OHL),,,,,,,,,,,,,,
90,Quebec Nordiques,Patrick Labrecque,CA,G,20,1991,1996,St. Jean (QMJHL),2,0,0,0,0,2,2,0,1,0,0.851,4.29,0.1,
91,Winnipeg Jets,Juha Ylonen,FI,C,19,1991,2002,Kiekko-Espoo (Finland),341,26,76,102,8,90,,,,,,,4.7,
92,New York Islanders,Steve Junker,CA,LW,19,1991,1994,Spokane (WHL),5,0,0,0,0,0,,,,,,,-0.1,
93,Edmonton Oilers,Ryan Haggerty,US,C,,1991,,Westminster (High-CT),,,,,,,,,,,,,,
94,Philadelphia Flyers,Yanick Degrace,CA,G,,1991,,Trois-Rivieres (QMJHL),,,,,,,,,,,,,,
95,Vancouver Canucks,Dan Kesa,CA,RW,19,1991,2000,Prince Albert (WHL),139,8,22,30,-24,66,,,,,,,0,
96,New York Rangers,Corey Machanic,US,D,,1991,,Vermont (ECAC),,,,,,,,,,,,,,
97,Minnesota North Stars,Mike Kennedy,CA,C,19,1991,1999,U. of British Columbia (CWUAA),145,16,36,52,-1,112,,,,,,,2.5,
98,Detroit Red Wings,Dimitri Motkov,RU,D,,1991,,CSKA Moscow (Russia),,,,,,,,,,,,,,
99,Winnipeg Jets,Yan Kaminsky,RU,RW,20,1991,1995,Dynamo Moscow (Russia),26,3,2,5,7,4,,,,,,,0.2,
100,Montreal Canadiens,Brad Layzell,CA,D,,1991,,RPI (ECAC),,,,,,,,,,,,,,
101,Buffalo Sabres,Steve Shields,CA,G,19,1991,2006,Michigan (CCHA),246,0,2,2,0,78,246,80,104,40,0.907,2.67,39.4,
102,Toronto Maple Leafs,Alexei Kudashov,RU,C,20,1991,1994,Krylja Sovetov (Russia),25,1,0,1,-3,4,,,,,,,-0.6,
103,Quebec Nordiques,Bill Lindsay,CA,RW,20,1991,2004,Tri-City (WHL),777,83,141,224,-27,922,,,,,,,11.3,
104,Pittsburgh Penguins,Robert Melanson,CA,D,,1991,,Hull (QMJHL),,,,,,,,,,,,,,
105,Montreal Canadiens,Tony Prpic,US,RW,,1991,,Culver Military Academy (High-IN),,,,,,,,,,,,,,
106,Boston Bruins,Mariusz Czerkawski,PL,RW,19,1991,2006,GKS Tychy (Poland),745,215,220,435,-54,274,,,,,,,45.7,
107,Calgary Flames,Jerome Butler,US,G,,1991,,Roseau (High-MN),,,,,,,,,,,,,,
108,Los Angeles Kings,Pauli Jaks,CH,G,19,1991,1995,Ambri-Piotta (Swiss),1,0,0,0,0,0,1,0,0,0,0.92,3,0.2,
109,St. Louis Blues,Jeff Callinan,US,G,,1991,,Minnetonka,,,,,,,,,,,,,,
110,Chicago Blackhawks,Maco Balkovec,CA,D,,1991,,Merritt (BCHL),,,,,,,,,,,,,,
111,San Jose Sharks,Frank Nilsson,SE,C,,1991,,Vasteras (Sweden-2),,,,,,,,,,,,,,
112,Chicago Blackhawks,Kevin St. Jacques,CA,LW,,1991,,Lethbridge (WHL),,,,,,,,,,,,,,
113,Toronto Maple Leafs,Jeff Perry,CA,LW,,1991,,Owen Sound (OHL),,,,,,,,,,,,,,
114,New York Islanders,Rob Valicevic,US,RW,20,1991,2004,Detroit Red Wings (OHL),193,28,20,48,-13,61,,,,,,,3.6,
115,Winnipeg Jets,Jeff Sebastian,CA,D,,1991,,Seattle (WHL),,,,,,,,,,,,,,
116,Philadelphia Flyers,Clayton Norris,CA,RW,,1991,,Medicine Hat (WHL),,,,,,,,,,,,,,
117,Vancouver Canucks,Evgeny Namestnikov,RU,D,19,1991,2000,Torpedo Nizhny Novogord (Russia-2),43,0,9,9,-2,24,,,,,,,1.8,
118,Minnesota North Stars,Mark Lawrence,CA,RW,19,1991,2001,Detroit (OHL),142,18,26,44,-30,115,,,,,,,2.4,
119,Hartford Whalers,Mike Harding,CA,RW,,1991,,Northern Michigan (WCHA),,,,,,,,,,,,,,
120,Toronto Maple Leafs,Alexander Kuzminsky,RU,C,,1991,,Sokol Kiev (Russia),,,,,,,,,,,,,,
121,New Jersey Devils,Curt Regnier,CA,RW,,1991,,Prince Albert (WHL),,,,,,,,,,,,,,
122,Philadelphia Flyers,Dmitry Yushkevich,RU,D,19,1991,2003,Torpedo Yaroslavl (KHL),786,43,182,225,-21,659,,,,,,,41,
123,Buffalo Sabres,Sean O'Donnell,CA,D,19,1991,2012,Sudbury (OHL),1224,31,198,229,87,1809,,,,,,,58.8,
124,Buffalo Sabres,Brian Holzinger,US,C,18,1991,2004,Detroit Red Wings (OHL),547,93,145,238,-62,339,,,,,,,16.7,
125,New York Rangers,Fredrik Jax,SE,RW,,1991,,Leksand (Sweden),,,,,,,,,,,,,,
126,Pittsburgh Penguins,Brian Clifford,US,C,,1991,,Nichols (High-NY),,,,,,,,,,,,,,
127,Montreal Canadiens,Oleg Petrov,RU,RW,20,1991,2003,CSKA Moscow (Russia),382,72,115,187,-18,101,,,,,,,15.3,
128,New York Rangers,Barry Young,CA,D,,1991,,Sudbury (OHL),,,,,,,,,,,,,,
129,Calgary Flames,Bobby Marshall,CA,D,,1991,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
130,Los Angeles Kings,Brett Seguin,US,C,,1991,,Ottawa (OHL),,,,,,,,,,,,,,
131,St. Louis Blues,Bruce Gardiner,CA,RW,19,1991,2002,Colgate (ECAC),312,34,54,88,-10,263,,,,,,,5.1,
132,Chicago Blackhawks,Jacques Auger,CA,D,,1991,,Wisconsin (WCHA),,,,,,,,,,,,,,
133,San Jose Sharks,Jaroslav Otevrel,CZ,LW,22,1991,1994,TJ Zlin (Czech),16,3,4,7,-11,2,,,,,,,0.1,
134,Quebec Nordiques,Mikael Johansson,SE,C,,1991,,Djurgarden (Sweden),,,,,,,,,,,,,,
135,Toronto Maple Leafs,Martin Prochazka,CZ,RW,19,1991,2000,Poldi Kladno (Czech),32,2,5,7,-2,8,,,,,,,0.1,
136,New York Islanders,Andreas Johansson,SE,C,18,1991,2004,Falun (Sweden-2),377,81,88,169,-8,190,,,,,,,16.2,
137,Minnesota North Stars,Geoff Finch,CA,G,,1991,,Brown (ECAC),,,,,,,,,,,,,,
138,Philadelphia Flyers,Andrei Lomakin,RU,RW,27,1991,1995,Dynamo Moscow (Russia),215,42,62,104,5,92,,,,,,,6.8,
139,Vancouver Canucks,Brent Thurston,CA,LW,,1991,,Spokane (WHL),,,,,,,,,,,,,,
140,Calgary Flames,Matt Hoffman,US,LW,,1991,,Oshawa (OHL),,,,,,,,,,,,,,
141,Hartford Whalers,Brian Mueller,US,D,,1991,,South Kent School (High-CT),,,,,,,,,,,,,,
142,Detroit Red Wings,Igor Malykhin,RU,D,,1991,,CSKA Moscow (Russia),,,,,,,,,,,,,,
143,New Jersey Devils,David Craievich,CA,D,,1991,,Oshawa (OHL),,,,,,,,,,,,,,
144,Edmonton Oilers,David Oliver,CA,RW,20,1991,2006,Michigan (CCHA),233,49,49,98,-31,84,,,,,,,7.7,
145,Buffalo Sabres,Chris Snell,CA,D,20,1991,1995,Ottawa (OHL),34,2,7,9,-8,24,,,,,,,1.2,
146,Washington Capitals,Dave Morissette,CA,LW,19,1991,2000,Shawinigan (QMJHL),11,0,0,0,1,57,,,,,,,0,
147,New York Rangers,John Rushin,US,C,,1991,,Edina Kennedy (High-MN),,,,,,,,,,,,,,
148,Pittsburgh Penguins,Ed Patterson,CA,RW,18,1991,1997,Kamloops (WHL),68,3,3,6,-10,56,,,,,,,-1.7,
149,Montreal Canadiens,Brady Kramer,US,C,,1991,,Haverford (High-PA),,,,,,,,,,,,,,
150,Boston Bruins,Gary Golczewski,US,LW,,1991,,Trinity-Pawling (High-NY),,,,,,,,,,,,,,
151,Calgary Flames,Kelly Harper,CA,C,,1991,,Michigan State (CCHA),,,,,,,,,,,,,,
152,Los Angeles Kings,Kelly Fairchild,US,C,18,1991,2002,Grand Rapids (High-MN),34,2,3,5,-3,6,,,,,,,-0.1,
153,St. Louis Blues,Terry Hollinger,CA,D,20,1991,1995,Lethbridge (WHL),7,0,0,0,0,2,,,,,,,0.1,
154,Chicago Blackhawks,Scott Kirton,CA,RW,,1991,,Powell River (BCHL),,,,,,,,,,,,,,
155,San Jose Sharks,Dean Grillo,US,RW,,1991,,Warroad (High-MN),,,,,,,,,,,,,,
156,Quebec Nordiques,Janne Laukkanen,FI,D,21,1991,2003,Reipas Lahti (Finland),407,22,99,121,-3,335,,,,,,,24.3,
157,Quebec Nordiques,Aaron Asp,CA,C,,1991,,Ferris State (CCHA),,,,,,,,,,,,,,
158,New York Islanders,Todd Sparks,CA,LW,,1991,,Hull (QMJHL),,,,,,,,,,,,,,
159,Winnipeg Jets,Jeff Ricciardi,CA,D,,1991,,Ottawa (OHL),,,,,,,,,,,,,,
160,Toronto Maple Leafs,Dmitri Mironov,RU,D,25,1991,2001,Krylja Sovetov (Russia),556,54,206,260,29,568,,,,,,,44.2,
161,Vancouver Canucks,Eric Johnson,US,RW,,1991,,Armstrong (High-MN),,,,,,,,,,,,,,
162,Buffalo Sabres,Jiri Kuntos,CZ,D,,1991,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
163,Hartford Whalers,Steve Yule,CA,D,,1991,,Kamloops (WHL),,,,,,,,,,,,,,
164,Toronto Maple Leafs,Robb McIntyre,US,LW,,1991,,Dubuque (USHL),,,,,,,,,,,,,,
165,New Jersey Devils,Paul Wolanski,CA,D,,1991,,Niagara Falls (OHL),,,,,,,,,,,,,,
166,Edmonton Oilers,Gary Kitching,CA,C,,1991,,Thunder Bay (USHL),,,,,,,,,,,,,,
167,Toronto Maple Leafs,Tomas Kucharcik,CZ,C,,1991,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
168,Washington Capitals,Rick Corriveau,CA,D,,1991,,London (OHL),,,,,,,,,,,,,,
169,New York Rangers,Corey Hirsch,CA,G,19,1991,2003,Kamloops (WHL),108,0,3,3,0,8,108,34,45,14,0.896,3.13,14.1,
170,Pittsburgh Penguins,Peter McLaughlin,US,D,,1991,,Belmont Hill (High-MA),,,,,,,,,,,,,,
171,Montreal Canadiens,Brian Savage,CA,LW,20,1991,2006,Miami (Ohio) (CCHA),674,192,167,359,-80,321,,,,,,,34.6,
172,Boston Bruins,Jay Moser,US,D,,1991,,Park (High-MN),,,,,,,,,,,,,,
173,Calgary Flames,David St-Pierre,CA,C,,1991,,Longueuil (QMJHL),,,,,,,,,,,,,,
174,Minnesota North Stars,Michael Burkett,CA,LW,,1991,,Michigan State (CCHA),,,,,,,,,,,,,,
175,St. Louis Blues,Chris Kenady,US,RW,18,1991,2000,St. Paul (USHL),7,0,2,2,0,0,,,,,,,0,
176,Chicago Blackhawks,Roch Belley,CA,G,,1991,,Niagara Falls (OHL),,,,,,,,,,,,,,
177,San Jose Sharks,Corwin Saurdiff,US,G,,1991,,Waterloo (USHL),,,,,,,,,,,,,,
178,Quebec Nordiques,Adam Bartell,US,D,,1991,,Niagara (OJHL),,,,,,,,,,,,,,
179,Toronto Maple Leafs,Guy Lehoux,CA,D,,1991,,Drummondville (QMJHL),,,,,,,,,,,,,,
180,New York Islanders,John Johnson,CA,C,,1991,,Niagara Falls (OHL),,,,,,,,,,,,,,
181,Winnipeg Jets,Sean Gauthier,CA,G,20,1991,1999,Kingston (OHL),1,0,0,0,0,0,1,0,0,0,1,0,0,
182,Philadelphia Flyers,James Bode,US,RW,,1991,,Armstrong (High-MN),,,,,,,,,,,,,,
183,Vancouver Canucks,David Neilson,US,LW,,1991,,Prince Albert (WHL),,,,,,,,,,,,,,
184,Minnesota North Stars,Derek Herlofsky,US,G,,1991,,St. Paul (USHL),,,,,,,,,,,,,,
185,Hartford Whalers,Chris Belanger,CA,D,,1991,,Western Michigan (CCHA),,,,,,,,,,,,,,
186,Detroit Red Wings,Jim Bermingham,CA,C,,1991,,Laval (QMJHL),,,,,,,,,,,,,,
187,New Jersey Devils,Daniel Reimann,US,D,,1991,,Anoka (High-MN),,,,,,,,,,,,,,
188,Quebec Nordiques,Brent Brekke,US,D,,1991,,Western Michigan (CCHA),,,,,,,,,,,,,,
189,Buffalo Sabres,Tony Iob,CA,LW,,1991,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
190,Washington Capitals,Trevor Duhaime,CA,RW,,1991,,St. Jean (QMJHL),,,,,,,,,,,,,,
191,New York Rangers,Vyachesl Uvayev,RU,D,,1991,,Spartak Moscow (KHL),,,,,,,,,,,,,,
192,Pittsburgh Penguins,Jeff Lembke,US,G,,1991,,Omaha (USHL),,,,,,,,,,,,,,
193,Montreal Canadiens,Scott Fraser,CA,C,19,1991,1999,Dartmouth (ECAC),71,16,15,31,-7,24,,,,,,,3.1,
194,Boston Bruins,Daniel Hodge,US,D,,1991,,Merrimack (H-East),,,,,,,,,,,,,,
195,Calgary Flames,David Struch,CA,C,20,1991,1994,Saskatoon (WHL),4,0,0,0,-2,4,,,,,,,-0.2,
196,Los Angeles Kings,Craig Brown,CA,G,,1991,,Western Michigan (CCHA),,,,,,,,,,,,,,
197,St. Louis Blues,Jed Fiebelkorn,US,RW,,1991,,Osseo (High-MN),,,,,,,,,,,,,,
198,Chicago Blackhawks,Scott MacDonald,US,D,,1991,,Choate Academy (High-CT),,,,,,,,,,,,,,
199,San Jose Sharks,Dale Craigwell,CA,C,20,1991,1994,Oshawa (OHL),98,11,18,29,-20,28,,,,,,,0.3,
200,Quebec Nordiques,Paul Koch,US,D,,1991,,Omaha (USHL),,,,,,,,,,,,,,
201,Toronto Maple Leafs,Gary Miller,CA,D,,1991,,North Bay (OHL),,,,,,,,,,,,,,
202,New York Islanders,Robert Canavan,US,LW,,1991,,Hingham (High-MA),,,,,,,,,,,,,,
203,Winnipeg Jets,Igor Ulanov,RU,D,21,1991,2006,Khimik Voskresensk (Russia-2),739,27,135,162,13,1151,,,,,,,37.3,
204,Philadelphia Flyers,Josh Bartell,US,D,,1991,,Rome Free Academy (High-NY),,,,,,,,,,,,,,
205,Vancouver Canucks,Brad Barton,CA,D,,1991,,Kitchener (OHL),,,,,,,,,,,,,,
206,Minnesota North Stars,Tom Nemeth,CA,LW,,1991,,Cornwall (OHL),,,,,,,,,,,,,,
207,Hartford Whalers,Jason Currie,CA,G,,1991,,Clarkson (ECAC),,,,,,,,,,,,,,
208,Detroit Red Wings,Jason Firth,CA,C,,1991,,Kitchener (OHL),,,,,,,,,,,,,,
209,Washington Capitals,Rob Leask,CA,D,,1991,,Hamilton (OHL),,,,,,,,,,,,,,
210,Edmonton Oilers,Vegar Barlie,NO,RW,,1991,,Valerengen (Norway),,,,,,,,,,,,,,
211,Buffalo Sabres,Spencer Meany,CA,RW,,1991,,St. Lawrence (ECAC),,,,,,,,,,,,,,
212,Washington Capitals,Carl Leblanc,CA,D,,1991,,Granby (QMJHL),,,,,,,,,,,,,,
213,New York Rangers,Jamie Ram,CA,G,20,1991,1996,Michigan Tech (WCHA),1,0,0,0,0,0,1,0,0,0,1,0,0.1,
214,Pittsburgh Penguins,Chris Tok,US,D,,1991,,Greenway (High-MN),,,,,,,,,,,,,,
215,Montreal Canadiens,Greg MacEachern,CA,D,,1991,,Laval (QMJHL),,,,,,,,,,,,,,
216,Boston Bruins,Steve Norton,CA,D,,1991,,Michigan State (CCHA),,,,,,,,,,,,,,
217,Calgary Flames,Sergei Zolotov,RU,LW,,1991,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
218,Los Angeles Kings,Mattias Olsson,SE,D,,1991,,Farjestad (Sweden),,,,,,,,,,,,,,
219,St. Louis Blues,Chris MacKenzie,CA,LW,,1991,,Colgate (ECAC),,,,,,,,,,,,,,
220,Chicago Blackhawks,Alexander Andrievski,BY,RW,23,1991,1993,Dynamo Moscow (Russia),1,0,0,0,0,0,,,,,,,0,
221,San Jose Sharks,Aaron Kriss,US,D,,1991,,Cranbrook (High-MI),,,,,,,,,,,,,,
