Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
26,Detroit Red Wings,Jesse Wallin\wallije01,CA,D,18,1996,2003,Red Deer (WHL),49,0,2,2,-5,34,,,,,,,0.2
27,Buffalo Sabres,Cory Sarich\saricco01,CA,D,18,1996,2014,Saskatoon (WHL),969,21,137,158,-9,1089,,,,,,,36
28,Pittsburgh Penguins,Pavel Skrbek\skrbepa01,CZ,D,18,1996,2002,Poldi Kladno (Czech),12,0,0,0,1,8,,,,,,,0.2
29,New York Islanders,Dan LaCouture\lacouda01,US,LW,19,1996,2009,Springfield,337,20,25,45,-44,348,,,,,,,-0.2
30,Los Angeles Kings,Josh Green\greenjo01,CA,LW,18,1996,2012,Medicine Hat (WHL),341,36,40,76,-16,206,,,,,,,5.1
31,Chicago Blackhawks,Remi Royer\royerre01,CA,D,18,1996,1999,St. Hyacinthe (QMJHL),18,0,0,0,-10,67,,,,,,,-0.6
32,Edmonton Oilers,Chris Hajt\hajtch01,CA,D,18,1996,2004,Guelph (OHL),6,0,0,0,-1,2,,,,,,,0
33,Buffalo Sabres,Darren Van Oene,CA,LW,,1996,,Brandon (WHL),,,,,,,,,,,,,
34,Hartford Whalers,Trevor Wasyluk,CA,LW,,1996,,Medicine Hat (WHL),,,,,,,,,,,,,
35,Anaheim Ducks,Matt Cullen\cullema01,US,C,19,1996,2019,St. Cloud State (WCHA),1516,266,465,731,-24,592,,,,,,,66
36,Toronto Maple Leafs,Marek Posmyk\posmyma01,CZ,D,18,1996,2001,Dukla Jihlava (Czech-2),19,1,2,3,0,20,,,,,,,0.6
37,Los Angeles Kings,Marian Cisar\cisarma01,SK,RW,18,1996,2002,Slovan Bratislava (KHL),73,13,17,30,-12,57,,,,,,,2.6
38,New Jersey Devils,Wes Mason,CA,LW,,1996,,Sarnia (OHL),,,,,,,,,,,,,
39,Calgary Flames,Travis Brigley\brigltr01,CA,LW,19,1996,2004,Lethbridge (WHL),55,3,6,9,-6,16,,,,,,,-0.1
40,Calgary Flames,Steve Begin\beginst01,CA,C,18,1996,2013,Val d'Or (QMJHL),524,56,52,108,-21,561,,,,,,,6.6
41,New Jersey Devils,Josh DeWolf,US,D,,1996,,Twin Cities Jr. (USHL),,,,,,,,,,,,,
42,Chicago Blackhawks,Jeff Paul\paulje01,CA,D,18,1996,2003,Niagara Falls (OHL),2,0,0,0,0,7,,,,,,,0
43,Washington Capitals,Jan Bulis\bulisja01,CZ,C,18,1996,2007,Barrie (OHL),552,96,149,245,-3,268,,,,,,,22
44,Montreal Canadiens,Mathieu Garon\garonma01,CA,G,18,1996,2013,Victoriaville (QMJHL),341,0,7,7,0,28,341,144,131,31,0.903,2.83,49
45,Boston Bruins,Henry Kuster,CA,RW,,1996,,Medicine Hat (WHL),,,,,,,,,,,,,
46,Chicago Blackhawks,Geoff Peters,CA,C,,1996,,Niagara Falls (OHL),,,,,,,,,,,,,
47,New Jersey Devils,Pierre Dagenais\dagenpi01,CA,RW,18,1996,2006,Moncton (QMJHL),142,35,23,58,0,58,,,,,,,7.3
48,New York Rangers,Daniel Goneau\goneada01,CA,LW,20,1996,2000,Granby (QMJHL),53,12,3,15,-10,14,,,,,,,0.7
49,New Jersey Devils,Colin White\whiteco01,CA,D,18,1996,2012,Hull (QMJHL),797,21,108,129,74,869,,,,,,,42.1
50,Toronto Maple Leafs,Francis Larivee,CA,G,,1996,,Laval (QMJHL),,,,,,,,,,,,,
51,Colorado Avalanche,Yuri Babenko\babenyu01,RU,C,18,1996,2001,Krylja Sovetov (Russia),3,0,0,0,0,0,,,,,,,-0.1
52,Detroit Red Wings,Aren Miller,CA,G,,1996,,Spokane (WHL),,,,,,,,,,,,,
53,Boston Bruins,Eric Naud,CA,LW,,1996,,St. Hyacinthe (QMJHL),,,,,,,,,,,,,
54,Buffalo Sabres,Francois Methot,CA,C,,1996,,St. Hyacinthe (QMJHL),,,,,,,,,,,,,
55,San Jose Sharks,Terry Friesen,CA,G,,1996,,Swift Current (WHL),,,,,,,,,,,,,
56,New York Islanders,Zdeno Chara\charazd01,SK,D,19,1996,2022,Dukla Trencin (Slovakia),1680,209,471,680,301,2085,,,,,,,155.1
57,Los Angeles Kings,Greg Phillips,CA,RW,,1996,,Saskatoon (WHL),,,,,,,,,,,,,
58,Washington Capitals,Sergei Zimakov,RU,D,,1996,,Krylja Sovetov (Russia),,,,,,,,,,,,,
59,Edmonton Oilers,Tom Poti\potito01,US,D,19,1996,2013,Cushing Academy (High-MA),824,69,258,327,44,586,,,,,,,58.9
60,Florida Panthers,Chris Allen\allench01,CA,D,18,1996,1999,Kingston (OHL),2,0,0,0,1,2,,,,,,,0.1
61,Hartford Whalers,Andrei Petrunin,RU,RW,,1996,,CSKA Moscow (Russia),,,,,,,,,,,,,
62,Phoenix Coyotes,Per-Anton Lundstrom,SE,D,,1996,,MoDo Ornskoldsvik (Sweden),,,,,,,,,,,,,
63,New Jersey Devils,Scott Parker\parkesc01,US,RW,18,1996,2008,Kelowna (WHL),308,7,14,21,4,699,,,,,,,0.3
64,Philadelphia Flyers,Chester Gallant,CA,RW,,1996,,Niagara Falls (OHL),,,,,,,,,,,,,
65,Florida Panthers,Oleg Kvasha\kvashol01,RU,LW/C,18,1996,2006,CSKA Moscow (Russia),493,81,136,217,0,335,,,,,,,19.5
66,Toronto Maple Leafs,Mike Lankshear,CA,D,,1996,,Guelph (OHL),,,,,,,,,,,,,
67,St. Louis Blues,Gordie Dwyer\dwyergo01,CA,LW,18,1996,2004,Beauport (QMJHL),108,0,5,5,-20,394,,,,,,,-1.3
68,Toronto Maple Leafs,Konstantin Kalmikov,UA,LW,,1996,,Detroit (OHL),,,,,,,,,,,,,
69,Tampa Bay Lightning,Curtis Tipler,CA,RW,,1996,,Regina (WHL),,,,,,,,,,,,,
70,Dallas Stars,Jon Sim\simjo01,CA,LW,18,1996,2011,Sarnia (OHL),469,75,64,139,-43,314,,,,,,,11.3
71,Montreal Canadiens,Arron Asham\ashamar01,CA,RW,18,1996,2014,Red Deer (WHL),789,94,114,208,-42,1004,,,,,,,16.8
72,Pittsburgh Penguins,Boyd Kane\kanebo01,CA,LW,18,1996,2010,Regina (WHL),31,0,3,3,-8,39,,,,,,,-0.4
73,Calgary Flames,Dmitri Vlasenkov,RU,LW,,1996,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,
74,Washington Capitals,Dave Weninger,CA,G,,1996,,Michigan Tech (WCHA),,,,,,,,,,,,,
75,Vancouver Canucks,Zenith Komarniski\komarze01,CA,D,18,1996,2004,Tri-City (WHL),21,1,1,2,-1,10,,,,,,,0.5
76,New York Rangers,Dmitri Subbotin,RU,LW,,1996,,CSKA Moscow (Russia),,,,,,,,,,,,,
77,Pittsburgh Penguins,Boris Protsenko,UA,RW,,1996,,Calgary (WHL),,,,,,,,,,,,,
78,Washington Capitals,Shawn McNeil,CA,C,,1996,,Kamloops (WHL),,,,,,,,,,,,,
79,Colorado Avalanche,Mark Parrish\parrima01,US,RW,19,1996,2011,St. Cloud State (WCHA),722,216,171,387,-47,246,,,,,,,42.6
80,Boston Bruins,Jason Doyle,CA,RW,,1996,,Owen Sound (OHL),,,,,,,,,,,,,
81,Ottawa Senators,Antti-Jussi Niemi\niemian01,FI,D,18,1996,2002,Jokerit Helsinki (KHL),29,1,1,2,-7,22,,,,,,,0.4
82,Florida Panthers,Joey Tetarenko\tetarjo01,CA,RW,18,1996,2004,Portland (WHL),73,4,1,5,-7,176,,,,,,,0.5
83,New York Islanders,Tyrone Garner\garnety01,CA,G,18,1996,1999,Oshawa (OHL),3,0,0,0,0,0,3,0,2,0,0.838,5.18,-0.1
84,Los Angeles Kings,Mikael Simons,SE,C,,1996,,Mora (Sweden-2),,,,,,,,,,,,,
85,Washington Capitals,Justin Davis,CA,RW,,1996,,Kingston (OHL),,,,,,,,,,,,,
86,Toronto Maple Leafs,Jason Sessa,US,RW,,1996,,Lake Superior State (CCHA),,,,,,,,,,,,,
87,Buffalo Sabres,Kurt Walsh,CA,RW,,1996,,Owen Sound (OHL),,,,,,,,,,,,,
88,Hartford Whalers,Craig MacDonald\macdocr01,CA,LW,19,1996,2009,Harvard (ECAC),233,11,24,35,-15,91,,,,,,,0.5
89,Calgary Flames,Toni Lydman\lydmato01,FI,D,18,1996,2013,Reipas Lahti (Finland),847,36,206,242,45,551,,,,,,,51.5
90,Dallas Stars,Mike Hurley,CA,RW,,1996,,Tri-City (WHL),,,,,,,,,,,,,
91,New Jersey Devils,Josef Boumedienne\boumejo01,SE,D,18,1996,2004,Huddinge (Sweden),47,4,12,16,-13,36,,,,,,,0.4
92,Montreal Canadiens,Kim Staal,DK,C,,1996,,Malmo (Sweden),,,,,,,,,,,,,
93,Vancouver Canucks,Jonas Soling,SE,RW,,1996,,Huddinge (Sweden),,,,,,,,,,,,,
94,Calgary Flames,Christian Lefebvre,CA,D,,1996,,Granby (QMJHL),,,,,,,,,,,,,
95,St. Louis Blues,Jonathan Zukiwsky,CA,C,,1996,,Red Deer (WHL),,,,,,,,,,,,,
96,Los Angeles Kings,Eric Belanger\belaner01,CA,C,18,1996,2013,Beauport (QMJHL),820,138,220,358,-24,361,,,,,,,28.9
97,St. Louis Blues,Andrei Petrakov,RU,RW,,1996,,Avtomobilist Yekaterinburg CIS (KHL),,,,,,,,,,,,,
98,Colorado Avalanche,Ben Storey,CA,D,,1996,,Harvard (ECAC),,,,,,,,,,,,,
99,Montreal Canadiens,Etienne Drapeau,CA,C,,1996,,Beauport (QMJHL),,,,,,,,,,,,,
100,Boston Bruins,Trent Whitfield\whitftr01,CA,C,19,1996,2012,Spokane (WHL),194,11,18,29,-3,104,,,,,,,0.8
101,New Jersey Devils,Josh MacNevin,CA,D,,1996,,Vernon (BCHL),,,,,,,,,,,,,
102,San Jose Sharks,Matt Bradley\bradlma01,CA,RW,18,1996,2012,Kingston (OHL),675,59,90,149,-19,562,,,,,,,8.1
103,Toronto Maple Leafs,Vladimir Antipov,RU,RW,,1996,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,
104,Hartford Whalers,Steve Wasylko,CA,C,,1996,,Detroit (OHL),,,,,,,,,,,,,
105,Pittsburgh Penguins,Michal Rozsival\rozsimi01,CZ,D,18,1996,2017,Dukla Jihlava (Czech-2),963,68,241,309,83,704,,,,,,,68.2
106,Buffalo Sabres,Mike Martone,CA,D,,1996,,Peterborough (OHL),,,,,,,,,,,,,
107,Colorado Avalanche,Randy Petruk,CA,G,,1996,,Kamloops (WHL),,,,,,,,,,,,,
108,Detroit Red Wings,Johan Forsander,SE,LW,,1996,,HV 71 Jonkoping (Sweden),,,,,,,,,,,,,
109,New York Islanders,Bubba Berenzweig\berenbu01,US,D,19,1996,2003,Michigan (CCHA),37,3,7,10,-4,14,,,,,,,1.8
110,Toronto Maple Leafs,Peter Cava,CA,C,,1996,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
111,Toronto Maple Leafs,Brandon Sugden,CA,RW,,1996,,London (OHL),,,,,,,,,,,,,
112,Dallas Stars,Ryan Christie\chrisry01,CA,LW,18,1996,2002,Owen Sound (OHL),7,0,0,0,-2,0,,,,,,,-0.1
113,Dallas Stars,Yevgeny Tsybuk,RU,D,,1996,,Torpedo Yaroslavl (KHL),,,,,,,,,,,,,
114,Edmonton Oilers,Brian Urick,US,RW,,1996,,Notre Dame (CCHA),,,,,,,,,,,,,
115,Buffalo Sabres,Alexei Tezikov\tezikal01,RU,D,18,1996,2002,Lada Togliatti (KHL),30,1,1,2,-1,2,,,,,,,0.6
116,Hartford Whalers,Mark McMahon,CA,D,,1996,,Kitchener (OHL),,,,,,,,,,,,,
117,Anaheim Ducks,Brendan Buckley,US,D,,1996,,Boston College (H-East),,,,,,,,,,,,,
118,New Jersey Devils,Glenn Crawford,CA,C,,1996,,Windsor (OHL),,,,,,,,,,,,,
119,Phoenix Coyotes,Richard Lintner\lintnri01,SK,D,18,1996,2003,Dukla Trencin (Slovakia),112,8,12,20,-18,54,,,,,,,3.9
120,Los Angeles Kings,Jesse Black,CA,D,,1996,,Niagara Falls (OHL),,,,,,,,,,,,,
121,Vancouver Canucks,Tyler Prosofsky,CA,C,,1996,,Kelowna (WHL),,,,,,,,,,,,,
122,Calgary Flames,Josef Straka,CZ,C,,1996,,Chemopetrol Litvinov (Russia),,,,,,,,,,,,,
123,Los Angeles Kings,Peter Hogan,CA,D,,1996,,Oshawa (OHL),,,,,,,,,,,,,
124,Philadelphia Flyers,Per-Ragna Bergqvist,SE,G,,1996,,Leksand (Sweden),,,,,,,,,,,,,
125,Tampa Bay Lightning,Jason Robinson,CA,D,,1996,,Niagara Falls (OHL),,,,,,,,,,,,,
126,Washington Capitals,Matthew Lahey,CA,LW,,1996,,Peterborough (OHL),,,,,,,,,,,,,
127,Montreal Canadiens,Daniel Archambault,CA,D,,1996,,Val d'Or (QMJHL),,,,,,,,,,,,,
128,New York Islanders,Petr Sachl,CZ,LW,,1996,,Ceske Budejovice (Czech-2),,,,,,,,,,,,,
129,Florida Panthers,Andrew Long,CA,C,,1996,,Guelph (OHL),,,,,,,,,,,,,
130,Chicago Blackhawks,Andy Johnson,CA,D,,1996,,Peterborough (OHL),,,,,,,,,,,,,
131,New York Rangers,Colin Pepperall,CA,LW,,1996,,Niagara Falls (OHL),,,,,,,,,,,,,
132,Boston Bruins,Elias Abrahamsson,SE,D,,1996,,Halifax (QMJHL),,,,,,,,,,,,,
133,Philadelphia Flyers,Jesse Boulerice\bouleje01,US,RW,18,1996,2009,Detroit (OHL),172,8,2,10,-17,333,,,,,,,0.1
134,Colorado Avalanche,Luke Curtin,US,LW,,1996,,Kelowna (WHL),,,,,,,,,,,,,
135,Detroit Red Wings,Michal Podolka,CZ,G,,1996,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
136,Ottawa Senators,Andreas Dackell\dackean01,SE,RW,23,1996,2004,Brynas Gavle (Sweden),613,91,159,250,4,162,,,,,,,19.9
137,San Jose Sharks,Michel Larocque\larocmi02,DE,G,19,1996,2001,Boston University (H-East),3,0,0,0,0,0,3,0,2,0,0.847,3.55,0
138,New York Islanders,Todd Miller,CA,C,,1996,,Sarnia (OHL),,,,,,,,,,,,,
139,Phoenix Coyotes,Robert Esche\eschero01,US,G,18,1996,2007,Detroit (OHL),186,0,8,8,0,65,186,78,64,22,0.899,2.75,24.9
140,Toronto Maple Leafs,Dmitri Yakushin\yakusdm01,UA,D,18,1996,2000,Pembroke (CCHL),2,0,0,0,0,2,,,,,,,0
141,Edmonton Oilers,Bryan Randall,CA,C,,1996,,Medicine Hat (WHL),,,,,,,,,,,,,
142,Buffalo Sabres,Ryan Davis,CA,RW,,1996,,Owen Sound (OHL),,,,,,,,,,,,,
143,Hartford Whalers,Aaron Baker,CA,G,,1996,,Tri-City (WHL),,,,,,,,,,,,,
144,Detroit Red Wings,Magnus Nilsson,SE,RW,,1996,,Vita Hasten (Sweden),,,,,,,,,,,,,
145,New Jersey Devils,Sean Ritchlin,US,RW,,1996,,Michigan (CCHA),,,,,,,,,,,,,
146,Colorado Avalanche,Brian Willsie\willsbr01,CA,RW,18,1996,2011,Guelph (OHL),381,52,57,109,-57,217,,,,,,,5.9
147,Vancouver Canucks,Nolan McDonald,CA,G,,1996,,Thunder Bay (USHL),,,,,,,,,,,,,
148,Toronto Maple Leafs,Chris Bogas,US,D,,1996,,Michigan State (CCHA),,,,,,,,,,,,,
149,Anaheim Ducks,Blaine Russell,CA,G,,1996,,Prince Albert (WHL),,,,,,,,,,,,,
150,Pittsburgh Penguins,Peter Bergman,CA,C,,1996,,Kamloops (WHL),,,,,,,,,,,,,
151,Toronto Maple Leafs,Lucio DeMartinis,CA,LW,,1996,,Shawinigan (QMJHL),,,,,,,,,,,,,
152,Tampa Bay Lightning,Nikolai Ignatov,RU,D,,1996,,CSKA Moscow (Russia),,,,,,,,,,,,,
153,Washington Capitals,Andrew Van Bruggen,US,RW,,1996,,Northern Michigan (WCHA),,,,,,,,,,,,,
154,Montreal Canadiens,Brett Clark\clarkbr01,CA,D,19,1996,2013,U. of Maine (H-East),689,45,141,186,-60,293,,,,,,,31.7
155,Boston Bruins,Chris Lane,CA,D,,1996,,Spokane (WHL),,,,,,,,,,,,,
156,Florida Panthers,Gaetan Poirier,CA,LW,,1996,,Merrimack (H-East),,,,,,,,,,,,,
157,Tampa Bay Lightning,Xavier Delisle\delisxa01,CA,C,19,1996,2001,Granby (QMJHL),16,3,2,5,-5,6,,,,,,,0.4
158,New York Rangers,Ola Sandberg,SE,D,,1996,,Djurgarden (Sweden),,,,,,,,,,,,,
159,St. Louis Blues,Stephen Wagner,CA,G,,1996,,Olds (AJHL),,,,,,,,,,,,,
160,Colorado Avalanche,Kai Fischer,DE,G,,1996,,Dusseldorf (Germany),,,,,,,,,,,,,
161,Buffalo Sabres,Darren Mortier,CA,C,,1996,,Sarnia (OHL),,,,,,,,,,,,,
162,Detroit Red Wings,Alexandre Jacques,CA,C,,1996,,Shawinigan (QMJHL),,,,,,,,,,,,,
163,Ottawa Senators,Francois Hardy,CA,D,,1996,,Val d'Or (QMJHL),,,,,,,,,,,,,
164,San Jose Sharks,Jake Deadmarsh,CA,D,,1996,,Kamloops (WHL),,,,,,,,,,,,,
165,New York Islanders,J.R. Prestifilippo,US,G,,1996,,Hotchkiss (High-CT),,,,,,,,,,,,,
166,Dallas Stars,Eoin McInerney,CA,G,,1996,,London (OHL),,,,,,,,,,,,,
167,Colorado Avalanche,Dan Hinote\hinotda01,US,RW,19,1996,2009,Army (NCAA-Ind.),503,38,52,90,-16,383,,,,,,,3.1
168,Edmonton Oilers,David Bernier,CA,C,,1996,,St. Hyacinthe (QMJHL),,,,,,,,,,,,,
169,St. Louis Blues,Daniel Corso\corsoda01,CA,C,18,1996,2004,Victoriaville (QMJHL),77,14,11,25,0,20,,,,,,,2.6
170,Edmonton Oilers,Brandon Lafrance,CA,RW,,1996,,Ohio State (CCHA),,,,,,,,,,,,,
171,Hartford Whalers,Greg Kuznik\kuznigr01,CA,D,18,1996,2001,Seattle (WHL),1,0,0,0,0,0,,,,,,,0
172,Anaheim Ducks,Timo Ahmaoja,US,D,,1996,,JyP HT Jyvaskyla (Finland),,,,,,,,,,,,,
173,New Jersey Devils,Daryl Andrews,CA,D,,1996,,Melfort (SJHL),,,,,,,,,,,,,
174,Phoenix Coyotes,Trevor Letowski\letowtr01,CA,RW,19,1996,2008,Sarnia (OHL),616,84,117,201,-19,209,,,,,,,14.5
175,Vancouver Canucks,Clint Cabana,CA,D,,1996,,Medicine Hat (WHL),,,,,,,,,,,,,
176,Colorado Avalanche,Samuel Pahlsson\pahlssa01,SE,C,18,1996,2012,MoDo Ornskoldsvik (Sweden),798,68,131,199,-70,356,,,,,,,4
177,St. Louis Blues,Reed Low\lowre01,CA,RW,20,1996,2007,Moose Jaw (WHL),256,3,16,19,-3,725,,,,,,,-0.3
178,Toronto Maple Leafs,Reggie Berg,US,C,,1996,,Minnesota (WCHA),,,,,,,,,,,,,
179,Tampa Bay Lightning,Pavel Kubina\kubinpa01,CZ,D,19,1996,2012,Vitkovice (Czech),970,110,276,386,-102,1123,,,,,,,64.1
180,Washington Capitals,Michael Anderson,US,RW,,1996,,Minnesota (WCHA),,,,,,,,,,,,,
181,Montreal Canadiens,Timo Vertala,FI,RW,,1996,,JyP HT Jyvaskyla (Finland),,,,,,,,,,,,,
182,Boston Bruins,Thomas Brown,CA,D,,1996,,Sarnia (OHL),,,,,,,,,,,,,
183,Florida Panthers,Alexandre Couture,CA,D,,1996,,Victoriaville (QMJHL),,,,,,,,,,,,,
184,Chicago Blackhawks,Mike Vellinga,CA,D,,1996,,Guelph (OHL),,,,,,,,,,,,,
185,New York Rangers,Jeff Dessner,US,D,,1996,,Taft School (High-CT),,,,,,,,,,,,,
186,Pittsburgh Penguins,Eric Meloche\melocer01,CA,RW,20,1996,2007,Cornwall (OHL),74,9,11,20,-21,36,,,,,,,0.8
187,Philadelphia Flyers,Roman Malov,RU,LW,,1996,,Avangard Omsk (KHL),,,,,,,,,,,,,
188,Colorado Avalanche,Roman Pylner,CZ,C,,1996,,Chemopetrol Litvinov (Russia),,,,,,,,,,,,,
189,Detroit Red Wings,Colin Beardsmore,CA,C,,1996,,North Bay (OHL),,,,,,,,,,,,,
190,Los Angeles Kings,Steve Valiquette\valiqst01,CA,G,19,1996,2010,Sudbury (OHL),46,0,1,1,0,4,46,16,14,5,0.905,2.74,6.1
191,San Jose Sharks,Cory Cyrenne,CA,C,,1996,,Brandon (WHL),,,,,,,,,,,,,
192,New York Islanders,Evgeny Korolev\korolev01,RU,D,18,1996,2002,Peterborough (OHL),42,1,4,5,-10,20,,,,,,,0.4
193,Los Angeles Kings,Kai Nurminen\nurmika01,FI,LW,27,1996,2001,HV 71 Jonkoping (Sweden),69,17,11,28,-4,24,,,,,,,2.6
194,Dallas Stars,Joel Kwiatkowski\kwiatjo01,CA,D,19,1996,2008,Prince George (WHL),282,16,29,45,-27,245,,,,,,,8.2
195,Edmonton Oilers,Fernando Pisani\pisanfe01,CA,RW,19,1996,2011,St. Albert (AJHL),462,87,82,169,5,200,,,,,,,15.8
196,St. Louis Blues,Andrej Podkonicky\podkoan01,SK,C,18,1996,2004,ZTK Zvolen (Slovakia),8,1,0,1,-1,2,,,,,,,0.1
197,Hartford Whalers,Kevin Marsh,CA,LW,,1996,,Calgary (WHL),,,,,,,,,,,,,
198,Anaheim Ducks,Kevin Kellett,CA,D,,1996,,Prince Albert (WHL),,,,,,,,,,,,,
199,New Jersey Devils,Willie Mitchell\mitchwi01,CA,D,19,1996,2016,Melfort (SJHL),907,34,146,180,119,787,,,,,,,58
200,Phoenix Coyotes,Nicholas Lent,US,RW,,1996,,Omaha (USHL),,,,,,,,,,,,,
201,Vancouver Canucks,Jeff Scissons,CA,C,,1996,,Vernon (BCHL),,,,,,,,,,,,,
202,Calgary Flames,Ryan Wade,CA,RW,,1996,,Victoria (WHL),,,,,,,,,,,,,
203,St. Louis Blues,Tony Hutchins,US,C,,1996,,Lawrence Academy (High-MA),,,,,,,,,,,,,
204,Toronto Maple Leafs,Tomas Kaberle\kaberto01,CZ,D,18,1996,2013,Poldi Kladno (Czech),984,87,476,563,17,260,,,,,,,87
205,New Jersey Devils,Jay Bertsch,CA,RW,,1996,,Spokane (WHL),,,,,,,,,,,,,
206,Washington Capitals,Oleg Orekhovsky,RU,D,,1996,,Dynamo Moscow (Russia),,,,,,,,,,,,,
207,Montreal Canadiens,Mattia Baldi,CH,F,,1996,,Ambri-Piotta (Swiss),,,,,,,,,,,,,
208,Boston Bruins,Bob Prier,CA,RW,,1996,,St. Lawrence (ECAC),,,,,,,,,,,,,
209,Florida Panthers,Denis Khloptonov,RU,G,,1996,,CSKA Moscow (Russia),,,,,,,,,,,,,
210,Chicago Blackhawks,Chris Twerdun,CA,D,,1996,,Moose Jaw (WHL),,,,,,,,,,,,,
211,New York Rangers,Ryan McKie,CA,D,,1996,,London (OHL),,,,,,,,,,,,,
212,Ottawa Senators,Erich Goldmann\goldmer01,DE,D,20,1996,2000,Mannheim (Germany),1,0,0,0,0,0,,,,,,,0
213,Philadelphia Flyers,Jeff Milleker,CA,C,,1996,,Moose Jaw (WHL),,,,,,,,,,,,,
214,Colorado Avalanche,Matt Scorsune,US,D,,1996,,Hotchkiss (High-CT),,,,,,,,,,,,,
215,Detroit Red Wings,Craig Stahl,CA,RW,,1996,,Tri-City (WHL),,,,,,,,,,,,,
216,Ottawa Senators,Ivan Ciernik\cierniv01,SK,RW,18,1996,2004,Nitra (Slovakia),89,12,14,26,9,32,,,,,,,2.7
217,San Jose Sharks,David Thibeault,CA,LW,,1996,,Drummondville (QMJHL),,,,,,,,,,,,,
218,New York Islanders,Mike Muzechka,CA,D,,1996,,Calgary (WHL),,,,,,,,,,,,,
219,Los Angeles Kings,Sebastien Simard,CA,LW,,1996,,Drummondville (QMJHL),,,,,,,,,,,,,
