Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
21,Philadelphia Flyers,Glen Seabrooke\seabrgl01,CA,C,18,1985,1989,Peterborough (OHL),19,1,6,7,0,4,,,,,,,0.1,
22,Toronto Maple Leafs,Ken Spangler,CA,D,,1985,,Edmonton (WHL),,,,,,,,,,,,,,
23,Pittsburgh Penguins,Lee Giffin\giffile01,CA,RW,18,1985,1988,Oshawa (OHL),27,1,3,4,0,9,,,,,,,-0.4,
24,New Jersey Devils,Sean Burke\burkese01,CA,G,18,1985,2007,Toronto (OHL),820,0,28,28,0,310,820,324,341,110,0.902,2.96,141.9,
25,Vancouver Canucks,Troy Gamble\gambltr01,CA,G,18,1985,1992,Medicine Hat (WHL),72,0,1,1,0,22,72,22,29,9,0.875,3.61,8.4,
26,Hartford Whalers,Kay Whitmore\whitmka01,CA,G,18,1985,2002,Peterborough (OHL),155,0,9,9,0,39,155,60,64,16,0.875,3.55,16.4,
27,Calgary Flames,Joe Nieuwendyk\nieuwjo01,CA,C,19,1985,2007,Cornell (ECAC),1257,564,562,1126,155,677,,,,,,,120,
28,New York Rangers,Mike Richter\richtmi01,US,G,18,1985,2003,Abington (High-NY),666,0,11,11,0,34,666,301,258,73,0.904,2.89,116.9,
29,Detroit Red Wings,Jeff Sharples\sharpje01,CA,D,18,1985,1989,Kelowna (WHL),105,14,35,49,18,70,,,,,,,8.2,
30,Los Angeles Kings,Par Edlund,SE,LW,,1985,,Bjorkloven (Sweden-2),,,,,,,,,,,,,,
31,Boston Bruins,Alain Cote\coteal02,CA,D,18,1985,1994,Quebec (QMJHL),119,2,18,20,5,124,,,,,,,6.3,
32,New Jersey Devils,Eric Weinrich\weinrer01,US,D,18,1985,2006,North Yarmouth (High-ME),1157,70,318,388,56,825,,,,,,,82,
33,Montreal Canadiens,Todd Richards\richato01,US,D,18,1985,1992,Armstrong (High-MN),8,0,4,4,-6,4,,,,,,,0.2,
34,New York Islanders,Brad Lauer\lauerbr01,CA,LW,18,1985,1996,Regina (WHL),323,44,67,111,-15,218,,,,,,,3,
35,Buffalo Sabres,Benoit Hogue\hoguebe01,CA,C,18,1985,2002,St. Jean (QMJHL),863,222,321,543,34,877,,,,,,,44.3,
36,Quebec Nordiques,Jason Lafreniere\lafreja01,CA,C,18,1985,1994,Hamilton (OHL),146,34,53,87,-15,22,,,,,,,4.9,
37,St. Louis Blues,Herb Raglan\raglahe01,CA,RW,18,1985,1994,Kingston (OHL),343,33,56,89,-30,775,,,,,,,0,
38,Calgary Flames,Jeff Wenaas,CA,C,,1985,,Eastend,,,,,,,,,,,,,,
39,Winnipeg Jets,Roger Ohman,SE,D,,1985,,Leksand Jrs. (Sweden-Jr.),,,,,,,,,,,,,,
40,Washington Capitals,John Druce\drucejo01,CA,RW,19,1985,1998,Peterborough (OHL),531,113,126,239,6,347,,,,,,,15,
41,Edmonton Oilers,Todd Carnelley,CA,D,,1985,,Kamloops (WHL),,,,,,,,,,,,,,
42,Philadelphia Flyers,Bruce Rendall,CA,LW,,1985,,Thunder Bay (USHL),,,,,,,,,,,,,,
43,Toronto Maple Leafs,Dave Thomlinson\thomlda01,CA,LW,18,1985,1995,Brandon (WHL),42,1,3,4,-16,50,,,,,,,-1.2,
44,St. Louis Blues,Nelson Emerson\emersne01,CA,RW,18,1985,2002,Stratford,771,195,293,488,-136,575,,,,,,,37.4,
45,New Jersey Devils,Myles O'Connor\oconnmy01,CA,D,18,1985,1994,Notre Dame (SJHL),43,3,4,7,-3,69,,,,,,,1.9,
46,Vancouver Canucks,Shane Doyle,CA,D,,1985,,Lindsay,,,,,,,,,,,,,,
47,Montreal Canadiens,Rocky Dundas\dundaro01,CA,RW,18,1985,1990,Spokane (WHL),5,0,0,0,-1,14,,,,,,,-0.2,
48,Philadelphia Flyers,Darryl Gilmour,CA,G,,1985,,Winnipeg (WHL),,,,,,,,,,,,,,
49,New York Rangers,Sam Lindstahl,SE,G,,1985,,Sodertalje (Sweden-2),,,,,,,,,,,,,,
50,Detroit Red Wings,Steve Chiasson\chiasst01,CA,D,18,1985,1999,Guelph (OHL),751,93,305,398,37,1107,,,,,,,61.7,
51,Minnesota North Stars,Stephane Roy\royst01,CA,C,18,1985,1988,Granby (QMJHL),12,1,0,1,-6,0,,,,,,,-0.3,
52,Boston Bruins,Bill Ranford\ranfobi01,CA,G,18,1985,2000,New Westminster (WCHL),647,0,24,24,0,65,647,240,279,76,0.888,3.41,92.1,
53,Chicago Blackhawks,Andy Helmuth,CA,G,,1985,,Ottawa (OHL),,,,,,,,,,,,,,
54,St. Louis Blues,Ned Desmond,US,D,,1985,,Hotchkiss (High-CT),,,,,,,,,,,,,,
55,New York Islanders,Jeff Finley\finleje01,CA,D,18,1985,2004,Portland (WHL),708,13,70,83,47,457,,,,,,,28.7,
56,Buffalo Sabres,Keith Gretzky,CA,C,,1985,,Brantford (OHL),,,,,,,,,,,,,,
57,Quebec Nordiques,Max Middendorf\middema01,US,RW,18,1985,1991,Sudbury (OHL),13,2,4,6,-11,6,,,,,,,0,
58,Pittsburgh Penguins,Bruce Racine\racinbr01,CA,G,19,1985,1996,Northeastern (H-East),11,0,0,0,0,2,11,0,3,0,0.881,3.13,0.4,
59,Calgary Flames,Lane Macdonald,US,LW,,1985,,Tulsa,,,,,,,,,,,,,,
60,Winnipeg Jets,Daniel Berthiaume\berthda01,CA,G,19,1985,1994,Chicoutimi (QMJHL),215,0,4,4,0,34,215,81,90,21,0.878,3.68,29.4,
61,Washington Capitals,Rob Murray\murraro01,CA,C,18,1985,1999,Peterborough (OHL),107,4,15,19,-10,111,,,,,,,-0.8,
62,Edmonton Oilers,Michael Ware\waremi01,CA,RW,18,1985,1990,Hamilton (OHL),5,0,1,1,0,15,,,,,,,-0.1,
63,Philadelphia Flyers,Shane Whelan,CA,C,,1985,,Kirkland Lake,,,,,,,,,,,,,,
64,Toronto Maple Leafs,Greg Vey,CA,C,,1985,,Orono,,,,,,,,,,,,,,
65,Quebec Nordiques,Peter Massey,US,LW,,1985,,New Hampton School (High-NH),,,,,,,,,,,,,,
66,New Jersey Devils,Gregg Polak,US,LW,,1985,,Lincoln (High-MN),,,,,,,,,,,,,,
67,Vancouver Canucks,Randy Siska,CA,C,,1985,,Calgary (WHL),,,,,,,,,,,,,,
68,Hartford Whalers,Gary Callaghan,CA,C,,1985,,Belleville (OHL),,,,,,,,,,,,,,
69,Minnesota North Stars,Mike Berger\bergemi02,CA,D,18,1985,1989,Lethbridge (WHL),30,3,1,4,-20,67,,,,,,,0.3,
70,New York Rangers,Pat Janostin,CA,D,,1985,,Notre Dame,,,,,,,,,,,,,,
71,Detroit Red Wings,Mark Gowans,US,G,,1985,,Windsor (OHL),,,,,,,,,,,,,,
72,Los Angeles Kings,Perry Florio,US,D,,1985,,Long Island (High-CT),,,,,,,,,,,,,,
73,Boston Bruins,Jaime Kelly,US,RW,,1985,,Scituate (High-MA),,,,,,,,,,,,,,
74,Chicago Blackhawks,Dan Vincelette\vinceda01,CA,LW,18,1985,1992,Drummondville (QMJHL),193,20,22,42,-47,351,,,,,,,-1.5,
75,Montreal Canadiens,Martin Desjardins\desjama01,CA,C,18,1985,1990,Trois-Rivieres (QMJHL),8,0,2,2,-4,2,,,,,,,-0.2,
76,New York Islanders,Kevin Herom,CA,LW,,1985,,Regina (WHL),,,,,,,,,,,,,,
77,Buffalo Sabres,Dave Moylan,CA,D,,1985,,Tillsonburg,,,,,,,,,,,,,,
78,Quebec Nordiques,David Espe,US,D,,1985,,White Bear Lake (High-MN),,,,,,,,,,,,,,
79,Montreal Canadiens,Brent Gilchrist\gilchbr01,CA,LW,18,1985,2003,Kelowna (WHL),792,135,170,305,-6,400,,,,,,,18.5,
80,Calgary Flames,Roger Johansson\johanro01,SE,D,18,1985,1995,Troja (Sweden-3),161,9,34,43,32,163,,,,,,,10,
81,Winnipeg Jets,Fredrik Olausson\olausfr01,SE,D,18,1985,2003,Farjestad (Sweden),1022,147,434,581,-29,452,,,,,,,89,
82,Washington Capitals,Bill Houlder\houldbi01,CA,D,18,1985,2003,North Bay (OHL),846,59,191,250,31,412,,,,,,,57.9,
83,Washington Capitals,Larry Shaw,CA,D,,1985,,Guelph (OHL),,,,,,,,,,,,,,
84,Philadelphia Flyers,Paul Marshall,US,D,,1985,,Quincy (High-NY),,,,,,,,,,,,,,
85,Toronto Maple Leafs,Jeff Serowik\serowje01,US,D,18,1985,1999,Lawrence Academy (High-MA),28,0,6,6,-3,16,,,,,,,0.7,
86,Pittsburgh Penguins,Steve Gotaas\gotaast01,CA,C,18,1985,1991,Prince Albert (WHL),49,6,9,15,-13,53,,,,,,,-0.1,
87,Chicago Blackhawks,Rick Herbert,CA,D,,1985,,Toronto (OHL),,,,,,,,,,,,,,
88,Vancouver Canucks,Robert Kron\kronro01,CZ,LW,18,1985,2002,Zetor Brno (Czech),771,144,194,338,-72,119,,,,,,,23.2,
89,New York Islanders,Tommy Hedlund,SE,D,,1985,,AIK Solna (Sweden),,,,,,,,,,,,,,
90,Minnesota North Stars,Dwight Mullins,CA,C,,1985,,Calgary (WHL),,,,,,,,,,,,,,
91,New York Rangers,Brad Stephan,US,LW,,1985,,Chusoga City (High-MN),,,,,,,,,,,,,,
92,Detroit Red Wings,Chris Luongo\luongch01,US,D,18,1985,1996,St. Clair Shores (NAHL),218,8,23,31,-73,176,,,,,,,5.3,
93,Los Angeles Kings,Petr Prajsler\prajspe01,CZ,D,19,1985,1992,Tesla Pardubice (Czech),46,3,10,13,-4,51,,,,,,,1.7,
94,Boston Bruins,Steve Moore,CA,D,,1985,,London (OHL),,,,,,,,,,,,,,
95,Chicago Blackhawks,Brad Belland,CA,C,,1985,,Sudbury (OHL),,,,,,,,,,,,,,
96,Montreal Canadiens,Tom Sagissor,US,C,,1985,,Hastings (High-MN),,,,,,,,,,,,,,
97,New York Islanders,Jeff Sveen,CA,C,,1985,,Boston University (H-East),,,,,,,,,,,,,,
98,Buffalo Sabres,Ken Priestlay\prieske01,CA,C,18,1985,1992,Victoria (WHL),168,27,34,61,-5,63,,,,,,,1.9,
99,Quebec Nordiques,Bruce Major\majorbr01,CA,C,18,1985,1991,Richmond Jr.,4,0,0,0,-1,0,,,,,,,-0.1,
100,St. Louis Blues,Dan Brooks,US,D,,1985,,St. Thomas Academy (High-MN),,,,,,,,,,,,,,
101,Calgary Flames,Esa Keskinen,FI,C,,1985,,TPS Turku (Finland),,,,,,,,,,,,,,
102,Winnipeg Jets,John Borrell,US,RW,,1985,,Burnsville (High-MN),,,,,,,,,,,,,,
103,Washington Capitals,Claude Dumas,CA,C,,1985,,Granby (QMJHL),,,,,,,,,,,,,,
104,Edmonton Oilers,Tomas Kapusta,CZ,C,,1985,,Gottwaldov (Czech),,,,,,,,,,,,,,
105,Philadelphia Flyers,Daril Holmes,CA,RW,,1985,,Nepean (CCHL),,,,,,,,,,,,,,
106,Toronto Maple Leafs,Jiri Latal\latalji01,CZ,D,18,1985,1992,Sparta Praha (Czech),92,12,36,48,-14,24,,,,,,,6.7,
107,Pittsburgh Penguins,Kevin Clemens,CA,LW,,1985,,Regina (WHL),,,,,,,,,,,,,,
108,New Jersey Devils,Bill McMillan,CA,RW,,1985,,North Bay (OHL),,,,,,,,,,,,,,
109,Vancouver Canucks,Martin Hrstka,CZ,LW,,1985,,Ingstad Brno,,,,,,,,,,,,,,
110,Hartford Whalers,Shane Churla\churlsh01,CA,RW,20,1985,1997,Medicine Hat (WHL),488,26,45,71,-52,2301,,,,,,,-5.9,
111,Minnesota North Stars,Michael Mullowney,US,D,,1985,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
112,New York Rangers,Brian McReynolds\mcreybr01,CA,C,20,1985,1994,Orillia (OJHL),30,1,5,6,-7,8,,,,,,,-0.4,
113,Detroit Red Wings,Randy McKay\mckayra02,CA,RW,18,1985,2003,Michigan Tech (WCHA),932,162,201,363,88,1731,,,,,,,29.2,
114,Pittsburgh Penguins,Stuart Marston,CA,D,,1985,,Longueuil (QMJHL),,,,,,,,,,,,,,
115,Boston Bruins,Gord Hynes\hynesgo01,CA,D,19,1985,1993,Medicine Hat (WHL),52,3,9,12,5,22,,,,,,,2.6,
116,Chicago Blackhawks,Jonas Heed,SE,D,,1985,,Sodertalje (Sweden-2),,,,,,,,,,,,,,
117,Montreal Canadiens,Donald Dufresne\dufredo01,CA,D,18,1985,1997,Trois-Rivieres (QMJHL),268,6,36,42,1,258,,,,,,,12.2,
118,New York Islanders,Rod Dallman\dallmro01,CA,LW,18,1985,1992,Prince Albert (WHL),6,1,0,1,0,26,,,,,,,0,
119,Buffalo Sabres,Joe Reekie\reekijo01,CA,D,20,1985,2002,Cornwall (OHL),902,25,139,164,150,1326,,,,,,,53.9,
120,Quebec Nordiques,Andy Akervik,US,C,,1985,,Eau Claire Memorial (High-WI),,,,,,,,,,,,,,
121,St. Louis Blues,Rich Burchill,US,G,,1985,,Catholic Memorial (High-MA),,,,,,,,,,,,,,
122,Calgary Flames,Tim Sweeney\sweenti01,US,LW,18,1985,1998,Weymouth N. (High-MA),291,55,83,138,13,123,,,,,,,10.3,
123,Winnipeg Jets,Danton Cole\coleda01,US,C/RW,18,1985,1996,Aurora (OJHL),318,58,60,118,-26,125,,,,,,,6.6,
124,Washington Capitals,Doug Stromback,US,RW,,1985,,Farmington,,,,,,,,,,,,,,
125,Edmonton Oilers,Brian Tessier,CA,G,,1985,,Walden,,,,,,,,,,,,,,
126,Philadelphia Flyers,Ken Alexander,US,D,,1985,,Kitchener (OHL),,,,,,,,,,,,,,
127,Toronto Maple Leafs,Tim Bean,CA,LW,,1985,,North Bay (OHL),,,,,,,,,,,,,,
128,Pittsburgh Penguins,Steve Titus,CA,G,,1985,,London (OHL),,,,,,,,,,,,,,
129,New Jersey Devils,Kevin Schrader,US,D,,1985,,Burnsville (High-MN),,,,,,,,,,,,,,
130,Vancouver Canucks,Brian McFarlane,CA,RW,,1985,,Coquitlam (BCHL),,,,,,,,,,,,,,
131,Hartford Whalers,Chris Brant,CA,LW,,1985,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
132,Minnesota North Stars,Michael Kelfer,US,C,,1985,,Peabody (High-MA),,,,,,,,,,,,,,
133,New York Rangers,Neil Pilon,CA,D,,1985,,Kamloops (WHL),,,,,,,,,,,,,,
134,Detroit Red Wings,Thomas Bjur,SE,RW,,1985,,AIK Solna (Sweden),,,,,,,,,,,,,,
135,Los Angeles Kings,Tim Flanagan,CA,RW,,1985,,Red Deer (WHL),,,,,,,,,,,,,,
136,Boston Bruins,Per Martinelle,SE,RW,,1985,,AIK Solna (Sweden),,,,,,,,,,,,,,
137,Chicago Blackhawks,Victor Posa\posavi01,IT,LW/D,18,1985,1986,Wisconsin (WCHA),2,0,0,0,0,2,,,,,,,-0.1,
138,St. Louis Blues,Pat Jablonski\jablopa01,US,G,18,1985,1998,Detroit Compuware (NAHL),128,0,4,4,0,13,128,28,62,18,0.879,3.74,14.4,
139,New York Islanders,Kurt Lackten,CA,RW,,1985,,Kansack,,,,,,,,,,,,,,
140,Buffalo Sabres,Petri Matikainen,FI,D,,1985,,Savonlinna,,,,,,,,,,,,,,
141,Quebec Nordiques,Mike Oliverio,CA,C,,1985,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
142,Montreal Canadiens,Ed Cristofoli\cristed01,CA,RW,18,1985,1990,Penticton (BCHL),9,0,1,1,-1,4,,,,,,,-0.2,
143,Calgary Flames,Stu Grimson\grimsst01,CA,LW,20,1985,2002,Regina (WHL),729,17,22,39,-41,2113,,,,,,,-10,
144,Winnipeg Jets,Brent Mowery,CA,LW,,1985,,Nelson,,,,,,,,,,,,,,
145,Washington Capitals,Jamie Nadjiwan,CA,LW,,1985,,Sudbury (OHL),,,,,,,,,,,,,,
146,Edmonton Oilers,Shawn Tyers,CA,RW,,1985,,Bramalea,,,,,,,,,,,,,,
147,Philadelphia Flyers,Tony Horacek\horacto01,CA,LW,18,1985,1995,Kelowna (WHL),154,10,19,29,2,316,,,,,,,-0.8,
148,Toronto Maple Leafs,Andy Donahue,US,C,,1985,,Belmont Hill (High-MA),,,,,,,,,,,,,,
149,Pittsburgh Penguins,Paul Stanton\stantpa01,US,D,18,1985,1995,Catholic Memorial (High-MA),295,14,49,63,-3,262,,,,,,,12.2,
150,New Jersey Devils,Ed Krayer,US,C,,1985,,St. Paul's (High-NH),,,,,,,,,,,,,,
151,Vancouver Canucks,Hakan Ahlund,SE,RW,,1985,,Orebro (Sweden-2),,,,,,,,,,,,,,
152,Hartford Whalers,Brian Puhalsky,CA,LW,,1985,,Red Deer (WHL),,,,,,,,,,,,,,
153,Minnesota North Stars,Ross Johnson,US,C,,1985,,Mayo (High-MN),,,,,,,,,,,,,,
154,New York Rangers,Larry Bernard,CA,LW,,1985,,Seattle (WHL),,,,,,,,,,,,,,
155,Detroit Red Wings,Mike Luckraft,US,D,,1985,,Burnsville (High-MN),,,,,,,,,,,,,,
156,Los Angeles Kings,John Hyduke,US,D,,1985,,Hibbing (High-MN),,,,,,,,,,,,,,
157,Boston Bruins,Randy Burridge\burrira01,CA,LW,19,1985,1998,Peterborough (OHL),706,199,251,450,62,458,,,,,,,35.1,
158,Chicago Blackhawks,John Reid,CA,G,,1985,,Windsor (OHL),,,,,,,,,,,,,,
159,St. Louis Blues,Scott Brickey,US,RW,,1985,,Port Huron Jr.,,,,,,,,,,,,,,
160,New York Islanders,Hank Lammens\lammeha01,CA,D,19,1985,1994,St. Lawrence (ECAC),27,1,2,3,-20,22,,,,,,,-0.3,
161,Buffalo Sabres,Trent Kaese\kaesetr01,CA,RW,18,1985,1989,Lethbridge (WHL),1,0,0,0,0,0,,,,,,,0,
162,Quebec Nordiques,Mario Brunetta\brunema01,CA,G,18,1985,1990,Quebec (QMJHL),40,0,0,0,0,16,40,12,17,1,0.871,3.92,4.7,
163,Montreal Canadiens,Mike Claringbull,CA,D,,1985,,Medicine Hat (WHL),,,,,,,,,,,,,,
164,Calgary Flames,Nate Smith,US,D,,1985,,Brunswick (High-MA),,,,,,,,,,,,,,
165,Winnipeg Jets,Tom Draper\drapeto01,CA,G,18,1985,1996,Vermont (ECAC),53,0,3,3,0,4,53,19,23,5,0.877,3.7,6.4,
166,Washington Capitals,Mark Haarmann,CA,D,,1985,,Toronto (OHL),,,,,,,,,,,,,,
167,Edmonton Oilers,Tony Fairfield,CA,RW,,1985,,St. Albert (AJHL),,,,,,,,,,,,,,
168,Philadelphia Flyers,Mike Cusack,US,RW,,1985,,Alaska-Anchorage (NCAA-Ind.),,,,,,,,,,,,,,
169,Toronto Maple Leafs,Todd Whittemore,US,C,,1985,,Kent School (High-CT),,,,,,,,,,,,,,
170,Pittsburgh Penguins,Jim Paek\paekji01,KR,D,18,1985,1995,Oshawa (OHL),217,5,29,34,2,155,,,,,,,7.5,
171,New Jersey Devils,Jamie Huscroft\huscrja01,CA,D,18,1985,2000,Seattle (WHL),352,5,33,38,-8,1065,,,,,,,13.9,
172,Vancouver Canucks,Curtis Hunt,CA,D,,1985,,North Battleford (SJHL),,,,,,,,,,,,,,
173,Hartford Whalers,Greg Dornbach,US,C,,1985,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
174,Minnesota North Stars,Tim Helmer,CA,C,,1985,,Woodstock,,,,,,,,,,,,,,
175,New York Rangers,Stephane Brochu\brochst01,CA,D,18,1985,1989,Quebec (QMJHL),1,0,0,0,1,0,,,,,,,0.1,
176,Detroit Red Wings,Rob Schenna,US,D,,1985,,Saugus (High-MA),,,,,,,,,,,,,,
177,Los Angeles Kings,Steve Horner,CA,RW,,1985,,Henry Carr (MJHL),,,,,,,,,,,,,,
178,Boston Bruins,Gord Cruickshank,CA,C,,1985,,Providence (H-East),,,,,,,,,,,,,,
179,Chicago Blackhawks,Richard Laplante,CA,C,,1985,,Boucherville (QMJHL),,,,,,,,,,,,,,
180,St. Louis Blues,Jeff Urban,US,LW,,1985,,Minnetonka,,,,,,,,,,,,,,
181,New York Islanders,Rich Wiest,CA,C,,1985,,Enchant,,,,,,,,,,,,,,
182,Buffalo Sabres,Jiri Sejba\sejbaji01,CZ,LW,23,1985,1991,Dukla Jihlava (Czech-2),11,0,2,2,-5,8,,,,,,,-0.3,
183,Quebec Nordiques,Brit Peer,CA,RW,,1985,,Mississauga (OHL),,,,,,,,,,,,,,
184,Montreal Canadiens,Roger Beedon,CA,G,,1985,,Sarnia (OHL),,,,,,,,,,,,,,
185,Calgary Flames,Darryl Olsen\olsenda01,CA,D,18,1985,1992,St. Albert (AJHL),1,0,0,0,-2,0,,,,,,,-0.1,
186,Winnipeg Jets,Nevin Kardum,CA,C,,1985,,Henry Carr (MJHL),,,,,,,,,,,,,,
187,Washington Capitals,Steve Hollett,CA,C,,1985,,St. John's,,,,,,,,,,,,,,
188,Edmonton Oilers,Kelly Buchberger\buchbke01,CA,RW,18,1985,2004,Moose Jaw (WHL),1182,105,204,309,-177,2297,,,,,,,3,
189,Philadelphia Flyers,Gord Murphy\murphgo01,CA,D,18,1985,2002,Oshawa (OHL),862,85,238,323,-83,668,,,,,,,55.7,
190,Toronto Maple Leafs,Bobby Reynolds\reynobo01,US,LW,18,1985,1990,St. Clair Shores (NAHL),7,1,1,2,-3,0,,,,,,,-0.1,
191,Pittsburgh Penguins,Steve Shaunessy,US,D,,1985,,Reading (High-MA),,,,,,,,,,,,,,
192,New Jersey Devils,Terry Shold,US,LW,,1985,,International Falls (High-MN),,,,,,,,,,,,,,
193,Vancouver Canucks,Carl Valimont,US,D,,1985,,Southington,,,,,,,,,,,,,,
194,Hartford Whalers,Paul Tory,CA,C,,1985,,Coquitlam (BCHL),,,,,,,,,,,,,,
195,Minnesota North Stars,Gordon Ernst,US,C,,1985,,Cranston East (High-RI),,,,,,,,,,,,,,
196,New York Rangers,Steve Nemeth\nemetst01,CA,C,18,1985,1988,Lethbridge (WHL),12,2,0,2,-4,2,,,,,,,-0.1,
197,Detroit Red Wings,Erik Hamalainen,FI,D,,1985,,Lukko Rauma (Finland),,,,,,,,,,,,,,
198,Montreal Canadiens,Maurice Mansi,CA,C,,1985,,Montreal (QMJHL),,,,,,,,,,,,,,
199,Boston Bruins,Dave Buda,CA,LW,,1985,,Streetsville Jr. B,,,,,,,,,,,,,,
200,Chicago Blackhawks,Brad Hamilton,CA,D,,1985,,Calgary (WHL),,,,,,,,,,,,,,
201,St. Louis Blues,Vince Guidotti,US,D,,1985,,Nobles (High-MA),,,,,,,,,,,,,,
202,New York Islanders,Real Arsenault,CA,LW,,1985,,Prince Andrew,,,,,,,,,,,,,,
203,Buffalo Sabres,Boyd Sutton,US,C,,1985,,Alaska-Anchorage (NCAA-Ind.),,,,,,,,,,,,,,
204,Quebec Nordiques,Tom Sasso,US,C,,1985,,Malden (High-MA),,,,,,,,,,,,,,
205,Montreal Canadiens,Chad Arthur,US,LW,,1985,,Dundee,,,,,,,,,,,,,,
206,Calgary Flames,Peter Romberg,DE,D,,1985,,Iserlohn (Germany),,,,,,,,,,,,,,
207,Winnipeg Jets,Dave Quigley,CA,G,,1985,,U. of Moncton (AUS),,,,,,,,,,,,,,
208,Washington Capitals,Dallas Eakins\eakinda01,US,D,18,1985,2002,Peterborough (OHL),120,0,9,9,6,208,,,,,,,4.1,
209,Edmonton Oilers,Mario Barbe,CA,D,,1985,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
210,Boston Bruins,Bob Beers\beersbo01,US,D,18,1985,1997,Buffalo Jr. (OJHL),258,28,79,107,-76,225,,,,,,,14.2,
211,Toronto Maple Leafs,Tim Armstrong\armstti01,CA,C,18,1985,1989,Toronto (OHL),11,1,0,1,-2,6,,,,,,,-0.2,
212,Pittsburgh Penguins,Doug Greschuk,CA,D,,1985,,Edmonton (WHL),,,,,,,,,,,,,,
213,New Jersey Devils,Jamie McKinley,CA,C,,1985,,Fredericton,,,,,,,,,,,,,,
214,Vancouver Canucks,Igor Larionov\larioig01,RU,C,24,1985,2004,CSKA Moscow (Russia),921,169,475,644,104,474,,,,,,,54.9,
215,Hartford Whalers,Jerry Pawlowski,US,D,,1985,,Harvard (ECAC),,,,,,,,,,,,,,
216,Minnesota North Stars,Ladislav Lubina,CZ,RW,,1985,,Pardubice (Czech),,,,,,,,,,,,,,
217,New York Rangers,Robert Burakovsky\burakro01,SE,RW,18,1985,1994,Leksand (Sweden),23,2,3,5,-7,6,,,,,,,-0.1,
218,Detroit Red Wings,Bo Svanberg,SE,C,,1985,,Farjestad (Sweden),,,,,,,,,,,,,,
