Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
219,Los Angeles Kings,Trent Ciprick,CA,RW,,1985,,Brandon (WHL),,,,,,,,,,,,,,
220,Boston Bruins,John Byce\bycejo01,US,C,18,1985,1992,Madison Memorial (High-WI),21,2,3,5,0,6,,,,,,,0,
221,Chicago Blackhawks,Ian Pound,CA,D,,1985,,Brockville (CCHL),,,,,,,,,,,,,,
222,St. Louis Blues,Ron Saatzer,US,C,,1985,,Hopkins (High-MN),,,,,,,,,,,,,,
223,New York Islanders,Mike Volpe,CA,G,,1985,,Halifax (QMJHL),,,,,,,,,,,,,,
224,Buffalo Sabres,Guy Larose\larosgu01,CA,C,18,1985,1994,Guelph (OHL),70,10,9,19,-18,63,,,,,,,0.1,
225,Quebec Nordiques,Gary Murphy,US,D,,1985,,Arlington Catholic (High-MA),,,,,,,,,,,,,,
226,Montreal Canadiens,Mike Bishop,CA,D,,1985,,Sarnia (OHL),,,,,,,,,,,,,,
227,Calgary Flames,Alexander Kozhevnikov,RU,LW,,1985,,,,,,,,,,,,,,,,
228,Winnipeg Jets,Chris Norton,CA,D,,1985,,Cornell (ECAC),,,,,,,,,,,,,,
229,Washington Capitals,Steve Hrynewich,CA,LW,,1985,,Kingsville,,,,,,,,,,,,,,
230,Edmonton Oilers,Peter Headon,CA,C,,1985,,Notre Dame,,,,,,,,,,,,,,
231,Philadelphia Flyers,Rod Williams,CA,RW,,1985,,Radville,,,,,,,,,,,,,,
232,Toronto Maple Leafs,Mitch Murphy,CA,G,,1985,,St. Paul's (High-NH),,,,,,,,,,,,,,
233,Pittsburgh Penguins,Gregory Choules,CA,LW,,1985,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
234,New Jersey Devils,David Williams\willida01,US,D,18,1985,1995,Choate-Rosemary (High-CT),173,11,53,64,-37,157,,,,,,,9.4,
235,Vancouver Canucks,Darren Taylor,CA,LW,,1985,,Calgary (WHL),,,,,,,,,,,,,,
236,Hartford Whalers,Bruce Hill,CA,LW,,1985,,Denver (WCHA),,,,,,,,,,,,,,
237,Minnesota North Stars,Tommy Sjodin\sjodito01,SE,D,20,1985,1994,Timra (Sweden-2),106,8,40,48,-21,52,,,,,,,6.7,
238,New York Rangers,Rudy Poeschek\poescru01,CA,RW/D,18,1985,2000,Kamloops (WHL),364,6,25,31,-24,817,,,,,,,6,
239,Detroit Red Wings,Mikael Lindman,SE,D,,1985,,AIK Solna (Sweden),,,,,,,,,,,,,,
240,Los Angeles Kings,Marian Horwath,SK,LW,,1985,,Bratislava (KHL),,,,,,,,,,,,,,
241,Boston Bruins,Marc West,CA,C,,1985,,Burlington (OJHL),,,,,,,,,,,,,,
242,Chicago Blackhawks,Rick Braccia,US,LW,,1985,,Avon Old Farms (High-CT),,,,,,,,,,,,,,
243,St. Louis Blues,Dave Jecha,US,D,,1985,,Minnetonka,,,,,,,,,,,,,,
244,New York Islanders,Tony Grenier,CA,C,,1985,,Prince Albert (WHL),,,,,,,,,,,,,,
245,Buffalo Sabres,Ken Baumgartner\baumgke01,CA,LW,19,1985,1999,Prince Albert (WHL),696,13,41,54,-73,2242,,,,,,,-6.6,
246,Quebec Nordiques,Jean Bois,CA,LW,,1985,,Trois-Rivieres (QMJHL),,,,,,,,,,,,,,
247,Montreal Canadiens,John Ferguson Jr.,CA,LW,,1985,,Montreal (QMJHL),,,,,,,,,,,,,,
248,Calgary Flames,Bill Gregoire,CA,D,,1985,,Victoria (WHL),,,,,,,,,,,,,,
249,Winnipeg Jets,Anssi Melametsa\melaman01,FI,RW,24,1985,1986,HIFK Helsinki (Finland),27,0,3,3,-5,2,,,,,,,-0.6,
250,Washington Capitals,Frank Di Muzio,CA,C,,1985,,Toronto (OHL),,,,,,,,,,,,,,
251,Edmonton Oilers,John Haley,US,G,,1985,,Hull (High-MA),,,,,,,,,,,,,,
252,Philadelphia Flyers,Paul Maurice,CA,D,,1985,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
