Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
230,Philadelphia Flyers,Darius Rusnak,SK,C,,1987,,Slovan Bratislava (KHL),,,,,,,,,,,,,,
231,Edmonton Oilers,Jeff Pauletti,US,D,,1987,,Minnesota (WCHA),,,,,,,,,,,,,,
232,Buffalo Sabres,Allan MacIsaac,CA,LW,,1987,,Guelph (OHL),,,,,,,,,,,,,,
233,Vancouver Canucks,Neil Eisenhut,CA,C,20,1987,1995,Langley (BCHL),16,1,3,4,0,21,,,,,,,0,
234,Vancouver Canucks,Matt Evo,US,LW,,1987,,Country Day (High-MA),,,,,,,,,,,,,,
235,Minnesota North Stars,Dave Shields,CA,C,,1987,,Denver (WCHA),,,,,,,,,,,,,,
236,Pittsburgh Penguins,Ake Lilljebjorn,SE,G,,1987,,Brynas Gavle (Sweden),,,,,,,,,,,,,,
237,Los Angeles Kings,Mikael Lindholm,SE,C,22,1987,1990,Brynas Gavle (Sweden),18,2,2,4,2,2,,,,,,,0,
238,Toronto Maple Leafs,Alex Weinrich,US,C,,1987,,North Yarmouth (High-ME),,,,,,,,,,,,,,
239,Chicago Blackhawks,Mike Lappin,US,C,,1987,,Northwood School (High-NY),,,,,,,,,,,,,,
240,Washington Capitals,Dan Brettschneider,US,RW,,1987,,Burnsville (High-MN),,,,,,,,,,,,,,
241,Edmonton Oilers,Jesper Duus,DK,D,,1987,,Rodoure SK (Denmark),,,,,,,,,,,,,,
242,Detroit Red Wings,Tomas Jansson,SE,D,,1987,,IK Talje (Sweden),,,,,,,,,,,,,,
243,St. Louis Blues,Ray Savard,CA,C,,1987,,Regina (WHL),,,,,,,,,,,,,,
244,New York Islanders,Will Averill,US,D,,1987,,Belmont Hill (High-MA),,,,,,,,,,,,,,
245,Boston Bruins,Sean Gorman,US,D,,1987,,Matignon (High-MA),,,,,,,,,,,,,,
246,Washington Capitals,Ryan Kummo,CA,D,,1987,,RPI (ECAC),,,,,,,,,,,,,,
247,Winnipeg Jets,Hans Goran Elo,SE,G,,1987,,Djurgarden (Sweden),,,,,,,,,,,,,,
248,Montreal Canadiens,Bryan Herring,US,C,,1987,,Dubuque (USHL),,,,,,,,,,,,,,
249,Hartford Whalers,Steve Laurin,CA,G,,1987,,Dartmouth (ECAC),,,,,,,,,,,,,,
250,Calgary Flames,Magnus Svensson,SE,D,24,1987,1996,Leksand (Sweden),46,4,14,18,4,31,,,,,,,4.1,
251,Philadelphia Flyers,Dale Roehl,US,G,,1987,,Minnetonka (High-MN),,,,,,,,,,,,,,
252,Edmonton Oilers,Igor Vyazmikin,RU,W,21,1987,1991,CSKA Moscow (Russia),4,1,0,1,0,0,,,,,,,0.1,
