Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
40,Calgary Flames,Kevin Grant,CA,D,,1987,,Kitchener (OHL),,,,,,,,,,,,,,
41,Detroit Red Wings,Bob Wilkie,CA,D,18,1987,1994,Swift Current (WHL),18,2,5,7,-4,10,,,,,,,0.8,
42,Edmonton Oilers,Brad Werenka,CA,D,18,1987,2001,Northern Michigan (WCHA),320,19,61,80,44,299,,,,,,,19.9,
43,Los Angeles Kings,Ross Wilson,CA,RW,,1987,,Peterborough (OHL),,,,,,,,,,,,,,
44,Montreal Canadiens,Mathieu Schneider,US,D,18,1987,2010,Cornwall (OHL),1289,223,520,743,66,1245,,,,,,,132.8,
45,Vancouver Canucks,Steve Veilleux,CA,D,,1987,,Trois-Rivieres (QMJHL),,,,,,,,,,,,,,
46,New York Rangers,Simon Gagne,CA,RW,,1987,,Laval (QMJHL),,,,,,,,,,,,,,
47,Pittsburgh Penguins,Jamie Leach,US,RW,18,1987,1994,Hamilton (OHL),81,11,9,20,-9,12,,,,,,,-0.2,
48,Minnesota North Stars,Kevin Kaminski,CA,C,18,1987,1997,Saskatoon (WHL),139,3,10,13,-8,528,,,,,,,-2.1,
49,Toronto Maple Leafs,John McIntyre,CA,C,18,1987,1995,Guelph (OHL),351,24,54,78,-32,516,,,,,,,-2.6,
50,Chicago Blackhawks,Cam Russell,CA,D,18,1987,1999,Hull (QMJHL),396,9,21,30,8,872,,,,,,,16.8,
51,Quebec Nordiques,Jim Sprott,CA,D,,1987,,London (OHL),,,,,,,,,,,,,,
52,Detroit Red Wings,Dennis Holland,CA,C,,1987,,Portland (WHL),,,,,,,,,,,,,,
53,Buffalo Sabres,Andrew MacVicar,CA,LW,,1987,,Peterborough (OHL),,,,,,,,,,,,,,
54,St. Louis Blues,Kevin Miehm,CA,C,18,1987,1994,Ottawa (OHL),22,1,4,5,-2,8,,,,,,,-0.1,
55,New York Islanders,Dean Ewen,CA,LW,,1987,,Spokane (WHL),,,,,,,,,,,,,,
56,Boston Bruins,Todd Lalonde,CA,LW,,1987,,Sudbury (OHL),,,,,,,,,,,,,,
57,Washington Capitals,Steve Maltais,CA,LW,18,1987,2001,Cornwall (OHL),120,9,18,27,-34,53,,,,,,,-0.8,
58,Montreal Canadiens,Francois Gravel,CA,G,,1987,,Shawinigan (QMJHL),,,,,,,,,,,,,,
59,St. Louis Blues,Robert Nordmark,SE,D,25,1987,1991,Lulea (Sweden),236,13,70,83,-36,254,,,,,,,13.7,
60,Chicago Blackhawks,Mike Dagenais,CA,D,,1987,,Peterborough (OHL),,,,,,,,,,,,,,
61,Calgary Flames,Scott Mahoney,CA,LW,,1987,,Oshawa (OHL),,,,,,,,,,,,,,
62,Philadelphia Flyers,Martin Hostak,CZ,C,19,1987,1992,Sparta Praha (Czech),55,3,11,14,0,24,,,,,,,0,
63,Edmonton Oilers,Geoff Smith,CA,D,18,1987,1999,St. Albert (AJHL),462,18,73,91,-20,282,,,,,,,20.8,
64,Edmonton Oilers,Peter Eriksson,SE,LW,22,1987,1990,HV 71 Jonkoping (Sweden),20,3,3,6,-1,24,,,,,,,0.1,
65,New Jersey Devils,Brian Sullivan,US,RW,18,1987,1993,Springfield Jr. B,2,0,1,1,-1,0,,,,,,,0,
66,Vancouver Canucks,Doug Torrel,US,C,,1987,,Hibbing (High-MN),,,,,,,,,,,,,,
67,Boston Bruins,Darwin McPherson,CA,D,,1987,,New Westminster (WCHL),,,,,,,,,,,,,,
68,Pittsburgh Penguins,Risto Kurkinen,FI,LW,,1987,,JyP HT Jyvaskyla (Finland),,,,,,,,,,,,,,
69,New York Rangers,Mike Sullivan,US,C,19,1987,2002,Boston University (H-East),709,54,82,136,-105,203,,,,,,,-2,
70,Calgary Flames,Tim Harris,CA,RW,,1987,,Pickering Jr. B,,,,,,,,,,,,,,
71,Toronto Maple Leafs,Joe Sacco,US,RW,18,1987,2003,Medford (High-MA),738,94,119,213,-44,421,,,,,,,10.9,
72,Quebec Nordiques,Kip Miller,US,C,18,1987,2004,Michigan State (CCHA),449,74,165,239,-32,105,,,,,,,19.2,
73,Minnesota North Stars,John Weisbrod,US,C,,1987,,Choate Academy (High-CT),,,,,,,,,,,,,,
74,Detroit Red Wings,Mark Reimer,CA,G,,1987,,Saskatoon (WHL),,,,,,,,,,,,,,
75,St. Louis Blues,Darren Smith,CA,LW,,1987,,North Bay (OHL),,,,,,,,,,,,,,
76,New York Islanders,George Maneluk,CA,G,20,1987,1991,Brandon (WHL),4,0,0,0,0,2,4,1,1,0,0.84,6.43,0.2,
77,Boston Bruins,Matt DelGuidice,US,G,20,1987,1992,St. Anselm College (ECAC-E),11,0,0,0,0,2,11,2,5,1,0.886,3.87,1.3,
78,Washington Capitals,Tyler Larter,CA,C,19,1987,1990,Sault Ste. Marie (OHL),1,0,0,0,-1,0,,,,,,,-0.1,
79,Winnipeg Jets,Don McLennan,CA,D,,1987,,Denver (WCHA),,,,,,,,,,,,,,
80,Montreal Canadiens,Kris Miller,US,D,,1987,,Greenway (High-MN),,,,,,,,,,,,,,
81,Hartford Whalers,Terry Yake,CA,C,18,1987,2001,Brandon (WHL),403,77,120,197,-3,220,,,,,,,14.7,
82,St. Louis Blues,Andy Rymsha,CA,D,18,1987,1992,Western Michigan (CCHA),6,0,0,0,-3,23,,,,,,,0,
83,Philadelphia Flyers,Tomaz Eriksson,SE,LW,,1987,,Djurgarden (Sweden),,,,,,,,,,,,,,
84,Buffalo Sabres,John Bradley,US,G,,1987,,New Hampton School (High-NH),,,,,,,,,,,,,,
85,Buffalo Sabres,David Pergola,US,RW,,1987,,Belmont Hill (High-MA),,,,,,,,,,,,,,
86,New Jersey Devils,Kevin Dean,US,D,18,1987,2001,Culver Military Academy (High-IN),331,7,48,55,15,138,,,,,,,16.3,
87,Vancouver Canucks,Sean Fabian,US,D,,1987,,Hill Murray (High-MN),,,,,,,,,,,,,,
88,Minnesota North Stars,Teppo Kivela,FI,C,,1987,,Jokerit Helsinki (KHL),,,,,,,,,,,,,,
89,Pittsburgh Penguins,Jeff Waver,CA,D,,1987,,Hamilton (OHL),,,,,,,,,,,,,,
90,Los Angeles Kings,Mike Vukonich,US,C,,1987,,Duluth-Denfield (High-MN),,,,,,,,,,,,,,
91,Toronto Maple Leafs,Mike Eastwood,CA,C,20,1987,2004,Pembroke (CCHL),783,87,149,236,-40,354,,,,,,,11.6,
92,Chicago Blackhawks,Ulf Sandstrom,SE,RW,,1987,,MoDo Ornskoldsvik (Sweden),,,,,,,,,,,,,,
93,Quebec Nordiques,Rob Mendel,US,D,,1987,,Wisconsin (WCHA),,,,,,,,,,,,,,
94,New York Rangers,Eric O'Borsky,US,C,,1987,,Yale (ECAC),,,,,,,,,,,,,,
95,Detroit Red Wings,Radomir Brazda,CZ,D,,1987,,Pardubice (Czech),,,,,,,,,,,,,,
96,Winnipeg Jets,Ken Gernander,US,RW,18,1987,2004,Greenway (High-MN),12,2,3,5,-4,6,,,,,,,0.2,
97,New York Islanders,Petr Vlk,CZ,LW,,1987,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
98,Boston Bruins,Ted Donato,US,LW,18,1987,2004,Catholic Memorial (High-MA),796,150,197,347,-2,396,,,,,,,28.6,
99,Washington Capitals,Pat Beauchesne,CA,D,,1987,,Moose Jaw (WHL),,,,,,,,,,,,,,
100,Winnipeg Jets,Darrin Amundson,US,C,,1987,,Duluth East (High-MN),,,,,,,,,,,,,,
101,Montreal Canadiens,Steve McCool,US,D,,1987,,Hill (High-PA),,,,,,,,,,,,,,
102,Hartford Whalers,Marc Rousseau,CA,D,,1987,,Denver (WCHA),,,,,,,,,,,,,,
103,Calgary Flames,Tim Corkery,CA,D,,1987,,Ferris State (CCHA),,,,,,,,,,,,,,
104,Philadelphia Flyers,Bill Gall,US,RW,,1987,,New Hampton School (High-NH),,,,,,,,,,,,,,
105,Edmonton Oilers,Shaun Van Allen,CA,C,20,1987,2004,Saskatoon (WHL),794,84,185,269,54,481,,,,,,,19.9,
106,Buffalo Sabres,Chris Marshall,US,LW,,1987,,Bos. College High (High-MA),,,,,,,,,,,,,,
107,New Jersey Devils,Ben Hankinson,US,RW,18,1987,1995,Edina (High-MN),43,3,3,6,-3,45,,,,,,,-0.5,
108,Vancouver Canucks,Garry Valk,CA,RW,19,1987,2003,Sherwood Park (AJHL),777,100,156,256,-1,747,,,,,,,13.3,
109,Minnesota North Stars,D'arcy Norton,CA,LW,,1987,,Kamloops (WHL),,,,,,,,,,,,,,
110,Pittsburgh Penguins,Shawn McEachern,US,RW,18,1987,2006,Matignon (High-MA),911,256,323,579,26,506,,,,,,,55.8,
111,Los Angeles Kings,Greg Batters,CA,RW,,1987,,Victoria (WHL),,,,,,,,,,,,,,
112,Toronto Maple Leafs,Damian Rhodes,US,G,18,1987,2002,Richfield (High-MN),309,1,6,7,0,34,309,99,140,48,0.899,2.84,42.5,
113,Chicago Blackhawks,Mike McCormick,CA,D,,1987,,Richmond,,,,,,,,,,,,,,
114,Quebec Nordiques,Garth Snow,US,G,18,1987,2006,Mount St. Charles (High-RI),368,0,5,5,0,190,368,135,147,44,0.901,2.81,49.9,
115,New York Rangers,Ludek Cajka,CZ,D,,1987,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
116,Detroit Red Wings,Sean Clifford,CA,D,,1987,,Ohio State (CCHA),,,,,,,,,,,,,,
117,St. Louis Blues,Rob Robinson,CA,D,20,1987,1992,Miami (Ohio) (CCHA),22,0,1,1,-4,8,,,,,,,0.5,
118,New York Islanders,Rob DiMaio,CA,RW,19,1987,2006,Medicine Hat (WHL),894,106,171,277,-85,840,,,,,,,13.7,
119,Boston Bruins,Matt Glennon,US,LW,18,1987,1992,Archbishop Wms. (High-MA),3,0,0,0,0,2,,,,,,,-0.1,
120,Washington Capitals,Rich Defreitas,US,D,,1987,,St. Mark's (High-MA),,,,,,,,,,,,,,
121,Winnipeg Jets,Joe Harwell,US,D,,1987,,Hill Murray (High-MN),,,,,,,,,,,,,,
122,Montreal Canadiens,Les Kuntar,US,G,18,1987,1994,Nichols (High-NY),6,0,0,0,0,2,6,2,2,0,0.877,3.18,0.5,
123,Hartford Whalers,Jeff St. Cyr,CA,D,,1987,,Michigan Tech (WCHA),,,,,,,,,,,,,,
124,Calgary Flames,Joe Aloi,US,D,,1987,,Hull (QMJHL),,,,,,,,,,,,,,
125,Philadelphia Flyers,Tony Link,US,D,,1987,,Dimond (High-AK),,,,,,,,,,,,,,
126,Edmonton Oilers,Radek Toupal,CZ,RW,,1987,,Ceske Budejovice (Czech-2),,,,,,,,,,,,,,
127,Buffalo Sabres,Paul Flanagan,US,D,,1987,,New Hampton School (High-NH),,,,,,,,,,,,,,
128,New Jersey Devils,Tom Neziol,CA,LW,,1987,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
129,Vancouver Canucks,Todd Fanning,CA,G,,1987,,Ohio State (CCHA),,,,,,,,,,,,,,
130,Minnesota North Stars,Timo Kulonen,FI,D,,1987,,KalPa Kuopio (Finland),,,,,,,,,,,,,,
131,Pittsburgh Penguins,Jim Bodden,CA,C,,1987,,Chatham Jr. B,,,,,,,,,,,,,,
132,Los Angeles Kings,Kyosti Karjalainen,SE,RW,20,1987,1992,Brynas Gavle (Sweden),28,1,8,9,4,12,,,,,,,0.1,
133,Toronto Maple Leafs,Trevor Jobe,CA,LW,,1987,,Moose Jaw (WHL),,,,,,,,,,,,,,
134,Chicago Blackhawks,Stephen Tepper,US,RW,18,1987,1993,Westboro (High-MA),1,0,0,0,0,0,,,,,,,0,
135,Quebec Nordiques,Tim Hanus,US,LW,,1987,,Minnetonka,,,,,,,,,,,,,,
136,New York Rangers,Clint Thomas,US,D,,1987,,Bartlett (High-AK),,,,,,,,,,,,,,
137,Detroit Red Wings,Mike Gober,US,LW,,1987,,Laval (QMJHL),,,,,,,,,,,,,,
138,St. Louis Blues,Todd Crabtree,US,D,,1987,,Governor Dummer (High-MA),,,,,,,,,,,,,,
139,New York Islanders,Knut Walbye,NO,C,,1987,,Furuset,,,,,,,,,,,,,,
140,Boston Bruins,Rob Cheevers,US,C,,1987,,Boston College (H-East),,,,,,,,,,,,,,
141,Washington Capitals,Devon Oleniuk,CA,D,,1987,,Kamloops (WHL),,,,,,,,,,,,,,
142,Winnipeg Jets,Todd Hartje,US,C,,1987,,Harvard (ECAC),,,,,,,,,,,,,,
143,Montreal Canadiens,Rob Kelley,US,LW,,1987,,Matignon (High-MA),,,,,,,,,,,,,,
144,Hartford Whalers,Greg Wolf,US,D,,1987,,Buffalo Regal Midgets,,,,,,,,,,,,,,
145,Calgary Flames,Peter Ciavaglia,US,C,18,1987,1993,Nichols (High-NY),5,0,0,0,1,0,,,,,,,-0.1,
146,Philadelphia Flyers,Mark Strapon,US,D,,1987,,Hayward (High-WI),,,,,,,,,,,,,,
147,Edmonton Oilers,Tomas Srsen,CZ,RW,21,1987,1991,Zetor Brno (Czech),2,0,0,0,0,0,,,,,,,-0.1,
148,Buffalo Sabres,Sean Dooley,US,D,,1987,,Groton (High-MA),,,,,,,,,,,,,,
149,New Jersey Devils,Jim Dowd,US,C,18,1987,2008,Brick (High-NJ),728,71,168,239,-13,390,,,,,,,15.9,
150,Vancouver Canucks,Viktor Tyumenev,RU,C,,1987,,Spartak Moscow (KHL),,,,,,,,,,,,,,
151,Minnesota North Stars,Don Schmidt,CA,D,,1987,,Kamloops (WHL),,,,,,,,,,,,,,
152,Pittsburgh Penguins,Jiri Kucera,CZ,C,,1987,,Dukla Jihlava (Czech-2),,,,,,,,,,,,,,
153,Buffalo Sabres,Tim Roberts,US,C,,1987,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
154,Toronto Maple Leafs,Chris Jensen,US,RW,,1987,,Northwood School (High-NY),,,,,,,,,,,,,,
155,Chicago Blackhawks,John Reilly,US,LW,,1987,,Phillips Andover (High-MA),,,,,,,,,,,,,,
156,Quebec Nordiques,Jake Enebak,US,LW,,1987,,Northfield (High-MA),,,,,,,,,,,,,,
157,New York Rangers,Charles Wiegand,US,C,,1987,,Essex Junction (High-VT),,,,,,,,,,,,,,
158,Detroit Red Wings,Kevin Scott,CA,C,,1987,,Vernon (BCHL),,,,,,,,,,,,,,
159,St. Louis Blues,Guy Hebert,US,G,20,1987,2001,Hamilton College (NESCAC),491,0,6,6,0,22,491,191,222,56,0.909,2.82,92.3,
160,New York Islanders,Jeff Saterdalen,US,RW,,1987,,Jefferson (High-MN),,,,,,,,,,,,,,
161,Boston Bruins,Chris Winnes,US,RW,19,1987,1994,Northwood School (High-NY),33,1,6,7,-4,6,,,,,,,-0.3,
162,Washington Capitals,Thomas Sjogren,SE,RW,,1987,,Vastra Frolunda (Sweden),,,,,,,,,,,,,,
163,Winnipeg Jets,Markku Kyllonen,FI,RW,25,1987,1989,Karpat Oulu (Finland),9,0,2,2,-3,2,,,,,,,-0.2,
164,Montreal Canadiens,Will Geist,US,D,,1987,,St. Paul Academy (High-MN),,,,,,,,,,,,,,
165,Hartford Whalers,John Moore,CA,C,,1987,,Yale (ECAC),,,,,,,,,,,,,,
166,Calgary Flames,Theoren Fleury,CA,RW,19,1987,2003,Moose Jaw (WHL),1084,455,633,1088,145,1840,,,,,,,110.3,
167,Philadelphia Flyers,Darryl Ingham,CA,RW,,1987,,U. of Manitoba (CWUAA),,,,,,,,,,,,,,
168,Edmonton Oilers,Age Ellingsen,NO,D,,1987,,Storhammer (Norway),,,,,,,,,,,,,,
169,Buffalo Sabres,Grant Tkachuk,CA,LW,,1987,,Saskatoon (WHL),,,,,,,,,,,,,,
170,New Jersey Devils,John Blessman,CA,D,,1987,,Toronto (OHL),,,,,,,,,,,,,,
171,Vancouver Canucks,Greg Daly,US,D,,1987,,New Hampton School (High-NH),,,,,,,,,,,,,,
172,Minnesota North Stars,Jarmo Myllys,FI,G,22,1987,1992,Lukko Rauma (Finland),39,0,1,1,0,4,39,4,27,1,0.859,5.23,3.6,
173,Pittsburgh Penguins,Jack MacDougall,US,RW,,1987,,New Prep (High-MA),,,,,,,,,,,,,,
174,Los Angeles Kings,Jeff Gawlicki,CA,LW,,1987,,Northern Michigan (WCHA),,,,,,,,,,,,,,
175,Toronto Maple Leafs,Brian Blad,CA,D,,1987,,Belleville (OHL),,,,,,,,,,,,,,
176,Chicago Blackhawks,Lance Werness,US,RW,,1987,,Burnsville (High-MN),,,,,,,,,,,,,,
177,Quebec Nordiques,Jaroslav Sevcik,CZ,LW,22,1987,1990,Zetor Brno (Czech),13,0,2,2,-5,2,,,,,,,-0.3,
178,New York Rangers,Eric Burrill,US,RW,,1987,,Tartan (High-MA),,,,,,,,,,,,,,
179,Detroit Red Wings,Mikko Haapakoski,FI,D,,1987,,Karpat Oulu (Finland),,,,,,,,,,,,,,
180,St. Louis Blues,Robert Dumas,CA,D,,1987,,Seattle (WHL),,,,,,,,,,,,,,
181,New York Islanders,Shawn Howard,US,D,,1987,,Penticton (BCHL),,,,,,,,,,,,,,
182,Boston Bruins,Paul Ohman,US,D,,1987,,St. John (High-MA),,,,,,,,,,,,,,
183,Quebec Nordiques,Ladislav Tresl,CZ,C,,1987,,Zetor Brno (Czech),,,,,,,,,,,,,,
184,Winnipeg Jets,Jim Fernholz,CA,RW,,1987,,White Bear Lake (High-MN),,,,,,,,,,,,,,
185,Montreal Canadiens,Eric Tremblay,CA,D,,1987,,Drummondville (QMJHL),,,,,,,,,,,,,,
186,Hartford Whalers,Joe Day,US,C,19,1987,1994,St. Lawrence (ECAC),72,1,10,11,-17,87,,,,,,,-1.4,
187,Calgary Flames,Mark Osiecki,US,D,19,1987,1993,Wisconsin (WCHA),93,3,11,14,-24,43,,,,,,,2.3,
188,Philadelphia Flyers,Bruce McDonald,US,RW,,1987,,Loomis Chaffee (High-CT),,,,,,,,,,,,,,
189,Edmonton Oilers,Gavin Armstrong,CA,G,,1987,,RPI (ECAC),,,,,,,,,,,,,,
190,Buffalo Sabres,Ian Herbers,CA,D,20,1987,2000,Swift Current (WHL),65,0,5,5,-12,79,,,,,,,0.8,
191,New Jersey Devils,Peter Fry,CA,G,,1987,,Victoria (WHL),,,,,,,,,,,,,,
192,Vancouver Canucks,John Fletcher,US,G,,1987,,Clarkson (ECAC),,,,,,,,,,,,,,
193,Minnesota North Stars,Larry Olimb,US,D,,1987,,Warroad (High-MN),,,,,,,,,,,,,,
194,Pittsburgh Penguins,Daryn McBride,CA,C,,1987,,Denver (WCHA),,,,,,,,,,,,,,
195,Los Angeles Kings,John Preston,US,C,,1987,,Boston University (H-East),,,,,,,,,,,,,,
196,Toronto Maple Leafs,Ron Bernacci,CA,C,,1987,,Hamilton (OHL),,,,,,,,,,,,,,
197,Chicago Blackhawks,Dale Marquette,CA,LW,,1987,,Brandon (WHL),,,,,,,,,,,,,,
198,Quebec Nordiques,Darren Nauss,CA,RW,,1987,,N. Battleford (SJHL),,,,,,,,,,,,,,
199,New York Rangers,David Porter,US,LW,,1987,,Northern Michigan (WCHA),,,,,,,,,,,,,,
200,Detroit Red Wings,Darin Bannister,CA,D,,1987,,Illinois-Chicago (CCHA),,,,,,,,,,,,,,
201,St. Louis Blues,David Marvin,US,D,,1987,,Warroad (High-MN),,,,,,,,,,,,,,
202,New York Islanders,John Herlihy,US,RW,,1987,,Babson College,,,,,,,,,,,,,,
203,Boston Bruins,Casey Jones,CA,C,,1987,,Cornell (ECAC),,,,,,,,,,,,,,
204,Washington Capitals,Chris Clarke,CA,D,,1987,,Pembroke (CCHL),,,,,,,,,,,,,,
205,New York Rangers,Brett Barnett,CA,RW,,1987,,Wexford Jr. B (MJHL),,,,,,,,,,,,,,
206,Montreal Canadiens,Barry McKinlay,CA,D,,1987,,Illinois-Chicago (CCHA),,,,,,,,,,,,,,
207,St. Louis Blues,Andy Cesarski,US,D,,1987,,Culver Military Academy (High-IN),,,,,,,,,,,,,,
208,Calgary Flames,William Sedergren,US,D,,1987,,Springfield Jr. B,,,,,,,,,,,,,,
209,Philadelphia Flyers,Steve Morrow,US,D,,1987,,Westminster,,,,,,,,,,,,,,
210,Edmonton Oilers,Mike Tinkham,US,RW,,1987,,Newburyport,,,,,,,,,,,,,,
211,Buffalo Sabres,David Littman,US,G,20,1987,1993,Boston College (H-East),3,0,0,0,0,0,3,0,2,0,0.794,5.95,-0.1,
212,New Jersey Devils,Alain Charland,CA,C,,1987,,Drummondville (QMJHL),,,,,,,,,,,,,,
213,Vancouver Canucks,Roger Hansson,SE,LW,,1987,,Rogle Angelholm (Sweden),,,,,,,,,,,,,,
214,Minnesota North Stars,Mark Felicio,US,G,,1987,,Northwood School (High-NY),,,,,,,,,,,,,,
215,Pittsburgh Penguins,Mark Carlson,US,LW,,1987,,Philadelphia Jrs.,,,,,,,,,,,,,,
216,Los Angeles Kings,Rostislav Vlach,CZ,RW,,1987,,Gottwaldov (Czech),,,,,,,,,,,,,,
217,Toronto Maple Leafs,Ken Alexander,US,D,,1987,,Hamilton (OHL),,,,,,,,,,,,,,
218,Chicago Blackhawks,Bill Lacouture,US,RW,,1987,,Natick (High-MA),,,,,,,,,,,,,,
219,Quebec Nordiques,Mike Williams,US,G,,1987,,Ferris State (CCHA),,,,,,,,,,,,,,
220,New York Rangers,Lance Marciano,US,D,,1987,,Choate Academy (High-CT),,,,,,,,,,,,,,
221,Detroit Red Wings,Craig Quinlan,US,D,,1987,,Hill Murray (High-MN),,,,,,,,,,,,,,
222,St. Louis Blues,Dan Rolfe,US,D,,1987,,Brockville (CCHL),,,,,,,,,,,,,,
223,New York Islanders,Michael Erickson,US,D,,1987,,St. John's (High-MA),,,,,,,,,,,,,,
224,Boston Bruins,Eric Lemarque,US,RW,,1987,,Northern Michigan (WCHA),,,,,,,,,,,,,,
225,Washington Capitals,Milos Vanik,DE,C,,1987,,EHC Freiburg,,,,,,,,,,,,,,
226,Winnipeg Jets,Roger Rougelot,US,G,,1987,,Madison,,,,,,,,,,,,,,
227,Montreal Canadiens,Ed Ronan,US,RW,19,1987,1997,Andover (High-MA),182,13,23,36,3,101,,,,,,,-0.7,
228,Hartford Whalers,Kevin Sullivan,US,RW,,1987,,Princeton (ECAC),,,,,,,,,,,,,,
229,Calgary Flames,Peter Hasselblad,SE,D,,1987,,Orebro (Sweden-2),,,,,,,,,,,,,,
