Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
26,Tampa Bay Lightning,Drew Bannister,CA,D,18,1992,2002,Sault Ste. Marie (OHL),164,5,25,30,-38,161,,,,,,,5.4,
27,Winnipeg Jets,Boris Mironov,RU,D,20,1992,2004,CSKA Moscow (Russia),716,76,231,307,-57,891,,,,,,,50.7,
28,Quebec Nordiques,Paul Brousseau,CA,RW,18,1992,2001,Hull (QMJHL),26,1,3,4,-3,29,,,,,,,-0.3,
29,Quebec Nordiques,Tuomas Gronman,FI,D,18,1992,1998,Tacoma (WHL),38,1,3,4,-1,38,,,,,,,1.7,
30,Calgary Flames,Chris O'Sullivan,US,D,18,1992,2003,Catholic Memorial (High-MA),62,2,17,19,5,16,,,,,,,3.9,
31,Philadelphia Flyers,Denis Metlyuk,RU,C,,1992,,Lada Togliatti (KHL),,,,,,,,,,,,,,
32,Washington Capitals,Jim Carey,US,G,18,1992,1999,Catholic Memorial (High-MA),172,0,1,1,0,8,172,79,65,16,0.898,2.58,20.5,
33,Montreal Canadiens,Valeri Bure,RU,RW,18,1992,2004,Spokane (WHL),621,174,226,400,-33,221,,,,,,,39,
34,Minnesota North Stars,Jarkko Varvio,FI,RW,20,1992,1995,HPK Hameenlinna (Finland),13,3,4,7,2,4,,,,,,,0.6,
35,Buffalo Sabres,Jozef Cierny,SK,LW,18,1992,1994,ZTK Zvolen (Slovakia),1,0,0,0,-1,0,,,,,,,-0.1,
36,Chicago Blackhawks,Jeff Shantz,CA,C,18,1992,2003,Regina (WHL),642,72,139,211,-1,341,,,,,,,11.2,
37,Edmonton Oilers,Martin Reichel,CZ,RW,,1992,,Freiburg (Germany),,,,,,,,,,,,,,
38,St. Louis Blues,Igor Korolev,RU,C,22,1992,2004,Dynamo Moscow (Russia),795,119,227,346,-29,330,,,,,,,22.9,
39,Los Angeles Kings,Justin Hocking,CA,D,18,1992,1994,Spokane (WHL),1,0,0,0,0,0,,,,,,,0,
40,Vancouver Canucks,Michael Peca,CA,C,18,1992,2009,Ottawa (OHL),864,176,289,465,66,798,,,,,,,42.2,
41,Chicago Blackhawks,Sergei Klimovich,RU,C,18,1992,1997,Dynamo Moscow (Russia),1,0,0,0,0,2,,,,,,,0,
42,New Jersey Devils,Sergei Brylin,RU,LW,18,1992,2008,CSKA Moscow (Russia),765,129,179,308,49,273,,,,,,,28,
43,Pittsburgh Penguins,Marc Hussey,CA,D,,1992,,Moose Jaw (WHL),,,,,,,,,,,,,,
44,Montreal Canadiens,Keli Corpse,CA,C,,1992,,Kingston (OHL),,,,,,,,,,,,,,
45,Vancouver Canucks,Mike Fountain,CA,G,20,1992,2001,Oshawa (OHL),11,0,0,0,0,2,11,2,6,0,0.88,3.49,0.7,
46,Detroit Red Wings,Darren McCarty,CA,RW,20,1992,2009,Bellevile,758,127,161,288,61,1477,,,,,,,24.5,
47,Hartford Whalers,Andrei Nikolishin,RU,C,19,1992,2004,Dynamo Moscow (Russia),628,93,187,280,23,270,,,,,,,21.6,
48,New York Rangers,Mattias Norstrom,SE,D,20,1992,2008,AIK Solna (Sweden),903,18,147,165,8,661,,,,,,,40.1,
49,Tampa Bay Lightning,Brent Gretzky,CA,C,20,1992,1995,Belleville (OHL),13,1,3,4,-2,2,,,,,,,0.1,
50,Ottawa Senators,Patrick Traverse,CA,D,18,1992,2006,Shawinigan (QMJHL),279,14,51,65,2,113,,,,,,,14.1,
51,San Jose Sharks,Alexander Cherbayev,RU,LW,,1992,,Khimik Voskresensk (Russia-2),,,,,,,,,,,,,,
52,Quebec Nordiques,Manny Fernandez,CA,G,18,1992,2009,Laval (QMJHL),325,0,6,6,0,40,325,143,123,35,0.912,2.5,59.4,
53,Washington Capitals,Stefan Ustorf,DE,C,18,1992,1997,ESV Kaufbeuren (German-2),54,7,10,17,5,16,,,,,,,0.9,
54,Calgary Flames,Mathias Johansson,SE,C,18,1992,2003,Farjestad (Sweden),58,5,10,15,-14,16,,,,,,,0.4,
55,Boston Bruins,Sergei Zholtok,LV,C,19,1992,2004,Riga (Latvia-Jr.),588,111,147,258,-35,166,,,,,,,24.3,
56,New York Islanders,Jarrett Deuling,CA,LW,18,1992,1997,Kamloops (WHL),15,0,1,1,-1,11,,,,,,,-0.3,
57,Hartford Whalers,Jan Vopat,CZ,D,19,1992,2000,Chemopetrol Litvinov (Russia),126,11,20,31,15,70,,,,,,,7.8,
58,Minnesota North Stars,Jeff Bes,CA,C,,1992,,Guelph (OHL),,,,,,,,,,,,,,
59,Buffalo Sabres,Ondrej Steiner,CZ,C,,1992,,Skoda Plzen (Czech),,,,,,,,,,,,,,
60,Winnipeg Jets,Jeremy Stevenson,US,LW,18,1992,2006,Cornwall (OHL),207,19,19,38,-6,451,,,,,,,2.2,
61,Edmonton Oilers,Simon Roy,CA,D,,1992,,Shawinigan (QMJHL),,,,,,,,,,,,,,
62,St. Louis Blues,Vitali Karamnov,RU,LW,24,1992,1995,Dynamo Moscow (Russia),92,12,20,32,2,65,,,,,,,1.4,
63,Los Angeles Kings,Sandy Allan,BS,G,,1992,,North Bay (OHL),,,,,,,,,,,,,,
64,St. Louis Blues,Vitali Prokhorov,RU,LW,25,1992,1995,Spartak Moscow (KHL),83,19,11,30,-9,35,,,,,,,1.8,
65,Edmonton Oilers,Kirk Maltby,CA,RW,19,1992,2010,Owen Sound (OHL),1072,128,132,260,18,867,,,,,,,14.5,
66,New Jersey Devils,Cale Hulse,CA,D,18,1992,2006,Portland (WHL),619,16,79,95,-65,1000,,,,,,,21.3,
67,Pittsburgh Penguins,Travis Thiessen,CA,D,,1992,,Moose Jaw (WHL),,,,,,,,,,,,,,
68,Montreal Canadiens,Craig Rivet,CA,D,18,1992,2011,Kingston (OHL),923,50,187,237,-4,1171,,,,,,,52.2,
69,Vancouver Canucks,Jeff Connolly,US,C,,1992,,St. Sebastian's (High-MA),,,,,,,,,,,,,,
70,Detroit Red Wings,Sylvain Cloutier,CA,C,18,1992,1999,Guelph (OHL),7,0,0,0,-1,0,,,,,,,-0.1,
71,Washington Capitals,Martin Gendron,CA,RW,18,1992,1998,St. Hyacinthe (QMJHL),30,4,2,6,-3,10,,,,,,,0.1,
72,New York Rangers,Eric Cairns,CA,D,18,1992,2007,Detroit (OHL),457,10,32,42,-45,1182,,,,,,,8.2,
73,Ottawa Senators,Radek Hamr,CZ,D,18,1992,1994,Sparta Praha (Czech),11,0,0,0,-14,0,,,,,,,-0.5,
74,Tampa Bay Lightning,Aaron Gavey,CA,C,18,1992,2006,Sault Ste. Marie (OHL),360,41,50,91,-52,272,,,,,,,4,
75,San Jose Sharks,Jan Caloun,CZ,RW,19,1992,2001,Chemopetrol Litvinov (Russia),24,8,6,14,-6,2,,,,,,,1.2,
76,Quebec Nordiques,Ian McIntyre,CA,D,,1992,,Beauport (QMJHL),,,,,,,,,,,,,,
77,Toronto Maple Leafs,Nikolai Borschevsky,RU,RW,27,1992,1996,Spartak Moscow (KHL),162,49,73,122,42,44,,,,,,,10.9,
78,Calgary Flames,Robert Svehla,SK,D,23,1992,2003,Dukla Trencin (Slovakia),655,68,267,335,-5,649,,,,,,,58,
79,Hartford Whalers,Kevin Smyth,CA,LW,18,1992,1996,Moose Jaw (WHL),58,6,8,14,-9,31,,,,,,,0,
80,Buffalo Sabres,Dean Melanson,CA,D,18,1992,2002,St. Hyacinthe (QMJHL),9,0,0,0,0,8,,,,,,,0.3,
81,Hartford Whalers,Jason McBain,US,D,18,1992,1997,Portland (WHL),9,0,0,0,-5,0,,,,,,,-0.1,
82,Montreal Canadiens,Louis Bernard,CA,D,,1992,,Drummondville (QMJHL),,,,,,,,,,,,,,
83,Buffalo Sabres,Matthew Barnaby,CA,RW,19,1992,2007,Beauport (QMJHL),834,113,187,300,5,2562,,,,,,,22.9,
84,Winnipeg Jets,Mark Visheau,CA,D,19,1992,1999,London (OHL),29,1,3,4,-7,107,,,,,,,0.4,
85,New York Rangers,Chris Ferraro,US,C,19,1992,2002,Waterloo (USHL),74,7,9,16,-2,57,,,,,,,0.5,
86,St. Louis Blues,Lee Leslie,CA,LW,,1992,,Prince Albert (WHL),,,,,,,,,,,,,,
87,Los Angeles Kings,Kevin Brown,GB,RW,18,1992,2000,Belleville (OHL),64,7,9,16,-19,28,,,,,,,0.1,
88,Minnesota North Stars,Jere Lehtinen,FI,RW,19,1992,2010,Kiekko-Espoo (Finland),875,243,271,514,176,210,,,,,,,59.1,
89,Chicago Blackhawks,Andy MacIntyre,CA,LW,,1992,,Saskatoon (WHL),,,,,,,,,,,,,,
90,New Jersey Devils,Vitali Tomilin,RU,C,,1992,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
91,Pittsburgh Penguins,Todd Klassen,CA,D,,1992,,Tri-City (WHL),,,,,,,,,,,,,,
92,Montreal Canadiens,Marc Lamothe,CA,G,18,1992,2004,Kingston (OHL),4,0,0,0,0,0,4,2,1,1,0.88,3.24,0.3,
93,Vancouver Canucks,Brent Tully,CA,D,,1992,,Peterborough (OHL),,,,,,,,,,,,,,
94,New Jersey Devils,Scott McCabe,US,D,,1992,,GPD Midgets,,,,,,,,,,,,,,
95,Toronto Maple Leafs,Mark Raiter,CA,D,,1992,,Saskatoon (WHL),,,,,,,,,,,,,,
96,Edmonton Oilers,Ralph Intranuovo,CA,C,18,1992,1997,Sault Ste. Marie (OHL),22,2,4,6,-3,4,,,,,,,0.1,
97,Tampa Bay Lightning,Brantt Myhres,CA,RW,18,1992,2003,Lethbridge (WHL),154,6,2,8,-9,687,,,,,,,-1.5,
98,Ottawa Senators,Daniel Guerard,CA,RW,18,1992,1995,Victoriaville (QMJHL),2,0,0,0,0,0,,,,,,,0,
99,San Jose Sharks,Marcus Ragnarsson,SE,D,21,1992,2004,Djurgarden (Sweden),632,37,140,177,-8,482,,,,,,,37.3,
100,Quebec Nordiques,Charlie Wasley,US,D,,1992,,St. Paul (USHL),,,,,,,,,,,,,,
101,Toronto Maple Leafs,Janne Gronvall,FI,D,,1992,,Lukko Rauma (Finland),,,,,,,,,,,,,,
102,Calgary Flames,Sami Helenius,FI,D,18,1992,2003,Jokerit Helsinki (KHL),155,2,4,6,-8,260,,,,,,,2,
103,Philadelphia Flyers,Vladislav Buljin,RU,D,,1992,,Dizelist Penza,,,,,,,,,,,,,,
104,New York Islanders,Thomas Klimt,CZ,C,,1992,,Skoda Plzen (Czech),,,,,,,,,,,,,,
105,New York Islanders,Ryan Duthie,CA,C,,1992,,Spokane (WHL),,,,,,,,,,,,,,
106,Toronto Maple Leafs,Chris Deruiter,CA,RW,,1992,,Kingston (MJHL),,,,,,,,,,,,,,
107,Buffalo Sabres,Markus Ketterer,FI,G,,1992,,Jokerit Helsinki (KHL),,,,,,,,,,,,,,
108,Buffalo Sabres,Yuri Khmylev,RU,LW,28,1992,1997,Krylja Sovetov (Russia),263,64,88,152,9,133,,,,,,,12.1,
109,Edmonton Oilers,Joaquin Gage,CA,G,18,1992,2001,Portland (WHL),23,0,1,1,0,4,23,4,12,1,0.87,3.74,1.4,
110,Vancouver Canucks,Brian Loney,CA,RW,20,1992,1996,Ohio State (CCHA),12,2,3,5,2,6,,,,,,,0.3,
111,Los Angeles Kings,Jeff Shevalier,CA,LW,18,1992,2000,North Bay (OHL),32,5,9,14,-6,8,,,,,,,0.9,
112,Boston Bruins,Scott Bailey,CA,G,20,1992,1997,Spokane (WHL),19,0,0,0,0,0,19,6,6,2,0.876,3.42,1.4,
113,Chicago Blackhawks,Tim Hogan,CA,D,,1992,,Michigan (CCHA),,,,,,,,,,,,,,
114,New Jersey Devils,Ryan Black,CA,LW,,1992,,Peterborough (OHL),,,,,,,,,,,,,,
115,Pittsburgh Penguins,Philippe DeRouville,CA,G,18,1992,1997,Verdun (QMJHL),3,0,0,0,0,0,3,1,2,0,0.903,3.16,0.5,
116,Montreal Canadiens,Don Chase,US,C,,1992,,Springfield Jr. B,,,,,,,,,,,,,,
117,Vancouver Canucks,Adrian Aucoin,CA,D,19,1992,2013,Boston University (H-East),1108,121,278,399,46,793,,,,,,,80.9,
118,Detroit Red Wings,Mike Sullivan,US,C,,1992,,Reading (High-MA),,,,,,,,,,,,,,
119,Washington Capitals,John Varga,US,LW,,1992,,Tacoma (WHL),,,,,,,,,,,,,,
120,New York Rangers,Dmitri Starostenko,RU,LW,,1992,,CSKA Moscow (Russia),,,,,,,,,,,,,,
121,Ottawa Senators,Al Sinclair,CA,D,,1992,,Michigan (CCHA),,,,,,,,,,,,,,
122,Tampa Bay Lightning,Martin Tanguay,CA,C,,1992,,Verdun (QMJHL),,,,,,,,,,,,,,
123,San Jose Sharks,Michal Sykora,CZ,D,19,1992,2001,Tacoma (WHL),267,15,54,69,-16,185,,,,,,,13.2,
124,Quebec Nordiques,Paxton Schulte,CA,LW,20,1992,1997,Spokane (WHL),2,0,0,0,1,4,,,,,,,0,
125,Toronto Maple Leafs,Mikael Hakansson,SE,C,,1992,,Nacka (Sweden),,,,,,,,,,,,,,
126,Calgary Flames,Ravil Yakubov,RU,C,,1992,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
127,Philadelphia Flyers,Roman Zolotov,RU,D,,1992,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
128,New York Islanders,Derek Armstrong,CA,C,19,1992,2010,Sudbury (OHL),477,72,149,221,-2,355,,,,,,,18.9,
129,Calgary Flames,Joel Bouchard,CA,D,18,1992,2006,Verdun (QMJHL),364,22,53,75,-43,264,,,,,,,15.1,
130,Minnesota North Stars,Michael Johnson,CA,D,,1992,,Ottawa (OHL),,,,,,,,,,,,,,
131,Buffalo Sabres,Paul Rushforth,CA,C,,1992,,North Bay (OHL),,,,,,,,,,,,,,
132,Winnipeg Jets,Alexander Alexeyev,RU,D,,1992,,Sokol Kiev (Russia),,,,,,,,,,,,,,
133,Boston Bruins,Jiri Dopita,CZ,C,23,1992,2003,DS Olomouc (Czech-2),73,12,21,33,5,19,,,,,,,3.1,
134,St. Louis Blues,Bob Lachance,US,RW,,1992,,Springfield Jr. B,,,,,,,,,,,,,,
135,Los Angeles Kings,Rem Murray,CA,C/LW,19,1992,2006,Michigan State (CCHA),560,94,121,215,1,161,,,,,,,17.8,
136,Boston Bruins,Grigori Panteleev,RU,LW,19,1992,1996,Riga (Latvia-Jr.),54,8,6,14,-11,12,,,,,,,0,
137,Chicago Blackhawks,Gerry Skrypec,CA,D,,1992,,Ottawa (OHL),,,,,,,,,,,,,,
138,New Jersey Devils,Dan Trebil,US,D,18,1992,2001,Bloomington-Jefferson (High-MN),85,4,4,8,-3,32,,,,,,,2.3,
139,Pittsburgh Penguins,Artem Kopot,RU,D,,1992,,Traktor Chelyabinsk (KHL),,,,,,,,,,,,,,
140,Montreal Canadiens,Martin Sychra,CZ,C,,1992,,Zetor Brno (Czech),,,,,,,,,,,,,,
141,Vancouver Canucks,Jason Clark,CA,C,,1992,,St. Thomas Jr. B (GOJHL),,,,,,,,,,,,,,
142,Detroit Red Wings,Jason MacDonald,CA,RW,18,1992,2004,Owen Sound (OHL),4,0,0,0,-1,19,,,,,,,-0.1,
143,Hartford Whalers,Jarrett Reid,CA,C,,1992,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
144,New York Rangers,David Dal Grande,CA,D,,1992,,Ottawa (CCHL),,,,,,,,,,,,,,
145,Tampa Bay Lightning,Derek Wilkinson,CA,G,18,1992,1999,Detroit (OHL),22,0,0,0,0,2,22,3,12,3,0.874,3.67,1.2,
146,Ottawa Senators,Jaroslav Miklenda,CZ,G,,1992,,DS Olomouc (Czech-2),,,,,,,,,,,,,,
147,San Jose Sharks,Eric Bellerose,CA,LW,,1992,,Trois-Rivieres (QMJHL),,,,,,,,,,,,,,
148,Quebec Nordiques,Martin Lepage,CA,D,,1992,,Hull (QMJHL),,,,,,,,,,,,,,
149,Toronto Maple Leafs,Patrik Augusta,CZ,RW,22,1992,1999,Dukla Jihlava (Czech-2),4,0,0,0,0,0,,,,,,,-0.1,
150,Calgary Flames,Pavel Rajnoha,CZ,D,,1992,,ZPS Zlin (Czech),,,,,,,,,,,,,,
151,Philadelphia Flyers,Kirk Daubenspeck,US,G,,1992,,Culver Military Academy (High-IN),,,,,,,,,,,,,,
152,New York Islanders,Vladimir Grachev,RU,LW,,1992,,Dynamo-2 Moscow (Russia),,,,,,,,,,,,,,
153,Hartford Whalers,Ken Belanger,CA,LW,18,1992,2006,Ottawa (OHL),248,11,12,23,-19,695,,,,,,,-0.2,
154,Minnesota North Stars,Kyle Peterson,CA,C,,1992,,Thunder Bay (USHL),,,,,,,,,,,,,,
155,Winnipeg Jets,Artur Oktyabrev,RU,D,,1992,,CSKA Moscow (Russia),,,,,,,,,,,,,,
156,Winnipeg Jets,Andrei Raisky,RU,C,,1992,,Torpedo Ust-Kamenogorsk (Russia-2),,,,,,,,,,,,,,
157,Edmonton Oilers,Steve Gibson,CA,LW,,1992,,Windsor (OHL),,,,,,,,,,,,,,
158,St. Louis Blues,Ian Laperriere,CA,RW,18,1992,2010,Drummondville (QMJHL),1083,121,215,336,-44,1956,,,,,,,18.2,
159,New York Islanders,Steve O'Rourke,CA,RW,,1992,,Tri-City (WHL),,,,,,,,,,,,,,
160,St. Louis Blues,Lance Burns,CA,C,,1992,,Lethbridge (WHL),,,,,,,,,,,,,,
161,Chicago Blackhawks,Mike Prokopec,CA,RW,18,1992,1997,Cornwall (OHL),15,0,0,0,-5,11,,,,,,,-0.6,
162,New Jersey Devils,Geordie Kinnear,CA,D,19,1992,2000,Peterborough (OHL),4,0,0,0,-1,13,,,,,,,0,
163,Pittsburgh Penguins,Jan Alinc,CZ,LW,,1992,,Chemopetrol Litvinov (Russia),,,,,,,,,,,,,,
164,Montreal Canadiens,Christian Proulx,CA,D,18,1992,1994,St. Jean (QMJHL),7,1,2,3,0,20,,,,,,,0.5,
165,Vancouver Canucks,Scott Hollis,CA,RW,,1992,,Oshawa (OHL),,,,,,,,,,,,,,
166,Detroit Red Wings,Greg Scott,CA,G,,1992,,Niagara Falls (OHL),,,,,,,,,,,,,,
167,Washington Capitals,Mark Matier,CA,D,,1992,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
168,New York Rangers,Matt Oates,US,LW,,1992,,Miami (Ohio) (CCHA),,,,,,,,,,,,,,
169,Ottawa Senators,Jay Kenney,US,D,,1992,,Canterbury (High-CT),,,,,,,,,,,,,,
170,Tampa Bay Lightning,Dennis Maxwell,US,C,,1992,,Niagara Falls (OHL),,,,,,,,,,,,,,
171,San Jose Sharks,Ryan Smith,CA,D,,1992,,Brandon (WHL),,,,,,,,,,,,,,
172,Quebec Nordiques,Mike Jickling,CA,C,,1992,,Spokane (WHL),,,,,,,,,,,,,,
173,Toronto Maple Leafs,Ryan VandenBussche,CA,RW,19,1992,2006,Cornwall (OHL),310,10,10,20,-35,702,,,,,,,-2,
174,Calgary Flames,Ryan Mulhern,US,C,19,1992,1998,Canterbury (High-CT),3,0,0,0,0,0,,,,,,,-0.1,
175,Philadelphia Flyers,Claude Jr. Jutras,CA,RW,,1992,,Hull (QMJHL),,,,,,,,,,,,,,
176,New York Islanders,Jason Widmer,CA,D,19,1992,1997,Lethbridge (WHL),7,0,1,1,0,7,,,,,,,0.3,
177,Hartford Whalers,Konstantin Korotkov,RU,C,,1992,,Spartak Moscow (KHL),,,,,,,,,,,,,,
178,Minnesota North Stars,Juha Lind,FI,C,18,1992,2001,Jokerit Helsinki Jr. (Finland-Jr.),133,9,13,22,-3,20,,,,,,,0.9,
179,Buffalo Sabres,Dean Tiltgen,CA,C,,1992,,Tri-City (WHL),,,,,,,,,,,,,,
180,St. Louis Blues,Igor Boldin,RU,C,,1992,,Spartak Moscow (KHL),,,,,,,,,,,,,,
181,Edmonton Oilers,Kyuin Shim,CA,RW,,1992,,Sherwook Park (AJHL),,,,,,,,,,,,,,
182,St. Louis Blues,Nick Naumenko,US,D,,1992,,Dubuque (USHL),,,,,,,,,,,,,,
183,Detroit Red Wings,Justin Krall,US,D,,1992,,Omaha (USHL),,,,,,,,,,,,,,
184,Boston Bruins,Kurt Seher,CA,D,,1992,,Seattle (WHL),,,,,,,,,,,,,,
185,Chicago Blackhawks,Layne Roland,CA,RW,,1992,,Portland (WHL),,,,,,,,,,,,,,
186,New Jersey Devils,Stephane Yelle,CA,C,18,1992,2010,Oshawa (OHL),991,96,169,265,7,490,,,,,,,12.2,
187,Pittsburgh Penguins,Fran Bussey,US,C,,1992,,Duluth East (High-MN),,,,,,,,,,,,,,
188,Montreal Canadiens,Michael Burman,CA,D,,1992,,North Bay (OHL),,,,,,,,,,,,,,
189,Detroit Red Wings,C. J. Denomme,CA,G,,1992,,Kitchener (OHL),,,,,,,,,,,,,,
190,Edmonton Oilers,Colin Schmidt,CA,C,,1992,,Regina Midgets,,,,,,,,,,,,,,
191,Washington Capitals,Mike Mathers,CA,LW,,1992,,Kamloops (WHL),,,,,,,,,,,,,,
192,New York Rangers,Mickey Elick,CA,D,,1992,,Calgary (AJHL),,,,,,,,,,,,,,
193,Tampa Bay Lightning,Andrew Kemper,CA,D,,1992,,Seattle (WHL),,,,,,,,,,,,,,
194,Ottawa Senators,Claude Savoie,CA,RW,,1992,,Victoriaville (QMJHL),,,,,,,,,,,,,,
195,San Jose Sharks,Chris Burns,CA,G,,1992,,Thunder Bay (USHL),,,,,,,,,,,,,,
196,Quebec Nordiques,Steve Passmore,CA,G,19,1992,2004,Victoria (WHL),93,0,2,2,0,21,93,23,44,12,0.895,2.79,10.9,
197,Toronto Maple Leafs,Wayne Clarke,CA,RW,,1992,,RPI (ECAC),,,,,,,,,,,,,,
198,Calgary Flames,Brandon Carper,US,D,,1992,,Bowling Green (CCHA),,,,,,,,,,,,,,
199,Philadelphia Flyers,Jonas Hakansson,SE,LW,,1992,,Malmo (Sweden),,,,,,,,,,,,,,
200,New York Islanders,Daniel Paradis,CA,C,,1992,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
201,Hartford Whalers,Greg Zwakman,US,D,,1992,,Edina (High-MN),,,,,,,,,,,,,,
202,Minnesota North Stars,Lars Edstrom,SE,LW,,1992,,Lulea (Sweden),,,,,,,,,,,,,,
203,Buffalo Sabres,Todd Simon,CA,C,20,1992,1994,Niagara Falls (OHL),15,0,1,1,-3,0,,,,,,,-0.4,
204,Winnipeg Jets,Nikolai Khabibulin,RU,G,19,1992,2014,CSKA Moscow (Russia),799,0,18,18,0,134,799,333,334,97,0.907,2.72,132.4,
205,Edmonton Oilers,Marko Tuomainen,FI,RW,20,1992,2002,Clarkson (ECAC),79,9,9,18,-12,84,,,,,,,0.6,
206,St. Louis Blues,Todd Harris,CA,D,,1992,,Tri-City (WHL),,,,,,,,,,,,,,
207,Los Angeles Kings,Magnus Wernblom,SE,RW,,1992,,MoDo Ornskoldsvik (Sweden),,,,,,,,,,,,,,
208,Boston Bruins,Mattias Timander,SE,D,18,1992,2004,MoDo Ornskoldsvik (Sweden),419,13,57,70,-53,165,,,,,,,14.4,
209,Chicago Blackhawks,David Hymovitz,US,LW,,1992,,Thayer Academy (High-MA),,,,,,,,,,,,,,
210,New Jersey Devils,Jeff Toms,CA,C,18,1992,2003,Sault Ste. Marie (OHL),236,22,33,55,-33,59,,,,,,,2.1,
211,Pittsburgh Penguins,Brian Bonin,US,C,18,1992,2001,White Bear Lake (High-MN),12,0,0,0,-5,0,,,,,,,-0.4,
212,Montreal Canadiens,Earl Cronan,US,LW,,1992,,St. Mark's (High-MA),,,,,,,,,,,,,,
213,Vancouver Canucks,Sonny Mignacca,CA,G,,1992,,Medicine Hat (WHL),,,,,,,,,,,,,,
214,Detroit Red Wings,Jeff Walker,CA,D,,1992,,Peterborough (OHL),,,,,,,,,,,,,,
215,Washington Capitals,Brian Stagg,CA,RW,,1992,,Kingston (OHL),,,,,,,,,,,,,,
216,New York Rangers,Daniel Brierley,US,D,,1992,,Choate Academy (High-CT),,,,,,,,,,,,,,
217,Ottawa Senators,Jake Grimes,CA,C,,1992,,Belleville (OHL),,,,,,,,,,,,,,
218,Tampa Bay Lightning,Marc Tardif,CA,LW,,1992,,Shawinigan (QMJHL),,,,,,,,,,,,,,
