Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
98,Dallas Stars,Jamie Wright\wrighja01,CA,LW,18,1994,2003,Guelph (OHL),124,12,20,32,12,54,,,,,,,2.8,
99,Boston Bruins,Eric Nickulas\nickuer01,US,RW,19,1994,2006,Cushing Academy (High-MA),118,15,23,38,-11,82,,,,,,,3.2,
100,New York Rangers,Alexander Korobolin,RU,D,,1994,,Traktor Chelyabinsk (KHL),,,,,,,,,,,,,,
101,Philadelphia Flyers,Sebastien Vallee,CA,C,,1994,,Victoriaville (QMJHL),,,,,,,,,,,,,,
102,Pittsburgh Penguins,Tom O'Connor,US,D,,1994,,Springfield Jr. B,,,,,,,,,,,,,,
103,New Jersey Devils,Zdenek Skorepa,CZ,RW,,1994,,Chemopetrol Litvinov (Russia),,,,,,,,,,,,,,
104,New York Rangers,Sylvain Blouin\blouisy01,CA,LW,20,1994,2003,Laval (QMJHL),115,3,4,7,-20,336,,,,,,,-1,
105,Florida Panthers,Dave Geris,CA,D,,1994,,Windsor (OHL),,,,,,,,,,,,,,
106,Anaheim Ducks,Pavel Trnka\trnkapa01,CZ,D,18,1994,2004,Skoda Plzen (Czech),411,14,63,77,-12,323,,,,,,,18.5,
107,Calgary Flames,Nils Ekman\ekmanni01,SE,LW,18,1994,2007,Hammarby,264,60,91,151,13,188,,,,,,,15.9,
108,Winnipeg Jets,Craig Mills\millscr01,CA,RW,18,1994,1999,Belleville (OHL),31,0,5,5,-1,36,,,,,,,-0.2,
109,Hartford Whalers,Ryan Risidore,CA,D,,1994,,Guelph (OHL),,,,,,,,,,,,,,
110,Edmonton Oilers,Jon Gaskins,US,D,,1994,,Dubuque Jr. B,,,,,,,,,,,,,,
111,Los Angeles Kings,Chris Schmidt\schmich01,CA,C/D,18,1994,2003,Seattle (WHL),10,0,2,2,-1,5,,,,,,,0,
112,New York Islanders,Mark McArthur,CA,G,,1994,,Guelph (OHL),,,,,,,,,,,,,,
113,Quebec Nordiques,Tony Tuzzolino\tuzzoto01,US,RW,18,1994,2002,Michigan State (CCHA),9,0,0,0,-4,7,,,,,,,-0.2,
114,Detroit Red Wings,Frederic Deschenes,CA,G,,1994,,Granby (QMJHL),,,,,,,,,,,,,,
115,San Jose Sharks,Brian Swanson\swansbr01,US,C,18,1994,2004,Omaha (USHL),70,4,13,17,-9,16,,,,,,,0.5,
116,New York Islanders,Albert O'Connell,US,LW,,1994,,St. Sebastian's (High-MA),,,,,,,,,,,,,,
117,Vancouver Canucks,Yanick Dube,CA,C,,1994,,Laval (QMJHL),,,,,,,,,,,,,,
118,Chicago Blackhawks,Marc Dupuis,CA,D,,1994,,Cornwall (OHL),,,,,,,,,,,,,,
119,Washington Capitals,Yanick Jean,CA,D,,1994,,Chicoutimi (QMJHL),,,,,,,,,,,,,,
120,St. Louis Blues,Edvin Frylen,SE,D,,1994,,Vasteras (Sweden-2),,,,,,,,,,,,,,
121,Buffalo Sabres,Sergei Klimentiev,UA,D,,1994,,Medicine Hat (WHL),,,,,,,,,,,,,,
122,Montreal Canadiens,Jimmy Drolet,CA,D,,1994,,St. Hyacinthe (QMJHL),,,,,,,,,,,,,,
123,Calgary Flames,Frank Appel,DE,D,,1994,,Dusseldorf (Germany),,,,,,,,,,,,,,
124,Dallas Stars,Marty Turco\turcoma01,CA,G,19,1994,2012,Cambridge Jr. B,543,0,22,22,0,168,543,275,167,66,0.91,2.36,83.9,
125,Boston Bruins,Darren Wright,CA,D,,1994,,Duncan,,,,,,,,,,,,,,
126,Toronto Maple Leafs,Mark Deyell,CA,C,,1994,,Saskatoon (WHL),,,,,,,,,,,,,,
127,Detroit Red Wings,Doug Battaglia,CA,LW,,1994,,Brockville (CCHL),,,,,,,,,,,,,,
128,Pittsburgh Penguins,Clint Johnson,US,LW,,1994,,Duluth East (High-MN),,,,,,,,,,,,,,
129,New Jersey Devils,Christian Gosselin,CA,D,,1994,,St. Hyacinthe (QMJHL),,,,,,,,,,,,,,
130,New York Rangers,Martin Ethier,CA,D,,1994,,Beauport (QMJHL),,,,,,,,,,,,,,
131,Ottawa Senators,Mike Gaffney,US,D,,1994,,St. John's (High-MA),,,,,,,,,,,,,,
132,Anaheim Ducks,Bates Battaglia\battaba01,US,LW,18,1994,2008,Caledon (MJHL),580,80,118,198,-34,385,,,,,,,14.3,
133,Ottawa Senators,Daniel Alfredsson\alfreda01,SE,RW,21,1994,2014,Vastra Frolunda (Sweden),1246,444,713,1157,155,510,,,,,,,133.6,
134,New Jersey Devils,Ryan Smart,US,C,,1994,,Meadville H.S. (High-PA),,,,,,,,,,,,,,
135,New York Rangers,Yuri Litvinov,UA,C,,1994,,Donetsk,,,,,,,,,,,,,,
136,Edmonton Oilers,Terry Marchant,US,LW,,1994,,Niagara (OJHL),,,,,,,,,,,,,,
137,Tampa Bay Lightning,Daniel Juden,US,RW,,1994,,Governor Dummer (High-MA),,,,,,,,,,,,,,
138,Tampa Bay Lightning,Bryce Salvador\salvabr01,CA,D,18,1994,2015,Lethbridge (WHL),786,24,86,110,-9,696,,,,,,,31.3,
139,Quebec Nordiques,Nicholas Windsor,CA,D,,1994,,Cornwall (OHL),,,,,,,,,,,,,,
140,Philadelphia Flyers,Alex Selivanov\selival01,RU,RW,23,1994,2001,Spartak Moscow (KHL),459,121,114,235,-57,379,,,,,,,22.3,
141,San Jose Sharks,Alexander Korolyuk\korolal01,RU,LW,18,1994,2004,Krylja Sovetov (Russia),296,62,80,142,26,140,,,,,,,16.1,
142,New York Islanders,Jason Stewart,US,RW,,1994,,Simley (High-MN),,,,,,,,,,,,,,
143,Winnipeg Jets,Steve Vezina,CA,G,,1994,,Montreal (QMJHL),,,,,,,,,,,,,,
144,Chicago Blackhawks,Jim Enson,CA,C,,1994,,Oshawa (OHL),,,,,,,,,,,,,,
145,Washington Capitals,Dmitri Mekeshkin,RU,D,,1994,,Avangard Omsk (KHL),,,,,,,,,,,,,,
146,Winnipeg Jets,Chris Kibermanis,CA,D,,1994,,Red Deer (WHL),,,,,,,,,,,,,,
147,Buffalo Sabres,Cal Benazic,CA,D,,1994,,Medicine Hat (WHL),,,,,,,,,,,,,,
148,Montreal Canadiens,Joel Irving,CA,C,,1994,,Regina Midgets,,,,,,,,,,,,,,
149,Calgary Flames,Patrick Haltia,SE,G,,1994,,Grums,,,,,,,,,,,,,,
150,Dallas Stars,Evgeny Petrochinin,RU,D,,1994,,Spartak Moscow (KHL),,,,,,,,,,,,,,
151,Boston Bruins,Andre Roy\royan01,US,RW,19,1994,2009,Chicoutimi (QMJHL),515,35,33,68,-17,1169,,,,,,,4.3,
152,Toronto Maple Leafs,Kam White,CA,D,,1994,,Newmarket (OHL),,,,,,,,,,,,,,
153,Detroit Red Wings,Pavel Agarkov,RU,RW,,1994,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
154,Pittsburgh Penguins,Valentin Morozov,RU,C,,1994,,CSKA Moscow (Russia),,,,,,,,,,,,,,
155,New Jersey Devils,Luciano Caravaggio,CA,G,,1994,,Michigan Tech (WCHA),,,,,,,,,,,,,,
156,New York Rangers,David Brosseau,CA,C,,1994,,Shawinigan (QMJHL),,,,,,,,,,,,,,
157,Florida Panthers,Matt O'Dette,CA,LW,,1994,,Kitchener (OHL),,,,,,,,,,,,,,
158,Anaheim Ducks,Rocky Welsing,US,D,,1994,,Wisconsin (USHL),,,,,,,,,,,,,,
159,Ottawa Senators,Doug Sproule,US,LW,,1994,,Hotchkiss (High-CT),,,,,,,,,,,,,,
160,Edmonton Oilers,Curtis Sheptak,CA,LW,,1994,,Leduc,,,,,,,,,,,,,,
161,Pittsburgh Penguins,Serge Aubin\aubinse01,CA,LW,19,1994,2006,Granby (QMJHL),374,44,64,108,-45,361,,,,,,,5.7,
162,Edmonton Oilers,Dmitri Shulga,RU,RW,,1994,,Tivali Minsk (Belarus-Jr.),,,,,,,,,,,,,,
163,Los Angeles Kings,Luc Gagne,CA,RW,,1994,,Sudbury (OHL),,,,,,,,,,,,,,
164,Tampa Bay Lightning,Chris Maillet,CA,D,,1994,,Moncton (QMJHL),,,,,,,,,,,,,,
165,Quebec Nordiques,Calvin Elfring,CA,D,,1994,,Powell River (BCHL),,,,,,,,,,,,,,
166,Philadelphia Flyers,Colin Forbes\forbeco01,CA,C,18,1994,2006,Sherwood Park (AJHL),311,33,28,61,-20,213,,,,,,,3,
167,San Jose Sharks,Sergei Gorbachev,RU,RW,,1994,,Dynamo Moscow (Russia),,,,,,,,,,,,,,
168,Buffalo Sabres,Steve Plouffe,CA,G,,1994,,Granby (QMJHL),,,,,,,,,,,,,,
169,Vancouver Canucks,Yuri Kuznetsov,RU,C,,1994,,Avangard Omsk (KHL),,,,,,,,,,,,,,
170,Chicago Blackhawks,Tyler Prosofsky,CA,C,,1994,,Tacoma (WHL),,,,,,,,,,,,,,
171,Washington Capitals,Daniel Reja,CA,C,,1994,,Toronto,,,,,,,,,,,,,,
172,St. Louis Blues,Roman Vopat\vopatro01,CZ,C,18,1994,1999,Chemopetrol Litvinov (Russia),133,6,14,20,-29,253,,,,,,,-1,
173,Buffalo Sabres,Shane Hnidy\hnidysh01,CA,D,18,1994,2011,Prince Albert (WHL),550,16,55,71,14,633,,,,,,,16.7,
174,Montreal Canadiens,Jessie Rezansoff,CA,RW,,1994,,Regina (WHL),,,,,,,,,,,,,,
175,Calgary Flames,Ladislav Kohn\kohnla01,CZ,RW,19,1994,2003,Swift Current (WHL),186,14,28,42,-41,125,,,,,,,0.4,
176,Buffalo Sabres,Steve Webb\webbst01,CA,RW,19,1994,2004,Peterborough (OHL),321,5,13,18,-34,532,,,,,,,-3.1,
177,Boston Bruins,Jeremy Schaefer,CA,LW,,1994,,Medicine Hat (WHL),,,,,,,,,,,,,,
178,Toronto Maple Leafs,Tommi Rajamaki,FI,D,,1994,,Assat Pori (Finland),,,,,,,,,,,,,,
179,Edmonton Oilers,Chris Wickenheiser,CA,G,,1994,,Red Deer (WHL),,,,,,,,,,,,,,
180,Pittsburgh Penguins,Drew Palmer,US,D,,1994,,Wayzata,,,,,,,,,,,,,,
181,New Jersey Devils,Jeff Williams,CA,C,,1994,,Guelph (OHL),,,,,,,,,,,,,,
182,New York Rangers,Alexei Lazarenko,UA,LW,,1994,,CSKA Moscow 2 (Russia),,,,,,,,,,,,,,
183,Florida Panthers,Jason Boudrias,CA,C,,1994,,Laval (QMJHL),,,,,,,,,,,,,,
184,Anaheim Ducks,Brad Englehart,CA,C,,1994,,Kimball Union (High-NH),,,,,,,,,,,,,,
185,Edmonton Oilers,Rob Guinn,CA,D,,1994,,Ottawa (OHL),,,,,,,,,,,,,,
186,Winnipeg Jets,Ramil Saifullin,RU,C,,1994,,Izhevsk,,,,,,,,,,,,,,
187,Hartford Whalers,Tom Buckley,US,C,,1994,,St. John's (High-MA),,,,,,,,,,,,,,
188,Edmonton Oilers,Jason Reid,CA,D,,1994,,Sharon (High-ON),,,,,,,,,,,,,,
189,Los Angeles Kings,Andrew Dale,CA,RW,,1994,,Sudbury (OHL),,,,,,,,,,,,,,
190,Tampa Bay Lightning,Alexei Baranov,RU,C,,1994,,Dynamo-2 Moscow (Russia),,,,,,,,,,,,,,
191,Quebec Nordiques,Jay Bertsch,CA,RW,,1994,,Spokane (WHL),,,,,,,,,,,,,,
192,Philadelphia Flyers,Derek Diener,CA,D,,1994,,Lethbridge (WHL),,,,,,,,,,,,,,
193,San Jose Sharks,Eric Landry,CA,RW,,1994,,Guelph (OHL),,,,,,,,,,,,,,
194,New York Islanders,Mike Loach,CA,C,,1994,,New Liskeard,,,,,,,,,,,,,,
195,Vancouver Canucks,Rob Trumbley,CA,C,,1994,,Regina (WHL),,,,,,,,,,,,,,
196,Chicago Blackhawks,Mike Josephson,CA,LW,,1994,,Victoria (WHL),,,,,,,,,,,,,,
197,Washington Capitals,Chris Patrick,US,LW,,1994,,Kent School (High-CT),,,,,,,,,,,,,,
198,St. Louis Blues,Steve Noble,CA,C,,1994,,Stratford Jr. B (GOJHL),,,,,,,,,,,,,,
199,Buffalo Sabres,Bob Westerby,CA,LW,,1994,,Kelowna (WHL),,,,,,,,,,,,,,
200,Montreal Canadiens,Peter Strom,SE,LW,,1994,,Vastra Frolunda (Sweden),,,,,,,,,,,,,,
201,Calgary Flames,Keith McCambridge,CA,D,,1994,,Swift Current (WHL),,,,,,,,,,,,,,
202,Philadelphia Flyers,Raymond Giroux\giroura01,CA,D,18,1994,2004,Powasson Jr.,38,0,13,13,-6,22,,,,,,,1.7,
203,New York Islanders,Peter Hogardh,SE,C,,1994,,Vastra Frolunda (Sweden),,,,,,,,,,,,,,
204,Toronto Maple Leafs,Rob Butler,CA,LW,,1994,,Niagara (OJHL),,,,,,,,,,,,,,
205,Detroit Red Wings,Jason Elliot,CA,G,,1994,,Kimberley (KIJHL),,,,,,,,,,,,,,
206,Pittsburgh Penguins,Boris Zelenko,KZ,RW,,1994,,CSKA Moscow (Russia),,,,,,,,,,,,,,
207,New Jersey Devils,Eric Bertrand\bertrer01,CA,LW,19,1994,2001,Granby (QMJHL),15,0,0,0,-6,4,,,,,,,-0.4,
208,New York Rangers,Craig Anderson,US,D,,1994,,Park Center (High-MN),,,,,,,,,,,,,,
209,New York Rangers,Vitali Yeremeyev\yeremvi01,KZ,G,18,1994,2001,Torpedo Ust-Kamenogorsk (Russia-2),4,0,0,0,0,0,4,0,4,0,0.846,4.52,0,
210,Ottawa Senators,Frederic Cassivi\cassifr01,CA,G,19,1994,2007,St. Hyacinthe (QMJHL),13,0,0,0,0,0,13,3,6,1,0.892,3.64,1.6,
211,Ottawa Senators,Danny Dupont,CA,D,,1994,,Laval (QMJHL),,,,,,,,,,,,,,
212,Winnipeg Jets,Henrik Smangs,SE,G,,1994,,Leksand (Sweden),,,,,,,,,,,,,,
213,Hartford Whalers,Ashlin Halfnight,CA,D,,1994,,Harvard (ECAC),,,,,,,,,,,,,,
214,Edmonton Oilers,Jeremy Jablonski,CA,G,,1994,,Victoria (WHL),,,,,,,,,,,,,,
215,Los Angeles Kings,Jan Nemecek\nemecja01,CZ,D,18,1994,2000,Ceske Budejovice (Czech-2),7,1,0,1,-1,4,,,,,,,0.3,
