Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
68,Buffalo Sabres,Jerome Gauthier-Leduc,CA,D,18,2010,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,,
69,Florida Panthers,Joe Basaraba,CA,RW,18,2010,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,,
70,Los Angeles Kings,Jordan Weal,CA,C,18,2010,2020,Regina (WHL),218,32,37,69,-20,56,,,,,,,4.9,
71,Colorado Avalanche,Michael Bournival,CA,LW,18,2010,2018,Shawinigan (QMJHL),113,12,10,22,-6,24,,,,,,,1.8,
72,Tampa Bay Lightning,Adam Janosik,SK,D,18,2010,,Gatineau (QMJHL),,,,,,,,,,,,,,
73,Calgary Flames,Joey Leach,CA,D,18,2010,,Kootenay (WHL),,,,,,,,,,,,,,
74,St. Louis Blues,Max Gardiner,US,C,18,2010,,Minnetonka (High-MN),,,,,,,,,,,,,,
75,Buffalo Sabres,Kevin Sundher,CA,C,18,2010,,Chilliwack (WHL),,,,,,,,,,,,,,
76,Ottawa Senators,Jakub Culek,CZ,LW,18,2010,,Rimouski (QMJHL),,,,,,,,,,,,,,
77,Dallas Stars,Alexander Guptill,CA,LW,18,2010,,Orangeville (CCHL),,,,,,,,,,,,,,
78,Nashville Predators,Taylor Aronson,US,D,18,2010,,Portland (WHL),,,,,,,,,,,,,,
79,Toronto Maple Leafs,Sondre Olden,NO,C,18,2010,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,,
80,Pittsburgh Penguins,Bryan Rust,US,RW,18,2010,2022,USA U-18 (USHL),424,124,146,270,53,136,,,,,,,29.5,
81,Detroit Red Wings,Louis-Marc Aubry,CA,C,18,2010,,Montreal (QMJHL),,,,,,,,,,,,,,
82,New York Islanders,Jason Clark,US,C/LW,18,2010,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,,
83,Buffalo Sabres,Matt MacKenzie,CA,D,18,2010,,Calgary (WHL),,,,,,,,,,,,,,
84,New Jersey Devils,Scott Wedgewood,CA,G,18,2010,2022,Plymouth (OHL),77,0,0,0,0,2,77,23,33,14,0.906,3.1,12.6,
85,Carolina Hurricanes,Austin Levi,US,D,18,2010,,Plymouth (OHL),,,,,,,,,,,,,,
86,Washington Capitals,Stanislav Galiev,RU,RW,18,2010,2016,Saint John (QMJHL),26,1,3,4,3,4,,,,,,,0.3,
87,Atlanta Thrashers,Julian Melchiori,CA,D,18,2010,2017,Newmarket (CCHL),30,0,2,2,0,8,,,,,,,0.4,
88,San Jose Sharks,Max Gaede,US,RW,18,2010,,Woodbury HS (High-MN),,,,,,,,,,,,,,
89,Philadelphia Flyers,Michael Chaput,CA,C,18,2010,2021,Lewiston (QMJHL),182,6,16,22,-34,88,,,,,,,-1.4,
90,Chicago Blackhawks,Joakim Nordstrom,SE,C,18,2010,2021,AIK Jr. (Sweden-Jr.),444,32,43,75,-34,77,,,,,,,1.5,
91,Edmonton Oilers,Jeremie Blain,CA,D,18,2010,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,,
92,Florida Panthers,Sam Brittain,CA,G,18,2010,,Canmore (AJHL),,,,,,,,,,,,,,
93,Florida Panthers,Ben Gallacher,CA,D,18,2010,,Camrose (AJHL),,,,,,,,,,,,,,
94,Columbus Blue Jackets,Brandon Archibald,US,D,18,2010,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
95,Colorado Avalanche,Stephen Silas,CA,D,18,2010,,Belleville (OHL),,,,,,,,,,,,,,
96,Tampa Bay Lightning,Geoffrey Schemitsch,CA,D,18,2010,,Owen Sound (OHL),,,,,,,,,,,,,,
97,Boston Bruins,Craig Cunningham,CA,LW,20,2010,2016,Vancouver (WCHL),63,3,5,8,-8,6,,,,,,,-0.2,
98,Buffalo Sabres,Steven Shipley,CA,C,18,2010,,Owen Sound (OHL),,,,,,,,,,,,,,
99,Florida Panthers,Joonas Donskoi,FI,RW,18,2010,2022,Karpat (Finland),474,80,128,208,25,116,,,,,,,19.2,
100,New York Rangers,Andrew Yogan,US,C/LW,18,2010,,Erie (OHL),,,,,,,,,,,,,,
101,Atlanta Thrashers,Ivan Telegin,RU,LW,18,2010,,Saginaw (OHL),,,,,,,,,,,,,,
102,Columbus Blue Jackets,Mathieu Corbeil,CA,G,18,2010,,Halifax (QMJHL),,,,,,,,,,,,,,
103,Calgary Flames,John Ramage,CA,D,19,2010,2016,Wisconsin (WCHA),2,0,0,0,-3,0,,,,,,,-0.2,
104,St. Louis Blues,Jani Hakanpaa,FI,D,18,2010,2022,K-Vantaa U18 (Finland-Jr.),142,7,10,17,6,80,,,,,,,6,
105,Carolina Hurricanes,Justin Shugg,CA,LW,18,2010,2015,Windsor (OHL),3,0,0,0,0,2,,,,,,,0,
106,Ottawa Senators,Marcus Sorensen,SE,RW,18,2010,2021,Sodertalje Jr. (Sweden-Jr.),226,31,33,64,-13,74,,,,,,,4.5,
107,Colorado Avalanche,Sami Aittokallio,FI,G,18,2010,2014,Ilves Jr. (Finland-Jr.),2,0,0,0,0,0,2,0,1,0,0.884,3.36,0.1,
108,Calgary Flames,Bill Arnold,US,C,18,2010,2014,USA U-18 (USHL),1,0,0,0,-1,0,,,,,,,-0.1,
109,Dallas Stars,Alex Theriau,CA,D,18,2010,,Everett (WHL),,,,,,,,,,,,,,
110,Pittsburgh Penguins,Tom Kuhnhackl,DE,C,18,2010,2020,Landshut Cann. (German-2),232,18,36,54,2,60,,,,,,,3.2,
111,Detroit Red Wings,Teemu Pulkkinen,FI,LW,18,2010,2017,Jokerit (Finland),83,13,9,22,5,32,,,,,,,2.6,
112,Washington Capitals,Philipp Grubauer,DE,G,18,2010,2022,Windsor (OHL),269,0,4,4,0,2,269,127,92,26,0.914,2.51,44.5,
113,Montreal Canadiens,Mark MacMillan,CA,RW,18,2010,,Alberni Valley (BCHL),,,,,,,,,,,,,,
114,New Jersey Devils,Joe Faust,US,D,18,2010,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,,,
115,Vancouver Canucks,Patrick McNally,US,D,18,2010,,Milton Academy (High-MA),,,,,,,,,,,,,,
116,Toronto Maple Leafs,Petter Granberg,SE,D,18,2010,2017,Skelleftea Jr. (Sweden-Jr.),45,0,2,2,2,29,,,,,,,0.9,
117,Montreal Canadiens,Morgan Ellis,CA,D,18,2010,2016,Cape Breton (QMJHL),3,0,0,0,0,2,,,,,,,0,
118,Tampa Bay Lightning,Jimmy Mullin,US,RW,18,2010,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,,
119,Philadelphia Flyers,Tye McGinn,CA,LW,20,2010,2016,Gatineau (QMJHL),89,9,8,17,-1,44,,,,,,,1.3,
120,Chicago Blackhawks,Rob Flick,CA,C,19,2010,,Mississauga (OHL),,,,,,,,,,,,,,
121,Edmonton Oilers,Tyler Bunz,CA,G,18,2010,2015,Medicine Hat (WHL),1,0,0,0,0,0,1,0,0,0,0.75,9,-0.2,
122,Anaheim Ducks,Chris Wagner,US,C,19,2010,2022,South Shore (EJHL),359,37,26,63,-27,195,,,,,,,2.4,
123,Florida Panthers,Zach Hyman,CA,C,18,2010,2022,Hamilton (CCHL),421,113,126,239,63,237,,,,,,,24.4,
124,Columbus Blue Jackets,Austin Madaisky,CA,D,18,2010,,Kamloops (WHL),,,,,,,,,,,,,,
125,New York Islanders,Tony Dehart,US,D,20,2010,,Oshawa (OHL),,,,,,,,,,,,,,
126,Nashville Predators,Patrick Cehlin,SE,RW,19,2010,,Djurgarden (Sweden),,,,,,,,,,,,,,
127,San Jose Sharks,Cody Ferriero,US,C,18,2010,,Governor's Acad. (High-MA),,,,,,,,,,,,,,
128,Atlanta Thrashers,Fredrik Pettersson-Wentzel,SE,G,19,2010,,Almtuna (Sweden-2),,,,,,,,,,,,,,
129,San Jose Sharks,Freddie Hamilton,CA,C,18,2010,2018,Niagara (OHL),75,4,2,6,-9,12,,,,,,,-0.4,
130,New York Rangers,Jason Wilson,CA,LW,20,2010,,Owen Sound (OHL),,,,,,,,,,,,,,
131,Dallas Stars,John Klingberg,SE,D,18,2010,2022,Frolunda Jr. (Sweden-Jr.),552,71,303,374,-8,213,,,,,,,59.1,
132,Anaheim Ducks,Tim Heed,SE,D,19,2010,2020,Sodertalje (Sweden),105,6,23,29,-1,20,,,,,,,5,
133,Calgary Flames,Micheal Ferland,CA,LW,18,2010,2020,Brandon (WHL),335,60,74,134,0,200,,,,,,,13.1,
134,St. Louis Blues,Cody Beach,CA,RW,18,2010,,Calgary (WHL),,,,,,,,,,,,,,
135,Boston Bruins,Justin Florek,US,LW,20,2010,2014,Northern Mich. (CCHA),4,1,1,2,1,0,,,,,,,0.3,
136,San Jose Sharks,Isaac MacLeod,CA,D,18,2010,,Penticton (BCHL),,,,,,,,,,,,,,
137,Colorado Avalanche,Troy Rutkowski,CA,D,18,2010,,Portland (WHL),,,,,,,,,,,,,,
138,Phoenix Coyotes,Louis Domingue,CA,G,18,2010,2022,Quebec (QMJHL),142,0,2,2,0,6,142,59,60,10,0.905,3.04,20.3,
139,Colorado Avalanche,Luke Walker,US,RW,20,2010,,Portland (WHL),,,,,,,,,,,,,,
140,Pittsburgh Penguins,Kenny Agostino,US,LW,18,2010,2021,Delbarton (High-NJ),86,8,22,30,-8,40,,,,,,,1.9,
141,Detroit Red Wings,Petr Mrazek,CZ,G,18,2010,2022,Ottawa (OHL),295,0,3,3,0,14,295,140,102,31,0.909,2.64,43.8,
142,Washington Capitals,Caleb Herbert,US,C,18,2010,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,,,
143,Buffalo Sabres,Gregg Sutch,CA,RW,18,2010,,Mississauga (OHL),,,,,,,,,,,,,,
144,Toronto Maple Leafs,Sam Carrick,CA,C,18,2010,2022,Brampton (OHL),111,15,15,30,-13,128,,,,,,,2.2,
145,Vancouver Canucks,Adam Polasek,CZ,D,19,2010,,P.E.I. (QMJHL),,,,,,,,,,,,,,
146,Toronto Maple Leafs,Daniel Brodin,SE,LW,20,2010,,Djurgarden (Sweden),,,,,,,,,,,,,,
147,Montreal Canadiens,Brendan Gallagher,CA,RW,18,2010,2022,Vancouver (WCHL),638,194,187,381,61,397,,,,,,,47.5,
148,Los Angeles Kings,Kevin Gravel,US,D,18,2010,2020,Sioux City (USHL),109,1,12,13,-2,12,,,,,,,3.3,
149,Philadelphia Flyers,Michael Parks,US,RW,18,2010,,Cedar Rapids (USHL),,,,,,,,,,,,,,
150,Atlanta Thrashers,Yasin Cisse,CA,RW,18,2010,,Des Moines (USHL),,,,,,,,,,,,,,
151,Chicago Blackhawks,Mirko Hoefflin,DE,C,18,2010,,Heilbronn (German-2),,,,,,,,,,,,,,
152,Pittsburgh Penguins,Joe Rogalski,US,D,18,2010,,Sarnia (OHL),,,,,,,,,,,,,,
153,Florida Panthers,Corey Durocher,CA,LW,18,2010,,Kingston (OHL),,,,,,,,,,,,,,
154,Columbus Blue Jackets,Dalton Prout,CA,D,20,2010,2020,Barrie (OHL),264,7,31,38,-13,321,,,,,,,7.5,
155,Atlanta Thrashers,Kendall McFaull,CA,D,18,2010,,Moose Jaw (WHL),,,,,,,,,,,,,,
156,Tampa Bay Lightning,Brendan O'Donnell,CA,C,18,2010,,Winnipeg South (MJHL),,,,,,,,,,,,,,
157,New York Rangers,Jesper Fast,SE,RW,18,2010,2022,HV 71 Jr. (Sweden-Jr.),550,75,125,200,32,134,,,,,,,15.8,
158,Los Angeles Kings,Maxim Kitsyn,RU,LW,18,2010,,Novokuznetsk (Russia),,,,,,,,,,,,,,
159,Minnesota Wild,Johan Gustafsson,SE,G,18,2010,,Skare (Sweden-3),,,,,,,,,,,,,,
160,Atlanta Thrashers,Tanner Lane,US,C,18,2010,,Detroit Lakes (High-MN),,,,,,,,,,,,,,
161,Anaheim Ducks,Andreas Dahlstrom,SE,C,19,2010,,AIK (Sweden-2),,,,,,,,,,,,,,
162,Edmonton Oilers,Brandon Davidson,CA,D,19,2010,2021,Regina (WHL),180,9,14,23,-24,82,,,,,,,4.3,
163,San Jose Sharks,Konrad Abeltshauser,DE,D,18,2010,,Halifax (QMJHL),,,,,,,,,,,,,,
164,St. Louis Blues,Stephen Macaulay,CA,LW,18,2010,,Saint John (QMJHL),,,,,,,,,,,,,,
165,Boston Bruins,Zane Gothberg,US,G,18,2010,2017,Thief River Falls (High-MN),8,0,0,0,0,0,8,0,4,1,0.858,3.97,-0.1,
166,Edmonton Oilers,Drew Czerwonka,CA,LW,18,2010,,Kootenay (WHL),,,,,,,,,,,,,,
167,Carolina Hurricanes,Tyler Stahl,CA,D,18,2010,,Chilliwack (WHL),,,,,,,,,,,,,,
168,Nashville Predators,Anthony Bitetto,US,D,20,2010,2021,Indiana (USHL),197,3,28,31,-15,142,,,,,,,4.7,
169,Atlanta Thrashers,Sebastian Owuya,SE,D,18,2010,,Timra (Sweden),,,,,,,,,,,,,,
170,Pittsburgh Penguins,Reid McNeill,CA,D,18,2010,,London (OHL),,,,,,,,,,,,,,
171,Detroit Red Wings,Brooks Macek,CA,C,18,2010,,Tri-City (WHL),,,,,,,,,,,,,,
172,Vancouver Canucks,Alex Friesen,CA,C,19,2010,2016,Niagara (OHL),1,0,0,0,-2,0,,,,,,,-0.1,
173,Buffalo Sabres,Cedrick Henley,CA,LW,18,2010,,Val D'Or (QMJHL),,,,,,,,,,,,,,
174,New Jersey Devils,Maxime Clermont,CA,G,18,2010,,Gatineau (QMJHL),,,,,,,,,,,,,,
175,Vancouver Canucks,Jonathan Iilahti,FI,G,18,2010,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,,
176,Washington Capitals,Samuel Carrier,CA,D,18,2010,,Lewiston (QMJHL),,,,,,,,,,,,,,
177,Anaheim Ducks,Kevin Lind,US,D,18,2010,,Chicago (USHL),,,,,,,,,,,,,,
178,Ottawa Senators,Mark Stone,CA,RW,18,2010,2022,Brandon (WHL),541,179,297,476,107,183,,,,,,,56.2,
179,Philadelphia Flyers,Nick Luukko,US,D,18,2010,,The Gunnery (High-CT),,,,,,,,,,,,,,
180,Chicago Blackhawks,Nick Mattson,US,D,18,2010,,Indiana (USHL),,,,,,,,,,,,,,
181,Edmonton Oilers,Kristians Pelss,LV,LW,18,2010,,Dyn. Jr. Riga (Belarus-Jr.),,,,,,,,,,,,,,
182,Toronto Maple Leafs,Josh Nicholls,CA,RW,18,2010,,Saskatoon (WHL),,,,,,,,,,,,,,
183,Florida Panthers,R.J. Boyd,US,D,19,2010,,Cushing Academy (High-MA),,,,,,,,,,,,,,
184,Columbus Blue Jackets,Martin Ouellette,CA,G,18,2010,,Kimball Union (High-NH),,,,,,,,,,,,,,
185,New York Islanders,Cody Rosen,CA,G,19,2010,,Clarkson (ECAC),,,,,,,,,,,,,,
186,Tampa Bay Lightning,Teigan Zahn,CA,D,20,2010,,Saskatoon (WHL),,,,,,,,,,,,,,
187,Carolina Hurricanes,Frederik Andersen,DK,G,20,2010,2022,Frederikshavn (Denmark),445,0,13,13,0,26,445,261,114,51,0.916,2.59,82.3,
188,San Jose Sharks,Lee Moffie,US,D,20,2010,,Michigan (CCHA),,,,,,,,,,,,,,
189,Minnesota Wild,Dylen McKinlay,CA,RW,18,2010,,Chilliwack (WHL),,,,,,,,,,,,,,
190,New York Rangers,Randy McNaught,CA,RW,20,2010,,Saskatoon (WHL),,,,,,,,,,,,,,
191,Chicago Blackhawks,Mac Carruth,US,G,18,2010,,Portland (WHL),,,,,,,,,,,,,,
192,Anaheim Ducks,Brett Perlini,CA,C,20,2010,,Michigan State (CCHA),,,,,,,,,,,,,,
193,Calgary Flames,Patrick Holland,CA,RW,18,2010,2014,Tri-City (WHL),5,0,0,0,0,0,,,,,,,-0.1,
194,Nashville Predators,David Elsner,DE,LW,18,2010,,Landshut Cann. (German-2),,,,,,,,,,,,,,
195,Boston Bruins,Maxim Chudinov,RU,D,20,2010,,Cherepovets (Russia),,,,,,,,,,,,,,
196,Ottawa Senators,Bryce Aneloski,US,D,20,2010,,Cedar Rapids (USHL),,,,,,,,,,,,,,
197,Colorado Avalanche,Luke Moffatt,US,C,18,2010,,USA U-18 (USHL),,,,,,,,,,,,,,
198,Nashville Predators,Joonas Rask,FI,C,20,2010,2013,Ilves (Finland),2,0,1,1,-1,0,,,,,,,0,
199,Atlanta Thrashers,Peter Stoykewych,CA,D,18,2010,,Winnipeg South (MJHL),,,,,,,,,,,,,,
200,San Jose Sharks,Chris Crane,US,RW,18,2010,,Green Bay (USHL),,,,,,,,,,,,,,
201,Detroit Red Wings,Ben Marshall,US,D,18,2010,,Mahtomedi (High-MN),,,,,,,,,,,,,,
202,Edmonton Oilers,Kellen Jones,CA,RW,20,2010,,Vernon (BCHL),,,,,,,,,,,,,,
203,Buffalo Sabres,Christian Isackson,US,RW,18,2010,,St. Thomas (High-MN),,,,,,,,,,,,,,
204,New Jersey Devils,Mauro Jorg,CH,LW,20,2010,,Lugano (Swiss),,,,,,,,,,,,,,
205,Vancouver Canucks,Sawyer Hannay,CA,D,18,2010,,Halifax (QMJHL),,,,,,,,,,,,,,
206,Philadelphia Flyers,Ricard Blidstrand,SE,D,18,2010,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,,,
207,Montreal Canadiens,John Westin,SE,LW,18,2010,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,,
208,Buffalo Sabres,Riley Boychuk,CA,LW,19,2010,,Portland (WHL),,,,,,,,,,,,,,
209,Philadelphia Flyers,Brendan Ranford,CA,LW,18,2010,2015,Kamloops (WHL),1,0,0,0,0,0,,,,,,,0,
210,Boston Bruins,Zach Trotman,US,D,20,2010,2020,Lake Superior (CCHA),91,3,10,13,1,30,,,,,,,2.9,
