Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
26,Vancouver Canucks,Cory Schneider,US,G,18,2004,2022,Andover (High-MA),410,0,9,9,0,4,410,171,159,58,0.918,2.43,74.9,
27,Washington Capitals,Jeff Schultz,CA,D,18,2004,2016,Calgary (WHL),409,11,65,76,78,137,,,,,,,20,
28,Dallas Stars,Mark Fistric,CA,D,18,2004,2015,Vancouver (WCHL),325,4,30,34,28,284,,,,,,,10.2,
29,Washington Capitals,Mike Green,CA,D,18,2004,2020,Saskatoon (WHL),880,150,351,501,-17,592,,,,,,,84.8,
30,Tampa Bay Lightning,Andy Rogers,CA,D,18,2004,,Calgary (WHL),,,,,,,,,,,,,,
31,Pittsburgh Penguins,Johannes Salmonsson,SE,LW,18,2004,,Djurgarden (Sweden),,,,,,,,,,,,,,
32,Chicago Blackhawks,Dave Bolland,CA,C,18,2004,2016,London (OHL),433,85,123,208,34,299,,,,,,,20.3,
33,Washington Capitals,Chris Bourque,US,C,18,2004,2013,Cushing Academy (High-MA),51,2,6,8,-12,18,,,,,,,-0.4,
34,Dallas Stars,Johan Fransson,SE,D,19,2004,,Lulea (Sweden),,,,,,,,,,,,,,
35,Phoenix Coyotes,Logan Stephenson,CA,D,18,2004,,Tri-City (WHL),,,,,,,,,,,,,,
36,New York Rangers,Darin Olver,CA,C,19,2004,,Northern Michigan (CCHA),,,,,,,,,,,,,,
37,Florida Panthers,David Shantz,CA,G,18,2004,,Mississauga (OHL),,,,,,,,,,,,,,
38,Carolina Hurricanes,Justin Peters,CA,G,18,2004,2017,St. Michael's (OJHL),83,0,2,2,0,8,83,25,38,9,0.901,3.08,10.6,
39,Anaheim Ducks,Jordan Smith,CA,D,18,2004,,Sault Ste. Marie (OHL),,,,,,,,,,,,,,
40,Atlanta Thrashers,Grant Lewis,US,D,19,2004,2009,Dartmouth (ECAC),1,0,0,0,0,0,,,,,,,0,
41,Chicago Blackhawks,Bryan Bickell,CA,LW,18,2004,2017,Ottawa (OHL),395,66,70,136,9,192,,,,,,,14,
42,Minnesota Wild,Roman Voloshenko,BY,LW,18,2004,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
43,Buffalo Sabres,Michael Funk,CA,D,18,2004,2008,Portland (WHL),9,0,2,2,-1,0,,,,,,,0.1,
44,Edmonton Oilers,Roman Tesliuk,RU,D,18,2004,,Kamloops (WHL),,,,,,,,,,,,,,
45,Chicago Blackhawks,Ryan Garlock,CA,C,18,2004,,Windsor (OHL),,,,,,,,,,,,,,
46,Columbus Blue Jackets,Adam Pineault,US,RW,18,2004,2008,Boston College (H-East),3,0,0,0,-2,0,,,,,,,-0.1,
47,New York Islanders,Blake Comeau,CA,RW,18,2004,2022,Kelowna (WHL),909,141,193,334,-96,573,,,,,,,25.4,
48,New York Rangers,Dane Byers,CA,LW,18,2004,2012,Prince Albert (WHL),14,1,0,1,0,60,,,,,,,0,
49,St. Louis Blues,Carl Soderberg,SE,C,18,2004,2021,Malmo (Sweden),597,110,187,297,-25,210,,,,,,,27,
50,Phoenix Coyotes,Enver Lisin,RU,RW,18,2004,2010,Saratov (Russia-2),135,24,18,42,-37,64,,,,,,,2.6,
51,New York Rangers,Bruce Graham,CA,C,18,2004,,Moncton (QMJHL),,,,,,,,,,,,,,
52,Dallas Stars,Raymond Sawada,CA,RW,19,2004,2011,Nanaimo (BCHL),11,1,0,1,-1,0,,,,,,,0,
53,Florida Panthers,David Booth,US,LW,19,2004,2018,Michigan State (CCHA),530,124,112,236,-31,216,,,,,,,24.5,
54,Chicago Blackhawks,Jakub Sindel,CZ,C,18,2004,,Sparta Praha (Czech),,,,,,,,,,,,,,
55,Colorado Avalanche,Victor Oreskovich,CA,RW,18,2004,2012,Green Bay (USHL),67,2,7,9,-7,41,,,,,,,1.2,
56,Dallas Stars,Nicklas Grossmann,SE,D,19,2004,2017,Sodertalje Jr. (Sweden-Jr.),592,13,73,86,4,314,,,,,,,20.1,
57,Edmonton Oilers,Geoff Paukovich,US,LW,18,2004,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
58,Ottawa Senators,Kirill Lyamin,RU,D,18,2004,,CSKA Moscow (Russia),,,,,,,,,,,,,,
59,Columbus Blue Jackets,Kyle Wharton,CA,D,18,2004,,Ottawa (OHL),,,,,,,,,,,,,,
60,New York Rangers,Brandon Dubinsky,US,C,18,2004,2019,Portland (WHL),823,153,285,438,24,905,,,,,,,42.8,
61,Pittsburgh Penguins,Alex Goligoski,US,D,19,2004,2022,Sioux Falls (USHL),996,85,374,459,72,342,,,,,,,83.5,
62,Washington Capitals,Mikhail Yunkov,RU,C,18,2004,,Krylja Sovetov (Russia),,,,,,,,,,,,,,
63,Boston Bruins,David Krejci,CZ,C,18,2004,2021,Poldi Kladno Jr. (Czech-Jr.),962,215,515,730,143,339,,,,,,,78.3,
64,Boston Bruins,Martins Karsums,LV,RW,18,2004,2009,Moncton (QMJHL),24,1,5,6,-8,6,,,,,,,-0.1,
65,Tampa Bay Lightning,Mark Tobin,CA,LW,18,2004,,Rimouski (QMJHL),,,,,,,,,,,,,,
66,Washington Capitals,Sami Lepisto,FI,D,19,2004,2012,Jokerit Helsinki (KHL),176,6,29,35,23,137,,,,,,,8.9,
67,Pittsburgh Penguins,Nick Johnson,CA,RW,18,2004,2014,St. Albert (AJHL),113,14,23,37,-8,52,,,,,,,3.1,
68,Chicago Blackhawks,Adam Berti,CA,LW,18,2004,2008,Oshawa (OHL),2,0,0,0,0,0,,,,,,,0,
69,Carolina Hurricanes,Casey Borer,US,D,19,2004,2010,St. Cloud State (WCHA),16,1,2,3,-4,9,,,,,,,0.3,
70,Calgary Flames,Brandon Prust,CA,LW,20,2004,2016,London (OHL),486,40,75,115,16,1036,,,,,,,8.6,
71,Buffalo Sabres,Andrej Sekera,SK,D,18,2004,2022,Dukla Trencin Jr. (Slovak-Jr.),842,51,202,253,12,212,,,,,,,52,
72,Colorado Avalanche,Denis Parshin,RU,RW,18,2004,,CSKA Moscow 2 (Russia),,,,,,,,,,,,,,
73,New York Rangers,Zdenek Bahensky,CZ,RW,18,2004,,Chemopetrol Litvinov Jr. (Czech),,,,,,,,,,,,,,
74,Anaheim Ducks,Kyle Klubertanz,US,D,18,2004,,Green Bay (USHL),,,,,,,,,,,,,,
75,Anaheim Ducks,Tim Brent,CA,C,20,2004,2013,St. Michael's (OJHL),207,21,27,48,-21,76,,,,,,,3.1,
76,Atlanta Thrashers,Scott Lehman,CA,D,18,2004,2009,St. Michael's (OJHL),1,0,0,0,0,0,,,,,,,0,
77,Ottawa Senators,Shawn Weller,US,LW,18,2004,,Capital District (EJHL),,,,,,,,,,,,,,
78,Minnesota Wild,Peter Olvecky,SK,C,18,2004,2010,Dukla Trencin Jr. (Slovak-Jr.),32,2,5,7,1,12,,,,,,,0.6,
79,Minnesota Wild,Clayton Stoner,CA,D,19,2004,2017,Tri-City (WHL),360,7,41,48,5,459,,,,,,,13.4,
80,New York Rangers,Billy Ryan,US,C,18,2004,,Cushing Academy (High-MA),,,,,,,,,,,,,,
81,Nashville Predators,Vaclav Meidl,CZ,C,18,2004,,Plymouth (OHL),,,,,,,,,,,,,,
82,New York Islanders,Sergei Ogorodnikov,RU,C,18,2004,,Tver (Russia-2),,,,,,,,,,,,,,
83,St. Louis Blues,Viktor Alexandrov,KZ,LW,18,2004,,Novokuznetsk (KHL),,,,,,,,,,,,,,
84,Montreal Canadiens,Alexei Emelin,RU,D,18,2004,2018,CSK VVS Samara (Russia-3),456,15,66,81,-9,363,,,,,,,18.2,
85,Pittsburgh Penguins,Brian Gifford,US,C,18,2004,,Moorhead (High-MN),,,,,,,,,,,,,,
86,Dallas Stars,John Lammers,CA,LW,18,2004,,Lethbridge (WHL),,,,,,,,,,,,,,
87,Ottawa Senators,Peter Regin,DK,C,18,2004,2015,Herning IK (Denmark),243,23,44,67,1,64,,,,,,,4.9,
88,Washington Capitals,Clayton Barthel,DE,D,18,2004,,Seattle (WHL),,,,,,,,,,,,,,
89,Ottawa Senators,Jeff Glass,CA,G,18,2004,2018,Kootenay (WHL),15,0,0,0,0,2,15,3,7,3,0.898,3.36,1.8,
90,Toronto Maple Leafs,Justin Pogge,CA,G,18,2004,2009,Prince George (WHL),7,0,0,0,0,0,7,1,4,1,0.844,4.36,-0.2,
91,Vancouver Canucks,Alexander Edler,SE,D,18,2004,2022,Jamtland (Sweden),966,102,326,428,-18,699,,,,,,,77.4,
92,Philadelphia Flyers,Rob Bellamy,US,RW,19,2004,,New England (EJHL),,,,,,,,,,,,,,
93,Columbus Blue Jackets,Dan LaCosta,CA,G,18,2004,2009,Owen Sound (OHL),4,0,0,0,0,0,4,2,0,0,0.953,1.42,0.9,
94,San Jose Sharks,Thomas Greiss,DE,G,18,2004,2022,Koln Jr.,347,0,4,4,0,16,347,155,120,37,0.912,2.72,56.2,
95,Los Angeles Kings,Paul Baier,US,D,19,2004,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
96,Columbus Blue Jackets,Andrey Plekhanov,RU,D,18,2004,,Nizhnekamsk 2 (Russia-3),,,,,,,,,,,,,,
97,Detroit Red Wings,Johan Franzen,SE,LW,24,2004,2016,Linkoping (Sweden),602,187,183,370,93,401,,,,,,,45.8,
98,Calgary Flames,Dustin Boyd,CA,C,18,2004,2011,Moose Jaw (WHL),220,32,31,63,-17,41,,,,,,,4.9,
99,Pittsburgh Penguins,Tyler Kennedy,CA,C,18,2004,2016,Sault Ste. Marie (OHL),527,89,126,215,6,239,,,,,,,21.2,
100,Montreal Canadiens,J.T. Wyman,US,RW,18,2004,2013,Blake (High-MN),44,2,9,11,-2,8,,,,,,,0.5,
101,Philadelphia Flyers,R.J. Anderson,US,D,18,2004,,Centennial (High-MN),,,,,,,,,,,,,,
102,Tampa Bay Lightning,Mike Lundin,US,D,19,2004,2013,U. of Maine (H-East),252,4,32,36,-11,54,,,,,,,8.2,
103,Phoenix Coyotes,Roman Tomanek,SI,RW,18,2004,,Povazska Bystrica (Slovakia-2),,,,,,,,,,,,,,
104,Dallas Stars,Fredrik Naslund,SE,LW,18,2004,,Vasteras (Sweden-2),,,,,,,,,,,,,,
105,Florida Panthers,Evan Schafer,CA,D,18,2004,,Prince Albert (WHL),,,,,,,,,,,,,,
106,Atlanta Thrashers,Chad Painchaud,CA,LW,18,2004,,Mississauga (OHL),,,,,,,,,,,,,,
107,Nashville Predators,Nick Fugere,CA,LW,18,2004,,Gatineau (QMJHL),,,,,,,,,,,,,,
108,Boston Bruins,Ashton Rome,CA,RW,18,2004,,Moose Jaw (WHL),,,,,,,,,,,,,,
109,Carolina Hurricanes,Brett Carson,CA,D,18,2004,2013,Calgary (WHL),90,2,11,13,8,20,,,,,,,3.6,
110,Los Angeles Kings,Ned Lukacevic,ME,LW,18,2004,,Spokane (WHL),,,,,,,,,,,,,,
111,Minnesota Wild,Ryan Jones,CA,RW,20,2004,2014,Chatham (GOJHL),334,54,46,100,-11,181,,,,,,,9.3,
112,Edmonton Oilers,Liam Reddox,CA,LW,18,2004,2011,Peterborough (OHL),100,6,18,24,-17,34,,,,,,,0.2,
113,Toronto Maple Leafs,Roman Kukumberg,SK,C,24,2004,,Dukla Trencin (Slovakia),,,,,,,,,,,,,,
114,Minnesota Wild,Patrick Bordeleau,CA,LW,18,2004,2015,Val d'Or (QMJHL),129,8,8,16,-8,185,,,,,,,0.7,
115,New York Islanders,Wes O'Neill,CA,D,18,2004,2010,Notre Dame (CCHA),5,0,0,0,-1,6,,,,,,,0,
116,St. Louis Blues,Michal Birner,CZ,LW,18,2004,,Praha Slava Jr. (Czech-Jr.),,,,,,,,,,,,,,
117,Minnesota Wild,Julien Sprunger,CH,RW,18,2004,,Fribourg,,,,,,,,,,,,,,
118,Calgary Flames,Aki Seitsonen,FI,C,18,2004,,Prince Albert (WHL),,,,,,,,,,,,,,
119,Phoenix Coyotes,Kevin Porter,US,C,18,2004,2017,U.S. National U-18 (USNTDP),249,29,29,58,-27,60,,,,,,,2.8,
120,Chicago Blackhawks,Mitch Maunu,CA,D,18,2004,,Windsor (OHL),,,,,,,,,,,,,,
121,Calgary Flames,Kris Hogg,CA,LW,18,2004,,Kamloops (WHL),,,,,,,,,,,,,,
122,Ottawa Senators,Alexander Nikulin,RU,C,19,2004,2009,CSKA Moscow 2 (Russia),3,0,0,0,-3,0,,,,,,,-0.2,
123,Chicago Blackhawks,Karel Hromas,CZ,LW,18,2004,,Sparta Praha Jr. (Czech-Jr.),,,,,,,,,,,,,,
124,Philadelphia Flyers,David Laliberte,CA,RW,18,2004,2010,PEI (QMJHL),11,2,1,3,1,6,,,,,,,0.4,
125,Vancouver Canucks,Andrew Sarauer,CA,LW,19,2004,,Langley (BCHL),,,,,,,,,,,,,,
126,San Jose Sharks,Torrey Mitchell,CA,C,19,2004,2018,Hotchkiss (High-CT),666,67,85,152,-10,351,,,,,,,10,
127,New York Rangers,Ryan Callahan,US,RW,19,2004,2019,Guelph (OHL),757,186,200,386,5,428,,,,,,,41.3,
128,Detroit Red Wings,Evan McGrath,CA,C,18,2004,,Kitchener (OHL),,,,,,,,,,,,,,
129,San Jose Sharks,Jason Churchill,CA,G,18,2004,,Halifax (QMJHL),,,,,,,,,,,,,,
130,Pittsburgh Penguins,Michal Sersen,SI,D,18,2004,,Rimouski (QMJHL),,,,,,,,,,,,,,
131,Chicago Blackhawks,Trevor Kell,CA,RW,18,2004,,London (OHL),,,,,,,,,,,,,,
132,Washington Capitals,Oscar Hedman,SE,D,18,2004,,MODO Ornskoldsvik (Sweden),,,,,,,,,,,,,,
133,Columbus Blue Jackets,Petr Pohl,CZ,RW,18,2004,,Gatineau (QMJHL),,,,,,,,,,,,,,
134,Boston Bruins,Kris Versteeg,CA,RW,18,2004,2018,Lethbridge (WHL),643,149,209,358,9,374,,,,,,,37.9,
135,New York Rangers,Roman Psurny,CZ,LW,18,2004,,Zlin Jr. (Slovak-Jr.),,,,,,,,,,,,,,
136,St. Louis Blues,Nikita Nikitin,RU,D,18,2004,2016,Avangard Omsk 2 (KHL),259,17,59,76,-15,85,,,,,,,14.4,
137,Carolina Hurricanes,Magnus Akerlund,SE,G,18,2004,,HV 71 Jonkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,,
138,Washington Capitals,Pasi Salonen,FI,LW,18,2004,,HIFK Helsinki Jr. (Finland-Jr.),,,,,,,,,,,,,,
139,Nashville Predators,Kyle Moir,CA,G,18,2004,,Swift Current (WHL),,,,,,,,,,,,,,
140,Chicago Blackhawks,Jake Dowell,US,C,19,2004,2014,Wisconsin (WCHA),157,11,22,33,4,133,,,,,,,2,
141,Ottawa Senators,Jim McKenzie,US,RW,20,2004,,Sioux Falls (USHL),,,,,,,,,,,,,,
142,Atlanta Thrashers,Juraj Gracik,SK,RW,18,2004,,Topolcany (Slovakia-2),,,,,,,,,,,,,,
143,Los Angeles Kings,Eric Neilson,CA,RW,20,2004,,Rimouski (QMJHL),,,,,,,,,,,,,,
144,Philadelphia Flyers,Chris Zarb,US,D,19,2004,,Tri-City (WHL),,,,,,,,,,,,,,
145,Buffalo Sabres,Michal Valent,SI,G,18,2004,,Martin Jr. (Slovak-Jr.),,,,,,,,,,,,,,
146,Edmonton Oilers,Bryan Young,CA,D,18,2004,2008,Peterborough (OHL),17,0,0,0,-9,10,,,,,,,-0.5,
147,Nashville Predators,Janne Niskala,SE,D,22,2004,2009,Lukko Rauma (Finland),6,1,2,3,0,6,,,,,,,0.5,
148,New York Islanders,Steve Regier,CA,LW,20,2004,2009,Medicine Hat (WHL),26,3,1,4,-3,8,,,,,,,0.3,
149,Philadelphia Flyers,Gino Pisellini,US,RW,18,2004,,Plymouth (OHL),,,,,,,,,,,,,,
150,Montreal Canadiens,Mikhail Grabovski,DE,C,20,2004,2016,Nizhnekamsk (KHL),534,125,171,296,5,312,,,,,,,30.7,
151,Detroit Red Wings,Sergei Kolosov,BY,D,18,2004,,Minsk (Belarus-Jr.),,,,,,,,,,,,,,
152,Florida Panthers,Bret Nasby,CA,D,18,2004,,Oshawa (OHL),,,,,,,,,,,,,,
153,San Jose Sharks,Steven Zalewski,US,C,18,2004,2012,Northwood School (High-NY),10,0,0,0,-4,0,,,,,,,-0.3,
154,Colorado Avalanche,Richard Demen-Willaume,SE,D,18,2004,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,,
155,New Jersey Devils,Alexander Mikhailishin,RU,D,18,2004,,Spartak Moscow 2 (Russia-3),,,,,,,,,,,,,,
156,Ottawa Senators,Roman Wick,CH,RW,18,2004,2011,Kloten (Swiss),7,0,0,0,-4,0,,,,,,,-0.3,
157,Toronto Maple Leafs,Dmitri Vorobiev,RU,D,18,2004,,Lada Togliatti (KHL),,,,,,,,,,,,,,
158,Tampa Bay Lightning,Brandon Elliott,CA,LW,20,2004,,Mississauga (OHL),,,,,,,,,,,,,,
159,Vancouver Canucks,Mike Brown,US,RW,19,2004,2016,Michigan (CCHA),407,19,17,36,-36,778,,,,,,,-1.5,
160,Boston Bruins,Ben Walter,CA,C,20,2004,2010,Massachusetts (H-East),24,1,0,1,-1,6,,,,,,,-0.2,
161,Minnesota Wild,Jean-Claude Sawyer,CA,D,18,2004,,Cape Breton (QMJHL),,,,,,,,,,,,,,
162,Detroit Red Wings,Tyler Haskins,US,C,18,2004,,St. Michael's (OJHL),,,,,,,,,,,,,,
163,Tampa Bay Lightning,Dusty Collins,US,C/LW,19,2004,,Northern Michigan (CCHA),,,,,,,,,,,,,,
164,Pittsburgh Penguins,Moises Gutierrez,US,RW,18,2004,,Kamloops (WHL),,,,,,,,,,,,,,
165,Chicago Blackhawks,Scott McCulloch,CA,LW,18,2004,,Grande Prairie (AJHL),,,,,,,,,,,,,,
166,Washington Capitals,Peter Guggisberg,CH,RW,19,2004,,Davos (Swiss),,,,,,,,,,,,,,
167,Columbus Blue Jackets,Rob Page,US,D,19,2004,,Blake (High-MN),,,,,,,,,,,,,,
168,Phoenix Coyotes,Kevin Cormier,CA,RW,18,2004,,Moncton (QMJHL),,,,,,,,,,,,,,
169,New York Rangers,Jordan Foote,CA,LW,19,2004,,Nanaimo (BCHL),,,,,,,,,,,,,,
170,Philadelphia Flyers,Ladislav Scurko,SI,C,18,2004,,Spisska Nova Ves Jr. (Slovak-Jr.),,,,,,,,,,,,,,
171,Philadelphia Flyers,Frederik Cabana,CA,C,18,2004,,Halifax (QMJHL),,,,,,,,,,,,,,
172,Anaheim Ducks,Matt Auffrey,US,RW,18,2004,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
173,Calgary Flames,Adam Pardy,CA,D,20,2004,2017,Cape Breton (QMJHL),342,4,48,52,7,269,,,,,,,11.2,
174,Los Angeles Kings,Scott Parse,US,C,20,2004,2012,Nebraska-Omaha (CCHA),73,14,16,30,19,36,,,,,,,4.2,
175,Minnesota Wild,Aaron Boogaard,CA,RW,18,2004,,Tri-City (WHL),,,,,,,,,,,,,,
176,Buffalo Sabres,Patrick Kaleta,US,RW,18,2004,2015,Peterborough (OHL),348,27,27,54,-18,542,,,,,,,1.9,
177,Edmonton Oilers,Max Gordichuk,CA,D,18,2004,,Kamloops (WHL),,,,,,,,,,,,,,
178,Nashville Predators,Mike Santorelli,CA,C,18,2004,2016,Vernon (BCHL),406,64,74,138,-47,78,,,,,,,11.8,
179,New York Islanders,Jaroslav Mrazek,CZ,D,18,2004,,Sparta Praha Jr. (Czech-Jr.),,,,,,,,,,,,,,
180,St. Louis Blues,Roman Polak,CZ,D,18,2004,2020,Vitkovice Jr. (Czech-Jr.),806,26,114,140,-8,643,,,,,,,34.2,
181,Montreal Canadiens,Loic Lacasse,CA,G,18,2004,,Baie-Comeau (QMJHL),,,,,,,,,,,,,,
182,Calgary Flames,Fred Wikner,SE,LW,18,2004,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,,
183,Dallas Stars,Trevor Ludwig,US,D,19,2004,,Texas (NAHL),,,,,,,,,,,,,,
184,Colorado Avalanche,Derek Peltier,US,D,19,2004,2010,Cedar Rapids (USHL),14,0,0,0,-4,2,,,,,,,-0.1,
185,New Jersey Devils,Josh Disher,CA,G,19,2004,,Erie (OHL),,,,,,,,,,,,,,
186,Atlanta Thrashers,Dan Turple,CA,G,19,2004,,Oshawa (OHL),,,,,,,,,,,,,,
187,Toronto Maple Leafs,Robbie Earl,US,LW,19,2004,2011,Wisconsin (WCHA),47,6,1,7,-4,6,,,,,,,0.5,
188,Tampa Bay Lightning,Jan Zapletal,CZ,D,18,2004,,Vsetin Jr. (Czech-Jr.),,,,,,,,,,,,,,
189,Vancouver Canucks,Julien Ellis,CA,G,18,2004,,Shawinigan (QMJHL),,,,,,,,,,,,,,
190,Columbus Blue Jackets,Lennart Petrell,FI,C,20,2004,2013,HIFK Helsinki Jr. (Finland-Jr.),95,7,11,18,-14,49,,,,,,,0.6,
191,Tampa Bay Lightning,Karri Ramo,FI,G,18,2004,2016,Pelicans Jr. (Finland-Jr.),159,0,4,4,0,16,159,60,63,18,0.906,2.85,22.9,
192,Detroit Red Wings,Anton Axelsson,SE,LW,18,2004,,Vastra Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,,
193,Nashville Predators,Kevin Schaeffer,US,D,19,2004,,Boston University (H-East),,,,,,,,,,,,,,
194,Pittsburgh Penguins,Chris Peluso,US,D,18,2004,,Brainerd (High-MN),,,,,,,,,,,,,,
195,Minnesota Wild,Jean-Michel Rizk,CA,RW,18,2004,,Saginaw (OHL),,,,,,,,,,,,,,
196,Chicago Blackhawks,Petri Kontiola,FI,C,19,2004,2008,Tappara Tampere (Finland),12,0,5,5,5,6,,,,,,,0.4,
197,Washington Capitals,Andrew Gordon,CA,RW,18,2004,2013,Notre Dame (SJHL),55,3,4,7,-15,6,,,,,,,-0.4,
198,Columbus Blue Jackets,Justin Vienneau,CA,D,18,2004,,Shawinigan (QMJHL),,,,,,,,,,,,,,
199,Phoenix Coyotes,Chad Kolarik,US,C,18,2004,2011,U.S. National U-18 (USNTDP),6,0,1,1,-2,2,,,,,,,-0.1,
200,Calgary Flames,Matt Schneider,CA,C,19,2004,,Tri-City (WHL),,,,,,,,,,,,,,
201,San Jose Sharks,Mike Vernace,CA,D,18,2004,2011,Brampton (OHL),22,0,1,1,-7,10,,,,,,,0,
202,Carolina Hurricanes,Ryan Pottruff,CA,D,18,2004,,London (OHL),,,,,,,,,,,,,,
203,Anaheim Ducks,Gabriel Bouthillette,CA,G,19,2004,,Gatineau (QMJHL),,,,,,,,,,,,,,
204,Atlanta Thrashers,Miikka Tuomainen,FI,LW,18,2004,,TuTo (Finland-2),,,,,,,,,,,,,,
205,Los Angeles Kings,Mike Curry,US,RW,19,2004,,Sioux City (USHL),,,,,,,,,,,,,,
206,Minnesota Wild,Anton Khudobin,KZ,G,18,2004,2022,Magnitogorsk 2 (Russia-3),259,0,8,8,0,16,259,114,91,33,0.916,2.5,45,
207,Buffalo Sabres,Mark Mancari,CA,RW,19,2004,2012,Ottawa (OHL),42,3,10,13,-3,22,,,,,,,0.7,
208,Edmonton Oilers,Stephane Goulet,CA,RW,18,2004,,Quebec (QMJHL),,,,,,,,,,,,,,
209,Nashville Predators,Stanislav Balan,CZ,C,18,2004,,Zlin Jr. (Slovak-Jr.),,,,,,,,,,,,,,
210,New York Islanders,Emil Axelsson,SE,D,18,2004,,Orebro (Sweden-2),,,,,,,,,,,,,,
211,St. Louis Blues,David Fredriksson,SE,RW,18,2004,,HV 71 Jonkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,,
212,Montreal Canadiens,Jon Gleed,CA,D,20,2004,,Cornell (ECAC),,,,,,,,,,,,,,
213,Calgary Flames,James Spratt,US,G,18,2004,,Sioux City (USHL),,,,,,,,,,,,,,
214,Chicago Blackhawks,Troy Brouwer,CA,RW,19,2004,2020,Moose Jaw (WHL),851,182,181,363,-28,595,,,,,,,34.8,
215,Colorado Avalanche,Ian Keserich,US,G,18,2004,,Cleveland (NAHL),,,,,,,,,,,,,,
