Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
113,Colorado Avalanche,Kent Patterson,US,G,18,2007,,Cedar Rapids (USHL),,,,,,,,,,,,,,
114,Nashville Predators,Ben Ryan,US,C,18,2007,,Des Moines (USHL),,,,,,,,,,,,,,
115,Atlanta Thrashers,Niclas Lucenius,FI,C,18,2007,,Tappara Tampere Jr. (Finland-Jr.),,,,,,,,,,,,,,
116,Calgary Flames,Keith Aulie,CA,D,18,2007,2015,Brandon (WHL),167,4,10,14,-13,196,,,,,,,2.6,
117,New Jersey Devils,Matt Halischuk,CA,RW,19,2007,2016,Kitchener (OHL),280,33,42,75,13,57,,,,,,,7.4,
118,Pittsburgh Penguins,Alex Grant,CA,D,18,2007,2016,Saint John (QMJHL),7,2,0,2,1,9,,,,,,,0.6,
119,Nashville Predators,Mark Santorelli,CA,C,19,2007,,Chilliwack (WHL),,,,,,,,,,,,,,
120,Ottawa Senators,Ben Blood,US,D,18,2007,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,,
121,Anaheim Ducks,Mattias Modig,SE,G,20,2007,,Lulea (Sweden),,,,,,,,,,,,,,
122,Philadelphia Flyers,Mario Kempe,SE,C,18,2007,2019,St. John's (QMJHL),70,6,7,13,4,22,,,,,,,1.1,
123,Phoenix Coyotes,Maxim Goncharov,RU,D,18,2007,,CSKA Moscow (Russia),,,,,,,,,,,,,,
124,Los Angeles Kings,Linden Rowat,CA,G,18,2007,,Regina (WHL),,,,,,,,,,,,,,
125,Washington Capitals,Brett Leffler,CA,RW,18,2007,,Regina (WHL),,,,,,,,,,,,,,
126,Chicago Blackhawks,Joe Lavin,US,D,18,2007,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
127,Edmonton Oilers,Milan Kytnar,SK,C,18,2007,2012,Topolcany ( ),1,0,0,0,0,0,,,,,,,0,
128,Dallas Stars,Austin Smith,US,RW,18,2007,,The Gunnery (High-CT),,,,,,,,,,,,,,
129,Dallas Stars,Jamie Benn,CA,LW,18,2007,2022,Victoria (WHL),948,329,440,769,47,734,,,,,,,91.8,
130,Boston Bruins,Denis Reul,DE,D,18,2007,,Heil./Mann. Jr. ( ),,,,,,,,,,,,,,
131,Florida Panthers,John Lee,US,D,18,2007,,Waterloo (USHL),,,,,,,,,,,,,,
132,Carolina Hurricanes,Chris Terry,CA,LW,18,2007,2017,Plymouth (OHL),152,22,16,38,-21,34,,,,,,,3.4,
133,Montreal Canadiens,Joe Stejskal,US,D,19,2007,,Grand Rapids (High-MN),,,,,,,,,,,,,,
134,Toronto Maple Leafs,Juraj Mikus,SK,D,18,2007,,Dukla Trencin ( ),,,,,,,,,,,,,,
135,Colorado Avalanche,Paul Carey,US,C,18,2007,2020,Salisbury (High-CT),100,8,8,16,-12,20,,,,,,,0.5,
136,Dallas Stars,Ondrej Roman,CZ,C,18,2007,,Spokane (WHL),,,,,,,,,,,,,,
137,Los Angeles Kings,Joshua Turnbull,US,C,19,2007,,Waterloo (USHL),,,,,,,,,,,,,,
138,New York Rangers,Max Campbell,CA,C,18,2007,,Strathroy Jr. B ( ),,,,,,,,,,,,,,
139,Buffalo Sabres,Brad Eidsness,CA,G,18,2007,,Okotoks (AJHL),,,,,,,,,,,,,,
140,Minnesota Wild,Cody Almond,CA,C,18,2007,2012,Kelowna (WHL),25,2,0,2,-8,26,,,,,,,-0.2,
141,Pittsburgh Penguins,Jake Muzzin,CA,D,18,2007,2022,Sault Ste. Marie (OHL),679,69,224,293,62,397,,,,,,,57.9,
142,Montreal Canadiens,Andrew Conboy,US,LW,19,2007,,Omaha (USHL),,,,,,,,,,,,,,
143,Calgary Flames,Mickey Renaud,CA,C,18,2007,,Windsor (OHL),,,,,,,,,,,,,,
144,Nashville Predators,Andreas Thuresson,SE,C,19,2007,2011,Malmo ( ),25,1,2,3,-6,6,,,,,,,-0.2,
145,Vancouver Canucks,Charles-Antoine Messier,CA,C,18,2007,,Baie-Comeau (QMJHL),,,,,,,,,,,,,,
146,Vancouver Canucks,Ilja Kablukov,RU,C,19,2007,,CSKA Moscow (Russia),,,,,,,,,,,,,,
147,Buffalo Sabres,Jean-Simon Allard,CA,C,18,2007,,St. John's (QMJHL),,,,,,,,,,,,,,
148,Detroit Red Wings,Randy Cameron,CA,C,18,2007,,Moncton (QMJHL),,,,,,,,,,,,,,
149,Dallas Stars,Michael Neal,CA,LW,18,2007,,Belleville (OHL),,,,,,,,,,,,,,
150,Tampa Bay Lightning,Matt Marshall,US,C/RW,19,2007,,Nobles (High-MA),,,,,,,,,,,,,,
151,Anaheim Ducks,Brett Morrison,CA,C,20,2007,,P.E.I. (QMJHL),,,,,,,,,,,,,,
152,Philadelphia Flyers,Jon Kalinski,CA,LW,20,2007,2010,Minnesota State (WCHA),22,1,4,5,-4,0,,,,,,,0.2,
153,Phoenix Coyotes,Scott Darling,US,G,18,2007,2019,Capital District (EJHL),126,0,0,0,0,2,126,54,42,18,0.908,2.72,18.5,
154,Washington Capitals,Dan Dunn,CA,G,19,2007,,Wellington (OPJHL),,,,,,,,,,,,,,
155,Colorado Avalanche,Jens Hellgren,SE,D,18,2007,,Vastra Frolunda Jr. ( ),,,,,,,,,,,,,,
156,Chicago Blackhawks,Richard Greenop,CA,C,18,2007,,Windsor (OHL),,,,,,,,,,,,,,
157,Edmonton Oilers,William Quist,SE,LW,18,2007,,Tingsryds (Sweden-3),,,,,,,,,,,,,,
158,Columbus Blue Jackets,Allen York,CA,G,18,2007,2012,Camrose (AJHL),11,0,0,0,0,0,11,3,2,0,0.92,2.3,1.4,
159,Boston Bruins,Alain Goulet,CA,D,18,2007,,Aurora (OPJHL),,,,,,,,,,,,,,
160,St. Louis Blues,Anthony Peluso,CA,RW,18,2007,2019,Erie (OHL),148,4,10,14,-4,220,,,,,,,0.3,
161,Philadelphia Flyers,Patrick Maroon,US,LW,19,2007,2022,St. Louis (NAHL),649,112,162,274,35,780,,,,,,,27.3,
162,Carolina Hurricanes,Brett Bellemore,CA,D,19,2007,2015,Plymouth (OHL),121,4,16,20,-2,79,,,,,,,5.2,
163,Montreal Canadiens,Nichlas Torp,SE,D,18,2007,,HV 71 Jonkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,,
164,Toronto Maple Leafs,Chris Didomenico,CA,C,18,2007,2018,Saint John (QMJHL),27,6,4,10,-4,14,,,,,,,1,
165,San Jose Sharks,Patrik Zackrisson,SE,RW,20,2007,,Rogle Angelholm ( ),,,,,,,,,,,,,,
166,New York Islanders,Blake Kessel,US,D,18,2007,,Waterloo (USHL),,,,,,,,,,,,,,
167,Tampa Bay Lightning,Johan Harju,SE,LW,21,2007,2011,Lulea (Sweden),10,1,2,3,-2,2,,,,,,,0.2,
168,New York Rangers,Carl Hagelin,SE,LW,19,2007,2022,Sodertalje Jr. (Sweden-Jr.),713,110,186,296,119,293,,,,,,,30.3,
169,Boston Bruins,Radim Ostrcil,CZ,D,18,2007,,Vsetin (Czech),,,,,,,,,,,,,,
170,Minnesota Wild,Harri Ilvonen,FI,D,18,2007,,Tappara Tampere Jr. (Finland-Jr.),,,,,,,,,,,,,,
171,Pittsburgh Penguins,Dustin Jeffrey,CA,C,19,2007,2016,Sault Ste. Marie (OHL),131,18,15,33,4,12,,,,,,,3.1,
172,Dallas Stars,Luke Gazdic,CA,LW,18,2007,2017,Erie (OHL),147,5,3,8,-20,206,,,,,,,-0.8,
173,San Jose Sharks,Nick Bonino,US,C,19,2007,2022,Avon Old Farms (High-CT),761,148,186,334,47,215,,,,,,,32.4,
174,Nashville Predators,Robert Dietrich,DE,D,21,2007,,Dusseldorf ( ),,,,,,,,,,,,,,
175,Atlanta Thrashers,John Albert,US,C,18,2007,2014,U.S. National U-18 (USNTDP),9,1,0,1,-3,0,,,,,,,0,
176,Vancouver Canucks,Taylor Matson,US,C,18,2007,,Des Moines (USHL),,,,,,,,,,,,,,
177,New Jersey Devils,Vili Sopanen,FI,RW,19,2007,,Pelicans Jr. (Finland-Jr.),,,,,,,,,,,,,,
178,Detroit Red Wings,Zack Torquato,CA,C,18,2007,,Erie (OHL),,,,,,,,,,,,,,
179,Buffalo Sabres,Paul Byron,CA,C,18,2007,2022,Gatineau (QMJHL),521,98,110,208,31,139,,,,,,,21.9,
180,Washington Capitals,Justin Taylor,CA,C,18,2007,,London (OHL),,,,,,,,,,,,,,
181,Florida Panthers,Corey Syvret,CA,D,18,2007,,Guelph (OHL),,,,,,,,,,,,,,
182,Philadelphia Flyers,Brad Phillips,US,G,18,2007,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
183,Tampa Bay Lightning,Torrie Jung,CA,G,18,2007,,Kelowna (WHL),,,,,,,,,,,,,,
184,Los Angeles Kings,Josh Kidd,CA,D,18,2007,,Erie (OHL),,,,,,,,,,,,,,
185,Washington Capitals,Nick Larson,US,C,18,2007,,Omaha (USHL),,,,,,,,,,,,,,
186,Calgary Flames,C.J. Severyn,US,LW,18,2007,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,,
187,Buffalo Sabres,Nick Eno,US,G,18,2007,,Green Mountain (EJHL),,,,,,,,,,,,,,
188,Los Angeles Kings,Matt Fillier,CA,C,18,2007,,St. John's (QMJHL),,,,,,,,,,,,,,
189,Boston Bruins,Jordan Knackstedt,CA,RW,18,2007,,Moose Jaw (WHL),,,,,,,,,,,,,,
190,St. Louis Blues,Trevor Nill,US,C,18,2007,,Det. Compuware Midgets (MWEHL),,,,,,,,,,,,,,
191,Florida Panthers,Ryan Watson,CA,LW,19,2007,,Cambridge Jr. B ( ),,,,,,,,,,,,,,
192,Montreal Canadiens,Scott Kishel,US,D,18,2007,,Virginia (High-MN),,,,,,,,,,,,,,
193,New York Rangers,David Skokan,SK,C,18,2007,,Rimouski (QMJHL),,,,,,,,,,,,,,
194,Toronto Maple Leafs,Carl Gunnarsson,SE,D,20,2007,2021,Linkoping ( ),629,30,108,138,55,179,,,,,,,32.7,
195,Colorado Avalanche,Johan Alcen,SE,RW,19,2007,,Brynas Gavle (Sweden),,,,,,,,,,,,,,
196,New York Islanders,Simon Lacroix,CA,D,18,2007,,Shawinigan (QMJHL),,,,,,,,,,,,,,
197,Tampa Bay Lightning,Michael Ward,CA,D,18,2007,,Lewiston (QMJHL),,,,,,,,,,,,,,
198,New York Rangers,Danny Hobbs,CA,C/RW,18,2007,,Ohio (USHL),,,,,,,,,,,,,,
199,Washington Capitals,Andrew Glass,US,LW,18,2007,,Nobles (High-MA),,,,,,,,,,,,,,
200,Minnesota Wild,Carson McMillan,CA,RW,19,2007,2014,Calgary (WHL),16,2,3,5,2,11,,,,,,,0.6,
201,San Jose Sharks,Justin Braun,US,D,20,2007,2022,Massachusetts ( ),791,34,163,197,24,298,,,,,,,41,
202,Florida Panthers,Sergei Gayduchenko,RU,G,18,2007,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,,
203,San Jose Sharks,Frazer McLaren,CA,LW,19,2007,2014,Portland (WHL),102,4,7,11,3,264,,,,,,,0.8,
204,Nashville Predators,Atte Engren,FI,G,19,2007,,Lukko Rauma Jr. (Finland-Jr.),,,,,,,,,,,,,,
205,Atlanta Thrashers,Paul Postma,CA,D,18,2007,2018,Swift Current (WHL),205,10,25,35,-5,51,,,,,,,6.1,
206,Vancouver Canucks,Dan Gendur,CA,RW,20,2007,,Everett (WHL),,,,,,,,,,,,,,
207,New Jersey Devils,Ryan Molle,CA,D,18,2007,,Swift Current (WHL),,,,,,,,,,,,,,
208,Detroit Red Wings,Bryan Rufenach,CA,D,18,2007,,Lindsay ( ),,,,,,,,,,,,,,
209,Buffalo Sabres,Drew Mackenzie,US,D,18,2007,,Taft School (High-CT),,,,,,,,,,,,,,
210,Tampa Bay Lightning,Justin Courtnall,CA,LW,18,2007,,Burnaby (BCHL),,,,,,,,,,,,,,
211,Columbus Blue Jackets,Trent Vogelhuber,US,RW,,2007,,St. Louis (NAHL),,,,,,,,,,,,,,
