Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
41,New Jersey Devils,Joshua Jacobs,US,D,18,2014,2020,INDIANA (USHL),3,0,0,0,0,2,,,,,,,0.1,
42,Nashville Predators,Vladislav Kamenev,RU,LW,18,2014,2020,MAGNITOGORSK 2 (Russia-Jr.),66,3,10,13,-7,20,,,,,,,0.3,
43,Arizona Coyotes,Ryan MacInnis,US,C,18,2014,2022,KITCHENER (OHL),27,0,1,1,-2,0,,,,,,,-0.4,
44,Buffalo Sabres,Eric Cornel,CA,C,18,2014,,PETERBOROUGH (OHL),,,,,,,,,,,,,,
45,Dallas Stars,Brett Pollock,CA,LW,18,2014,,EDMONTON (WHL),,,,,,,,,,,,,,
46,San Jose Sharks,Julius Bergman,SE,D,18,2014,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,,,
47,Columbus Blue Jackets,Ryan Collins,US,D,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
48,Philadelphia Flyers,Nicolas Aube-Kubel,CA,RW,18,2014,2022,VAL-D'OR (QMJHL),169,21,29,50,10,110,,,,,,,4.2,
49,Buffalo Sabres,Vaclav Karabacek,CZ,RW,18,2014,,GATINEAU (QMJHL),,,,,,,,,,,,,,
50,Los Angeles Kings,Roland McKeown,CA,D,18,2014,2018,KINGSTON (OHL),10,0,3,3,3,19,,,,,,,0.7,
51,Nashville Predators,Jack Dougherty,US,D,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
52,St. Louis Blues,Maxim Letunov,RU,C,18,2014,2020,YOUNGSTOWN (USHL),3,1,0,1,0,0,,,,,,,0.2,
53,San Jose Sharks,Noah Rod,CH,RW,18,2014,,GENEVE JR. (SWISS-JR.),,,,,,,,,,,,,,
54,Calgary Flames,Hunter Smith,CA,RW,19,2014,,OSHAWA (OHL),,,,,,,,,,,,,,
55,Anaheim Ducks,Brandon Montour,CA,D,20,2014,2022,WATERLOO (USHL),374,42,104,146,30,228,,,,,,,28.1,
56,Boston Bruins,Ryan Donato,US,C,18,2014,2022,Dexter School (High-MA),254,51,57,108,-31,70,,,,,,,9.7,
57,Tampa Bay Lightning,Johnathan McLeod,US,D,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
58,Arizona Coyotes,Christian Dvorak,US,LW,18,2014,2022,LONDON (OHL),358,78,101,179,-38,94,,,,,,,16.3,
59,New York Rangers,Brandon Halverson,US,G,18,2014,2018,SAULT STE. MARIE (OHL),1,0,0,0,0,0,1,0,0,0,0.833,4.78,0,
60,Los Angeles Kings,Alex Lintuniemi,FI,D,18,2014,,OTTAWA (OHL),,,,,,,,,,,,,,
61,Buffalo Sabres,Jonas Johansson,SE,G,18,2014,2022,BRYNAS JR. (Sweden-Jr.),32,0,0,0,0,0,32,9,13,4,0.882,3.46,2.4,
62,Nashville Predators,Justin Kirkland,CA,LW,18,2014,,KELOWNA (WHL),,,,,,,,,,,,,,
63,Detroit Red Wings,Dominic Turgeon,CA,C,18,2014,2019,PORTLAND (WHL),9,0,0,0,-5,2,,,,,,,-0.3,
64,Calgary Flames,Brandon Hickey,CA,D,18,2014,,SPRUCE GROVE (AJHL),,,,,,,,,,,,,,
65,Florida Panthers,Juho Lammikko,FI,RW,18,2014,2022,ASSAT JR. (Finland-Jr.),159,11,15,26,-21,30,,,,,,,-0.2,
66,Vancouver Canucks,Nikita Tryamkin,RU,D,20,2014,2017,YEKATERINBURG (Russia),79,3,8,11,-10,74,,,,,,,2.5,
67,Carolina Hurricanes,Warren Foegele,CA,LW,18,2014,2022,ST. ANDREWS (HIGH-ON),282,47,47,94,-10,98,,,,,,,7.6,
68,Toronto Maple Leafs,Rinat Valiev,RU,D,19,2014,2018,KOOTENAY (WHL),12,0,0,0,0,2,,,,,,,0.2,
69,Winnipeg Jets,Jack Glover,US,D,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
70,Ottawa Senators,Miles Gendron,US,D,18,2014,,RIVERS ACADEMY (High-MA),,,,,,,,,,,,,,
71,New Jersey Devils,Connor Chatham,US,RW,18,2014,,PLYMOUTH (OHL),,,,,,,,,,,,,,
72,San Jose Sharks,Alex Schoenborn,US,RW,18,2014,,PORTLAND (WHL),,,,,,,,,,,,,,
73,Montreal Canadiens,Brett Lernout,CA,D,18,2014,2018,SWIFT CURRENT (WHL),21,0,1,1,-6,6,,,,,,,0,
74,Buffalo Sabres,Brycen Martin,CA,D,18,2014,,SWIFT CURRENT (WHL),,,,,,,,,,,,,,
75,Dallas Stars,Alexander Peters,CA,D,18,2014,,PLYMOUTH (OHL),,,,,,,,,,,,,,
76,Columbus Blue Jackets,Elvis Merzlikins,LV,G,20,2014,2022,LUGANO (Swiss),120,0,3,3,0,8,120,48,44,20,0.913,2.88,22.7,
77,Columbus Blue Jackets,Blake Siebenaler,US,D,18,2014,,NIAGARA (OHL),,,,,,,,,,,,,,
78,New York Islanders,Ilya Sorokin,RU,G,19,2014,2022,NOVOKUZNETSK (Russia),74,0,0,0,0,0,74,39,24,11,0.923,2.33,16,
79,Tampa Bay Lightning,Brayden Point,CA,C,18,2014,2022,MOOSE JAW (WHL),417,167,201,368,74,121,,,,,,,42.8,
80,Minnesota Wild,Louis Belpedio,US,D,18,2014,2021,USA U-18 (USHL),4,0,2,2,0,0,,,,,,,0.3,
81,San Jose Sharks,Dylan Sadowy,CA,LW,18,2014,,SAGINAW (OHL),,,,,,,,,,,,,,
82,St. Louis Blues,Jake Walman,CA,D,18,2014,2022,TORONTO JC (OJHL),76,4,8,12,-9,18,,,,,,,1.7,
83,Chicago Blackhawks,Matheson Iacopelli,US,RW,20,2014,,MUSKEGON (USHL),,,,,,,,,,,,,,
84,Colorado Avalanche,Kyle Wood,CA,D,18,2014,,NORTH BAY (OHL),,,,,,,,,,,,,,
85,New York Rangers,Keegan Iverson,US,C/RW,18,2014,,PORTLAND (WHL),,,,,,,,,,,,,,
86,Philadelphia Flyers,Mark Friedman,CA,D,18,2014,2022,WATERLOO (USHL),42,3,6,9,1,34,,,,,,,1.7,
87,Arizona Coyotes,Anton Karlsson,SE,RW,18,2014,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,,,
88,Chicago Blackhawks,Beau Starrett,US,C/LW,18,2014,,SOUTH SHORE (USPHL),,,,,,,,,,,,,,
89,Washington Capitals,Nathan Walker,GB,LW,20,2014,2022,Hershey (AHL),55,11,6,17,-4,16,,,,,,,1.4,
90,Los Angeles Kings,Michael Amadio,CA,C,18,2014,2022,NORTH BAY (OHL),229,27,31,58,-16,43,,,,,,,3.9,
91,Edmonton Oilers,William Lagesson,SE,D,18,2014,2022,FROLUNDA JR. (Sweden-Jr.),60,0,7,7,-1,22,,,,,,,1.2,
92,Florida Panthers,Joe Wegwerth,US,RW,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
93,Colorado Avalanche,Nicholas Magyar,US,RW,18,2014,,KITCHENER (OHL),,,,,,,,,,,,,,
94,St. Louis Blues,Ville Husso,FI,G,19,2014,2022,HIFK (Finland),57,0,0,0,0,4,57,34,13,7,0.912,2.74,10.3,
95,New York Islanders,Linus Soderstrom,SE,G,18,2014,,DJURGARDEN JR. (Sweden-Jr.),,,,,,,,,,,,,,
96,Carolina Hurricanes,Josh Wesley,US,D,18,2014,,PLYMOUTH (OHL),,,,,,,,,,,,,,
97,Carolina Hurricanes,Lucas Wallmark,SE,C,19,2014,2021,LULEA (Sweden),187,23,36,59,-15,64,,,,,,,3.7,
98,Chicago Blackhawks,Frederik Olofsson,SE,LW,18,2014,,CHICAGO (USHL),,,,,,,,,,,,,,
99,Winnipeg Jets,Chase De Leo,US,C,18,2014,2022,PORTLAND (WHL),7,0,0,0,-1,0,,,,,,,-0.2,
100,Ottawa Senators,Shane Eiserman,US,C/LW,18,2014,,DUBUQUE (USHL),,,,,,,,,,,,,,
101,Winnipeg Jets,Nelson Nogier,CA,D,18,2014,2019,SASKATOON (WHL),11,0,0,0,-1,5,,,,,,,-0.1,
102,San Jose Sharks,Alexis Vanier,CA,D,18,2014,,BAIE-COMEAU (QMJHL),,,,,,,,,,,,,,
103,Toronto Maple Leafs,John Piccinich,US,RW,18,2014,,YOUNGSTOWN (USHL),,,,,,,,,,,,,,
104,New York Rangers,Ryan Mantha,US,D,18,2014,,INDIANA (USHL),,,,,,,,,,,,,,
105,Dallas Stars,Michael Prapavessis,CA,D,18,2014,,TORONTO LAKESHORE (OJHL),,,,,,,,,,,,,,
106,Detroit Red Wings,Christoffer Ehn,SE,C,18,2014,2020,FROLUNDA JR. (Sweden-Jr.),114,5,8,13,-26,8,,,,,,,-1,
107,Columbus Blue Jackets,Julien Pelletier,CA,LW,18,2014,,CAPE BRETON (QMJHL),,,,,,,,,,,,,,
108,New York Islanders,Devon Toews,CA,D,20,2014,2022,Quinnipiac (ECAC),235,33,101,134,89,56,,,,,,,27.2,
109,Minnesota Wild,Kaapo Kahkonen,FI,G,18,2014,2022,BLUES JR. (Finland-Jr.),65,0,1,1,0,4,65,33,23,5,0.908,2.88,10.9,
110,St. Louis Blues,Austin Poganski,US,RW,18,2014,2022,TRI-CITY (USHL),22,0,0,0,-4,7,,,,,,,-0.5,
111,Edmonton Oilers,Zachary Nagelvoort,US,G,20,2014,,Michigan (Big Ten),,,,,,,,,,,,,,
112,Nashville Predators,Viktor Arvidsson,SE,LW,21,2014,2022,SKELLEFTEA (Sweden),451,147,141,288,46,194,,,,,,,34.8,
113,Pittsburgh Penguins,Sam Lafferty,US,C/LW,19,2014,2022,Deerfield (High-MA),140,11,21,32,-17,81,,,,,,,1.1,
114,Colorado Avalanche,Alexis Pepin,CA,LW,18,2014,,GATINEAU (QMJHL),,,,,,,,,,,,,,
115,Dallas Stars,Brent Moran,CA,G,18,2014,,NIAGARA (OHL),,,,,,,,,,,,,,
116,Boston Bruins,Danton Heinen,CA,C/LW,19,2014,2022,SURREY (BCHL),348,62,92,154,15,60,,,,,,,14.4,
117,Arizona Coyotes,Michael Bunting,CA,LW,18,2014,2022,SAULT STE. MARIE (OHL),105,34,43,77,26,94,,,,,,,8.9,
118,New York Rangers,Igor Shesterkin,RU,G,18,2014,2022,SPARTAK 2 (Russia-Jr.),100,0,1,1,0,2,100,62,29,7,0.928,2.31,23.5,
119,Tampa Bay Lightning,Ben Thomas,CA,D,18,2014,2021,CALGARY (WHL),5,0,0,0,1,0,,,,,,,0.1,
120,Los Angeles Kings,Steven Johnson,US,D,20,2014,,OMAHA (USHL),,,,,,,,,,,,,,
121,Buffalo Sabres,Maxwell Willman,US,C,19,2014,2022,Williston-Northampton (High-MA),41,4,2,6,-13,16,,,,,,,-0.2,
122,New York Rangers,Richard Nejezchleb,CZ,LW,20,2014,,BRANDON (WHL),,,,,,,,,,,,,,
123,Anaheim Ducks,Matthew Berkovitz,US,D,18,2014,,Ashwaubenon (High-WI),,,,,,,,,,,,,,
124,St. Louis Blues,Jaedon Descheneau,CA,RW,19,2014,,KOOTENAY (WHL),,,,,,,,,,,,,,
125,Montreal Canadiens,Nikolas Koberstein,CA,D,18,2014,,OLDS (AJHL),,,,,,,,,,,,,,
126,Vancouver Canucks,Gustav Forsling,SE,D,18,2014,2022,LINKOPING JR. (Sweden-Jr.),236,23,58,81,50,68,,,,,,,15.9,
127,Carolina Hurricanes,Clark Bishop,CA,C,18,2014,2022,CAPE BRETON (QMJHL),47,1,7,8,-6,20,,,,,,,0,
128,Toronto Maple Leafs,Dakota Joshua,US,C,18,2014,2022,Sioux Falls (USHL),42,4,5,9,3,23,,,,,,,0.7,
129,Winnipeg Jets,Clinston Franklin,US,LW,20,2014,2022,Sioux Falls (USHL),4,0,0,0,-1,2,,,,,,,-0.1,
130,Edmonton Oilers,Liam Coughlin,US,C/LW,19,2014,,VERNON (BCHL),,,,,,,,,,,,,,
131,New Jersey Devils,Ryan Rehill,CA,D,18,2014,,KAMLOOPS (WHL),,,,,,,,,,,,,,
132,Nashville Predators,Joonas Lyytinen,FI,D,19,2014,,KALPA (Finland),,,,,,,,,,,,,,
133,Arizona Coyotes,Dysin Mayo,CA,D,18,2014,2022,EDMONTON (WHL),67,4,8,12,-22,27,,,,,,,1.5,
134,Washington Capitals,Shane Gersich,US,C/LW,18,2014,2018,USA U-18 (USHL),3,0,1,1,-1,0,,,,,,,0,
135,Dallas Stars,Miro Karjalainen,FI,D,18,2014,,Jokerit U18 (Finland-Jr.),,,,,,,,,,,,,,
136,Detroit Red Wings,Chase Perry,US,G,18,2014,,WENATCHEE (NAHL),,,,,,,,,,,,,,
137,Columbus Blue Jackets,Tyler Bird,US,RW,18,2014,,KIMBALL UNION (High-NH),,,,,,,,,,,,,,
138,Philadelphia Flyers,Oskar Lindblom,SE,LW,18,2014,2022,BRYNAS JR. (Sweden-Jr.),263,50,47,97,-21,63,,,,,,,7.6,
139,Minnesota Wild,Tanner Faith,CA,D,18,2014,,KOOTENAY (WHL),,,,,,,,,,,,,,
140,New York Rangers,Daniel Walcott,CA,D,20,2014,2021,BLAINVILLE-BOISBRIAND (QMJHL),1,0,0,0,-1,5,,,,,,,-0.1,
141,Chicago Blackhawks,Luc Snuggerud,US,D,18,2014,,EDEN PRAIRIE (High-MN),,,,,,,,,,,,,,
142,New York Rangers,Tyler Nanne,US,D,18,2014,,EDINA HIGH (High-MN),,,,,,,,,,,,,,
143,Florida Panthers,Miguel Fidler,US,LW,18,2014,,EDINA HIGH (High-MN),,,,,,,,,,,,,,
144,Colorado Avalanche,Anton Lindholm,SE,D,19,2014,2020,SKELLEFTEA JR. (Sweden-Jr.),66,0,5,5,-4,16,,,,,,,1,
145,Pittsburgh Penguins,Anthony Angello,US,C,18,2014,2022,OMAHA (USHL),31,3,2,5,3,14,,,,,,,0.5,
146,Boston Bruins,Anders Bjork,US,LW,18,2014,2022,USA U-18 (USHL),211,24,29,53,-21,42,,,,,,,2.9,
147,Montreal Canadiens,Daniel Audette,US,C,18,2014,,SHERBROOKE (QMJHL),,,,,,,,,,,,,,
148,Chicago Blackhawks,Andreas Soderberg,SE,D,18,2014,,SKELLEFTEA JR. (Sweden-Jr.),,,,,,,,,,,,,,
149,San Jose Sharks,Rourke Chartier,CA,C,18,2014,2019,KELOWNA (WHL),13,1,0,1,-5,2,,,,,,,-0.2,
150,Los Angeles Kings,Alec Dillon,CA,G,18,2014,,VICTORIA (WHL),,,,,,,,,,,,,,
151,Buffalo Sabres,Christopher Brown,US,C,18,2014,,Cranbrook Kingswood (HIGH-MI),,,,,,,,,,,,,,
152,New Jersey Devils,Joey Dudek,US,C,18,2014,,KIMBALL UNION (High-NH),,,,,,,,,,,,,,
153,Edmonton Oilers,Tyler Vesel,US,C,20,2014,,OMAHA (USHL),,,,,,,,,,,,,,
154,Dallas Stars,Aaron Haydon,US,D,18,2014,,NIAGARA (OHL),,,,,,,,,,,,,,
155,New York Islanders,Kyle Schempp,US,C,20,2014,,Ferris State (WCHA),,,,,,,,,,,,,,
156,Vancouver Canucks,Kyle Pettit,CA,C,18,2014,,ERIE (OHL),,,,,,,,,,,,,,
157,Los Angeles Kings,Jake Marchment,CA,C,19,2014,,BELLEVILLE (OHL),,,,,,,,,,,,,,
158,Toronto Maple Leafs,Nolan Vesey,US,LW,19,2014,,SOUTH SHORE (USPHL),,,,,,,,,,,,,,
159,Washington Capitals,Steven Spinner,US,RW,18,2014,,EDEN PRAIRIE (High-MN),,,,,,,,,,,,,,
160,Minnesota Wild,Pontus Sjalin,SE,D,18,2014,,Östersunds (Sweden),,,,,,,,,,,,,,
161,New Jersey Devils,Brandon Baddock,CA,LW,19,2014,2022,EDMONTON (WHL),1,0,0,0,0,0,,,,,,,0,
162,Nashville Predators,Aaron Irving,CA,D,18,2014,,EDMONTON (WHL),,,,,,,,,,,,,,
163,Arizona Coyotes,David Westlund,SE,D,19,2014,,BRYNAS JR. (Sweden-Jr.),,,,,,,,,,,,,,
164,Winnipeg Jets,Pavel Kraskovsky,RU,C,18,2014,,YAROSLAVL 2 (Russia-Jr.),,,,,,,,,,,,,,
165,Dallas Stars,John Nyberg,SE,LW,18,2014,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,,,
166,Detroit Red Wings,Julius Vahatalo,FI,LW,19,2014,,TPS JR. (Finland-Jr.),,,,,,,,,,,,,,
167,Minnesota Wild,Chase Lang,CA,C,18,2014,,CALGARY (WHL),,,,,,,,,,,,,,
168,Philadelphia Flyers,Radel Fazleev,RU,C,18,2014,,CALGARY (WHL),,,,,,,,,,,,,,
169,Minnesota Wild,Reid Duke,CA,C,18,2014,,LETHBRIDGE (WHL),,,,,,,,,,,,,,
170,Tampa Bay Lightning,Cristiano Digiacinto,CA,LW,18,2014,,WINDSOR (OHL),,,,,,,,,,,,,,
171,San Jose Sharks,Kevin Labanc,US,RW,18,2014,2022,BARRIE (OHL),360,65,118,183,-44,165,,,,,,,15.2,
172,St. Louis Blues,Chandler Yakimowicz,US,RW,18,2014,,LONDON (OHL),,,,,,,,,,,,,,
173,Pittsburgh Penguins,Jaden Lindo,CA,RW,18,2014,,OWEN SOUND (OHL),,,,,,,,,,,,,,
174,Colorado Avalanche,Maximilian Pajpach,SK,G,18,2014,,SLOVAKIA U18 (Slovakia-2),,,,,,,,,,,,,,
175,Calgary Flames,Adam Ollas-Mattsson,SE,D,18,2014,,DJURGARDEN JR. (Sweden-Jr.),,,,,,,,,,,,,,
176,St. Louis Blues,Samuel Blais,CA,LW,18,2014,2022,VICTORIAVILLE (QMJHL),133,17,22,39,1,61,,,,,,,3.2,
177,Montreal Canadiens,Hayden Hawkey,US,G,19,2014,,OMAHA (USHL),,,,,,,,,,,,,,
178,Chicago Blackhawks,Dylan Sikura,CA,C,19,2014,2022,AURORA (OJHL),58,3,14,17,5,0,,,,,,,1,
179,Chicago Blackhawks,Ivan Nalimov,RU,G,20,2014,,SKA St. Petersburg 2 (Russia-Jr.),,,,,,,,,,,,,,
180,Los Angeles Kings,Matthew Mistele,CA,LW,18,2014,,PLYMOUTH (OHL),,,,,,,,,,,,,,
181,Buffalo Sabres,Victor Olofsson,SE,RW,19,2014,2022,MODO JR. (Sweden-Jr.),188,55,72,127,-39,20,,,,,,,12.2,
182,Florida Panthers,Hugo Fagerblom,SE,G,18,2014,,Frolunda U18 (Sweden-Jr.),,,,,,,,,,,,,,
183,Edmonton Oilers,Keven Bouchard,CA,G,18,2014,,VAL-D'OR (QMJHL),,,,,,,,,,,,,,
184,Calgary Flames,Austin Carroll,CA,RW,20,2014,,VICTORIA (WHL),,,,,,,,,,,,,,
185,Tampa Bay Lightning,Cameron Darcy,US,C,20,2014,,CAPE BRETON (QMJHL),,,,,,,,,,,,,,
186,Vancouver Canucks,Mackenze Stewart,CA,D,19,2014,,PRINCE ALBERT (WHL),,,,,,,,,,,,,,
187,Carolina Hurricanes,Kyle Jenkins,CA,D,18,2014,,SAULT STE. MARIE (OHL),,,,,,,,,,,,,,
188,Toronto Maple Leafs,Pierre Engvall,SE,LW,18,2014,2022,FROLUNDA JR. (Sweden-Jr.),168,30,32,62,19,52,,,,,,,5.8,
189,Ottawa Senators,Kelly Summers,CA,D,18,2014,,Carleton Place (CCHL),,,,,,,,,,,,,,
190,Ottawa Senators,Francis Perron,CA,LW,18,2014,,ROUYN-NORANDA (QMJHL),,,,,,,,,,,,,,
191,Arizona Coyotes,Jared Fiegl,US,LW,18,2014,,USA U-18 (USHL),,,,,,,,,,,,,,
192,Winnipeg Jets,Matt Ustaski,US,C/LW,20,2014,,LANGLEY (BCHL),,,,,,,,,,,,,,
193,Arizona Coyotes,Edgars Kulda,LV,LW,19,2014,,EDMONTON (WHL),,,,,,,,,,,,,,
194,Washington Capitals,Kevin Elgestal,SE,RW,18,2014,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,,,
195,Dallas Stars,Patrick Sanvido,CA,D,18,2014,,WINDSOR (OHL),,,,,,,,,,,,,,
196,Detroit Red Wings,Axel Holmstrom,SE,C,18,2014,,SKELLEFTEA JR. (Sweden-Jr.),,,,,,,,,,,,,,
197,Columbus Blue Jackets,Olivier Leblanc,CA,D,18,2014,,SAINT JOHN (QMJHL),,,,,,,,,,,,,,
198,Philadelphia Flyers,Jesper Pettersson,SE,D,20,2014,,LINKOPING (Sweden),,,,,,,,,,,,,,
199,Minnesota Wild,Pavel Jenys,CZ,C,18,2014,,BRNO (Czech),,,,,,,,,,,,,,
200,New York Islanders,Lukas Sutter,US,C,20,2014,,RED DEER (WHL),,,,,,,,,,,,,,
201,Detroit Red Wings,Alexander Kadeykin,RU,C,20,2014,,Mytischi (Russia),,,,,,,,,,,,,,
202,St. Louis Blues,Dwyer Tschantz,US,RW,19,2014,,INDIANA (USHL),,,,,,,,,,,,,,
203,Pittsburgh Penguins,Jeff Taylor,US,D,20,2014,,Union (ECAC),,,,,,,,,,,,,,
204,Colorado Avalanche,Julien Nantel,CA,C/LW,18,2014,,ROUYN-NORANDA (QMJHL),,,,,,,,,,,,,,
205,Anaheim Ducks,Ondrej Kase,CZ,RW,18,2014,2022,CHOMUTOV (Czech),257,57,67,124,14,62,,,,,,,13,
206,Boston Bruins,Emil Johansson,SE,D,18,2014,,HV 71 JR. (Sweden-Jr.),,,,,,,,,,,,,,
207,Montreal Canadiens,Jake Evans,CA,C/RW,18,2014,2022,ST. MICHAELS (OJHL),132,18,27,45,-2,51,,,,,,,3.3,
208,Chicago Blackhawks,Jack Ramsey,US,RW,18,2014,,PENTICTON (BCHL),,,,,,,,,,,,,,
209,Los Angeles Kings,Spencer Watson,CA,RW,18,2014,,KINGSTON (OHL),,,,,,,,,,,,,,
210,Los Angeles Kings,Jacob Middleton,CA,D,18,2014,2022,OTTAWA (OHL),80,4,13,17,5,95,,,,,,,3.9,
