Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
40,Edmonton Oilers,Ryan McLeod,CA,C,18,2018,2022,Mississauga Steelheads (OHL),81,9,13,22,-4,12,,,,,,,1,
41,New York Islanders,Bode Wilde,CA,D,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
42,Carolina Hurricanes,Jack Drury,US,C,18,2018,2022,Waterloo (USHL),2,2,0,2,3,2,,,,,,,0.4,
43,New York Islanders,Ruslan Iskhakov,RU,C,18,2018,,CSKA 2 (Russia-Jr.),,,,,,,,,,,,,,
44,Dallas Stars,Albin Eriksson,SE,RW,18,2018,,Skelleftea Jr. (Sweden-Jr.),,,,,,,,,,,,,,
45,St. Louis Blues,Scott Perunovich,US,D,20,2018,2022,Minnesota-Duluth (NCHC),19,0,6,6,2,8,,,,,,,0.9,
46,Washington Capitals,Martin Fehervary,SK,D,18,2018,2022,Oskarshamn (Sweden-2),85,8,10,18,13,32,,,,,,,4.7,
47,Washington Capitals,Kody Clark,US,RW,18,2018,,Ottawa 67's (OHL),,,,,,,,,,,,,,
48,Ottawa Senators,Jonathan Tychonick,CA,D,18,2018,,Penticton (BCHL),,,,,,,,,,,,,,
49,Columbus Blue Jackets,Kirill Marchenko,RU,RW,18,2018,,Khanty-Mansiysk 2 (Russia-Jr.),,,,,,,,,,,,,,
50,Philadelphia Flyers,Adam Ginning,SE,D,18,2018,,Linkoping (Sweden),,,,,,,,,,,,,,
51,Los Angeles Kings,Akil Thomas,CA,C,18,2018,,Niagara (OHL),,,,,,,,,,,,,,
52,Toronto Maple Leafs,Sean Durzi,CA,D,19,2018,2022,Owen Sound Attack (OHL),64,3,24,27,-9,55,,,,,,,3.6,
53,Pittsburgh Penguins,Calen Addison,CA,D,18,2018,2022,Lethbridge Hurricanes (WHL),18,2,2,4,-4,2,,,,,,,0.3,
54,Anaheim Ducks,Benoit-Olivier Groulx,CA,C,18,2018,2022,Halifax Mooseheads (QMJHL),18,1,2,3,0,2,,,,,,,0.1,
55,Arizona Coyotes,Kevin Bahl,CA,D,18,2018,2022,Ottawa 67's (OHL),24,1,5,6,-6,10,,,,,,,0.6,
56,Montreal Canadiens,Jacob Olofsson,SE,C,18,2018,,Timra (Sweden-2),,,,,,,,,,,,,,
57,Boston Bruins,Axel Andersson,SE,D,18,2018,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,,
58,Pittsburgh Penguins,Filip Hallander,SE,C,18,2018,2022,Timra (Sweden-2),1,0,0,0,0,0,,,,,,,0,
59,Tampa Bay Lightning,Gabriel Fortier,CA,LW,18,2018,2022,Baie-Comeau Drakkar (QMJHL),10,1,0,1,-2,4,,,,,,,0,
60,Winnipeg Jets,David Gustafsson,SE,C,18,2018,2022,HV 71 (Sweden),28,1,0,1,-3,0,,,,,,,-0.2,
61,Vegas Golden Knights,Ivan Morozov,RU,C,18,2018,,Khanty-Mansiysk 2 (Russia-Jr.),,,,,,,,,,,,,,
62,Edmonton Oilers,Olivier Rodrigue,CA,G,18,2018,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,,
63,Minnesota Wild,Jack McBain,CA,C,18,2018,2022,Toronto JC (OJHL),10,2,1,3,-6,6,,,,,,,0,
64,Colorado Avalanche,Justus Annunen,FI,G,18,2018,2022,Karpat Jr. (Finland-Jr.),2,0,1,1,0,0,2,1,0,1,0.863,4.34,0.1,
65,Arizona Coyotes,Jan Jenik,CZ,RW,18,2018,2022,Benatky N.J. (Czech-2),15,4,1,5,-3,11,,,,,,,0.5,
66,Montreal Canadiens,Cameron Hillis,CA,C,18,2018,2022,Guelph Storm (OHL),1,0,0,0,0,0,,,,,,,0,
67,Detroit Red Wings,Alec Regula,US,D,18,2018,2022,London Knights (OHL),18,1,0,1,-2,12,,,,,,,0.4,
68,Vancouver Canucks,Tyler Madden,US,C,18,2018,,Tri-City (USHL),,,,,,,,,,,,,,
69,Chicago Blackhawks,Jake Wise,US,C,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
70,New York Rangers,Jacob Ragnarsson,US,D,18,2018,,Almtuna (Sweden-2),,,,,,,,,,,,,,
71,Montreal Canadiens,Jordan Harris,US,D,18,2018,2022,Kimball Union (High-NH),10,1,0,1,3,8,,,,,,,0.5,
72,New York Islanders,Jakub Skarek,CZ,G,18,2018,,Jihlava (Czech),,,,,,,,,,,,,,
73,Arizona Coyotes,Ty Emberson,US,D,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
74,Chicago Blackhawks,Niklas Nordgren,FI,RW,18,2018,,Hifk Jr. (Finland-Jr.),,,,,,,,,,,,,,
75,Dallas Stars,Oskar Back,SE,C,18,2018,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,,
76,Toronto Maple Leafs,Semyon Der-Arguchintsev,RU,C,18,2018,,Peterborough Petes (OHL),,,,,,,,,,,,,,
77,Boston Bruins,Jakub Lauko,CZ,C,18,2018,,Chomutov (Czech),,,,,,,,,,,,,,
78,Colorado Avalanche,Sampo Ranta,FI,LW,18,2018,2022,Sioux City (USHL),10,0,0,0,-4,2,,,,,,,-0.3,
79,Anaheim Ducks,Blake McLaughlin,US,LW,18,2018,,Chicago (USHL),,,,,,,,,,,,,,
80,Columbus Blue Jackets,Marcus Karlberg,SE,LW,18,2018,,Leksand Jr. (Sweden-Jr.),,,,,,,,,,,,,,
81,Detroit Red Wings,Seth Barton,CA,D,19,2018,,Trail (BCHL),,,,,,,,,,,,,,
82,Los Angeles Kings,Bulat Shafigullin,RU,LW,18,2018,,Nizhnekamsk 2 (Russia-Jr.),,,,,,,,,,,,,,
83,Toronto Maple Leafs,Riley Stotts,CA,C,18,2018,,Calgary Hitmen (WHL),,,,,,,,,,,,,,
84,Detroit Red Wings,Jesper Eliasson,SE,G,18,2018,,Troja-Ljungby Jr. (SWEDEN-JR. 2),,,,,,,,,,,,,,
85,Anaheim Ducks,Lukas Dostal,CZ,G,18,2018,2022,Trebic (Czech-2),4,0,0,0,0,0,4,1,2,0,0.907,2.98,0.6,
86,Minnesota Wild,Alexander Khovanov,RU,C,18,2018,,Moncton Wildcats (QMJHL),,,,,,,,,,,,,,
87,San Jose Sharks,Linus Karlsson,SE,C,18,2018,,Karlskrona Jr. (Sweden-Jr.),,,,,,,,,,,,,,
88,New York Rangers,Joey Keane,US,D,19,2018,2022,Barrie Colts (OHL),2,0,0,0,-1,2,,,,,,,0,
89,Florida Panthers,Logan Hutsko,US,RW,19,2018,,Boston College (H-East),,,,,,,,,,,,,,
90,Tampa Bay Lightning,Dmitry Semykin,RU,D,18,2018,,Stupino 2 (Russia-Jr.),,,,,,,,,,,,,,
91,Winnipeg Jets,Nathan Smith,US,C,19,2018,2022,Cedar Rapids (USHL),10,2,2,4,-1,2,,,,,,,0.3,
92,Minnesota Wild,Connor Dewar,CA,C,19,2018,2022,Everett Silvertips (WHL),35,2,4,6,-4,25,,,,,,,-0.1,
93,Washington Capitals,Riley Sutter,CA,RW,18,2018,,Everett Silvertips (WHL),,,,,,,,,,,,,,
94,Buffalo Sabres,Matej Pekar,CZ,C,18,2018,,Muskegon (USHL),,,,,,,,,,,,,,
95,Ottawa Senators,Jonathan Gruden,CA,C,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
96,Carolina Hurricanes,Luke Henman,CA,C,18,2018,,Blainville-Boisbriand Armada (QMJHL),,,,,,,,,,,,,,
97,Montreal Canadiens,Allan McShane,CA,C,18,2018,,Oshawa Generals (OHL),,,,,,,,,,,,,,
98,Detroit Red Wings,Ryan O'Reilly,US,RW,18,2018,,Madison (USHL),,,,,,,,,,,,,,
99,Vegas Golden Knights,Stanislav Demin,US,D,18,2018,,Wenatchee (BCHL),,,,,,,,,,,,,,
100,Dallas Stars,Adam Mascherin,CA,LW,20,2018,,Kitchener Rangers (OHL),,,,,,,,,,,,,,
101,New York Rangers,Nico Gross,CH,D,18,2018,,Oshawa Generals (OHL),,,,,,,,,,,,,,
102,San Jose Sharks,Jasper Weatherby,US,C,20,2018,2022,Wenatchee (BCHL),50,5,6,11,-14,18,,,,,,,0.3,
103,New York Islanders,Jacob Pivonka,US,C,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
104,Carolina Hurricanes,Lenni Killinen,FI,RW,18,2018,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,,
105,Calgary Flames,Martin Pospisil,SK,C,18,2018,,Sioux City (USHL),,,,,,,,,,,,,,
106,Dallas Stars,Curtis Douglas,CA,C,18,2018,,Windsor Spitfires (OHL),,,,,,,,,,,,,,
107,St. Louis Blues,Joel Hofer,CA,G,18,2018,2022,Swift Current Broncos (WHL),2,0,1,1,0,0,2,1,1,0,0.88,3.07,0.1,
108,Calgary Flames,Demetrios Koumontzis,US,LW,18,2018,,Edina (High-MN),,,,,,,,,,,,,,
109,Colorado Avalanche,Tyler Weiss,US,LW,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
110,New Jersey Devils,Xavier Bernard,CA,D,18,2018,,Drummondville Voltigeurs (QMJHL),,,,,,,,,,,,,,
111,Nashville Predators,Jachym Kondelik,DE,C,18,2018,,Muskegon (USHL),,,,,,,,,,,,,,
112,Philadelphia Flyers,John St. Ivany,US,D,19,2018,,Sioux Falls (USHL),,,,,,,,,,,,,,
113,Los Angeles Kings,Aidan Dudas,CA,C,18,2018,,Owen Sound Attack (OHL),,,,,,,,,,,,,,
114,Arizona Coyotes,Ivan Prosvetov,RU,G,19,2018,2022,Youngstown (USHL),6,0,0,0,0,0,6,0,3,1,0.858,4.19,0.1,
115,Vegas Golden Knights,Paul Cotter,US,C,18,2018,2022,Lincoln (USHL),7,2,0,2,1,6,,,,,,,0.3,
116,Anaheim Ducks,Jackson Perbix,US,RW,18,2018,,Elk River (High-MN),,,,,,,,,,,,,,
117,Buffalo Sabres,Linus Lindstrand Cronholm,SE,D,18,2018,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,,,
118,Toronto Maple Leafs,Mac Hollowell,CA,D,19,2018,,Sault Ste. Marie Greyhounds (OHL),,,,,,,,,,,,,,
119,Boston Bruins,Curtis Hall,US,C,18,2018,,Youngstown (USHL),,,,,,,,,,,,,,
120,Chicago Blackhawks,Philipp Kurashev,CH,C,18,2018,2022,Quebec Remparts (QMJHL),121,14,23,37,-25,24,,,,,,,1.8,
121,Tampa Bay Lightning,Alexander Green,US,D,20,2018,,Cornell (ECAC),,,,,,,,,,,,,,
122,Calgary Flames,Milos Roman,SK,C,18,2018,,Vancouver Giants (WHL),,,,,,,,,,,,,,
123,Montreal Canadiens,Jack Gorniak,US,LW,19,2018,,West Salem (High-WI),,,,,,,,,,,,,,
124,Washington Capitals,Mitchell Gibson,US,G,19,2018,,Lone Star (NAHL),,,,,,,,,,,,,,
125,Buffalo Sabres,Miska Kukkonen,FI,D,18,2018,,Ilves Jr. (Finland-Jr.),,,,,,,,,,,,,,
126,Ottawa Senators,Angus Crookshank,CA,LW,18,2018,,Langley (BCHL),,,,,,,,,,,,,,
127,Philadelphia Flyers,Wyatte Wylie,US,D,18,2018,,Everett Silvertips (WHL),,,,,,,,,,,,,,
128,Montreal Canadiens,Cole Fonstad,CA,C,18,2018,,Prince Albert Raiders (WHL),,,,,,,,,,,,,,
129,Pittsburgh Penguins,Justin Almeida,CA,C,19,2018,,Moose Jaw Warriors (WHL),,,,,,,,,,,,,,
130,Vancouver Canucks,Toni Utunen,FI,D,18,2018,,Leki (Finland-2),,,,,,,,,,,,,,
131,Nashville Predators,Spencer Stastney,US,D,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
132,New York Rangers,Lauri Pajuniemi,FI,RW,19,2018,,TPS (Finland),,,,,,,,,,,,,,
133,Montreal Canadiens,Samuel Houde,CA,C,18,2018,,Chicoutimi Sagueneens (QMJHL),,,,,,,,,,,,,,
134,New York Islanders,Blade Jenkins,US,LW,18,2018,,Saginaw Spirit (OHL),,,,,,,,,,,,,,
135,Vegas Golden Knights,Brandon Kruse,US,LW,19,2018,,Bowling Green (WCHA),,,,,,,,,,,,,,
136,New Jersey Devils,Akira Schmid,CH,G,18,2018,2022,Langnau Jr. (SWISS-JR.),6,0,0,0,0,0,6,0,4,0,0.833,4.83,-0.2,
137,Dallas Stars,Riley Damiani,CA,C,18,2018,2022,Kitchener Rangers (OHL),7,1,1,2,0,2,,,,,,,0.2,
138,St. Louis Blues,Hugh McGing,US,LW,20,2018,,Western Michigan (NCHC),,,,,,,,,,,,,,
139,Chicago Blackhawks,Mikael Hakkarainen,FI,C,20,2018,,Muskegon (USHL),,,,,,,,,,,,,,
140,Colorado Avalanche,Brandon Saigeon,CA,C,20,2018,,Hamilton Bulldogs (OHL),,,,,,,,,,,,,,
141,New Jersey Devils,Yegor Sharangovich,BY,C,20,2018,2022,Dynamo Minsk (Russia),130,40,36,76,-18,27,,,,,,,7.2,
142,Arizona Coyotes,Michael Callahan,US,D,18,2018,,Youngstown (USHL),,,,,,,,,,,,,,
143,Philadelphia Flyers,Samuel Ersson,SE,G,18,2018,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,,
144,Los Angeles Kings,David Hrenak,SK,G,20,2018,,St. Cloud State (NCHC),,,,,,,,,,,,,,
145,Arizona Coyotes,Dennis Busby,CA,D,18,2018,,Flint Firebirds (OHL),,,,,,,,,,,,,,
146,Colorado Avalanche,Danila Zhuravlyov,RU,D,18,2018,,Irbis Kazan (Russia-Jr.),,,,,,,,,,,,,,
147,Anaheim Ducks,Roman Durny,SK,G,20,2018,,Des Moines (USHL),,,,,,,,,,,,,,
148,Minnesota Wild,Simon Johansson,SE,D,19,2018,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,,
149,Toronto Maple Leafs,Filip Kral,CZ,D,18,2018,,Spokane Chiefs (WHL),,,,,,,,,,,,,,
150,Winnipeg Jets,Declan Chisholm,CA,D,18,2018,2022,Peterborough Petes (OHL),2,0,0,0,1,0,,,,,,,0.1,
151,Nashville Predators,Vladislav Yeryomenko,BY,D,19,2018,,Calgary Hitmen (WHL),,,,,,,,,,,,,,
152,Tampa Bay Lightning,Magnus Chrona,SE,G,18,2018,,Nacka (Sweden-Jr.),,,,,,,,,,,,,,
153,Winnipeg Jets,Giovanni Vallati,CA,D,18,2018,,Kitchener Rangers (OHL),,,,,,,,,,,,,,
154,Vegas Golden Knights,Connor Corcoran,CA,D,18,2018,,Windsor Spitfires (OHL),,,,,,,,,,,,,,
155,Minnesota Wild,Damien Giroux,CA,C,18,2018,,Saginaw Spirit (OHL),,,,,,,,,,,,,,
156,Toronto Maple Leafs,Pontus Holmberg,SE,RW,19,2018,,Vasteras (SWEDEN-3),,,,,,,,,,,,,,
157,Ottawa Senators,Kevin Mandolese,CA,G,18,2018,,Cape Breton Screaming Eagles (QMJHL),,,,,,,,,,,,,,
158,Arizona Coyotes,David Tendeck,CA,G,18,2018,,Vancouver Giants (WHL),,,,,,,,,,,,,,
159,Columbus Blue Jackets,Tim Berni,CH,D,18,2018,,GCK Zurich (SWISS-2),,,,,,,,,,,,,,
160,Detroit Red Wings,Victor Brattstrom,SE,G,21,2018,,Timra Jr. (Sweden-Jr.),,,,,,,,,,,,,,
161,Washington Capitals,Alex Kannok-Leipert,TH,D,18,2018,,Vancouver Giants (WHL),,,,,,,,,,,,,,
162,Chicago Blackhawks,Alexis Gravel,DE,G,18,2018,,Halifax Mooseheads (QMJHL),,,,,,,,,,,,,,
163,New York Rangers,Simon Kjellberg,US,D,18,2018,,Rogle Jr. (Sweden-Jr.),,,,,,,,,,,,,,
164,Edmonton Oilers,Michael Kesselring,US,D,18,2018,,New Hampton School (High-NH),,,,,,,,,,,,,,
165,Los Angeles Kings,Johan Sodergran,SE,RW,18,2018,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,,
166,Carolina Hurricanes,Jesper Sellgren,SE,D,20,2018,,Modo (Sweden-2),,,,,,,,,,,,,,
167,Calgary Flames,Mathias Emilio Pettersen,NO,C,18,2018,,Muskegon (USHL),,,,,,,,,,,,,,
168,Dallas Stars,Dawson Barteaux,CA,D,18,2018,,Red Deer Rebels (WHL),,,,,,,,,,,,,,
169,St. Louis Blues,Mathias Laferriere,CA,RW,18,2018,,Cape Breton Screaming Eagles (QMJHL),,,,,,,,,,,,,,
170,Florida Panthers,Justin Schutz,DE,LW,18,2018,,RB Hockey Akademia (Czech-Jr.U18),,,,,,,,,,,,,,
171,Colorado Avalanche,Nikolai Kovalenko,US,RW,18,2018,,Yaroslavl 2 (Russia-Jr.),,,,,,,,,,,,,,
172,New Jersey Devils,Mitchell Hoelscher,CA,C,18,2018,,Ottawa 67's (OHL),,,,,,,,,,,,,,
173,Columbus Blue Jackets,Veini Vehvilainen,FI,G,21,2018,2021,Karpat (Finland),1,0,0,0,,0,1,0,0,0,0.75,5.63,0,
174,Philadelphia Flyers,Gavin Hain,US,C,18,2018,,USA U-18 (U.S. NTDP),,,,,,,,,,,,,,
175,Los Angeles Kings,Jacob Ingham,CA,G,18,2018,,Mississauga Steelheads (OHL),,,,,,,,,,,,,,
176,San Jose Sharks,Zachary Emond,CA,G,18,2018,,Rouyn-Noranda Huskies (QMJHL),,,,,,,,,,,,,,
177,Pittsburgh Penguins,Liam Gorman,US,C,18,2018,,St. Sebastians School (High-MA),,,,,,,,,,,,,,
178,Anaheim Ducks,Hunter Drew,CA,D,19,2018,2022,Charlottetown Islanders (QMJHL),2,0,0,0,0,5,,,,,,,0,
179,Minnesota Wild,Shawn Boudrias,CA,RW,19,2018,,Gatineau Olympiques (QMJHL),,,,,,,,,,,,,,
180,Vegas Golden Knights,Peter Diliberatore,CA,D,18,2018,,Salisbury (HIGH-CT),,,,,,,,,,,,,,
181,Boston Bruins,Dustyn McFaul,CA,D,18,2018,,Pickering (OJHL),,,,,,,,,,,,,,
182,San Jose Sharks,John Leonard,US,LW,20,2018,2022,Massachusetts-Lowell (H-East),58,4,11,15,-12,2,,,,,,,0.5,
183,Tampa Bay Lightning,Cole Koepke,US,LW,20,2018,,Sioux City (USHL),,,,,,,,,,,,,,
184,Winnipeg Jets,Jared Moe,US,G,19,2018,,Waterloo (USHL),,,,,,,,,,,,,,
185,Vegas Golden Knights,Xavier Bouchard,CA,D,18,2018,,Baie-Comeau Drakkar (QMJHL),,,,,,,,,,,,,,
186,Vancouver Canucks,Artyom Manukyan,RU,RW,20,2018,,OMSK 2 (Russia-Jr.),,,,,,,,,,,,,,
187,Buffalo Sabres,William Worge Kreu,SE,D,18,2018,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,,
188,Ottawa Senators,Jakov Novak,CA,LW,19,2018,,Janesville (NAHL),,,,,,,,,,,,,,
189,Arizona Coyotes,Liam Kirk,GB,LW,18,2018,,Sheffield (England),,,,,,,,,,,,,,
190,Montreal Canadiens,Brett Stapley,CA,C,19,2018,,Vernon (BCHL),,,,,,,,,,,,,,
191,Detroit Red Wings,Otto Kivenmaki,FI,C,18,2018,,Assat Jr. (Finland-Jr.),,,,,,,,,,,,,,
192,Vancouver Canucks,Matthew Thiessen,CA,G,18,2018,,Steinbach (MJHL),,,,,,,,,,,,,,
193,Chicago Blackhawks,Josiah Slavin,US,LW,19,2018,2022,Lincoln (USHL),15,0,1,1,0,4,,,,,,,-0.2,
194,Ottawa Senators,Luke Loheit,US,RW,18,2018,,Minnetonka (High-MN),,,,,,,,,,,,,,
195,Edmonton Oilers,Patrik Siikanen,FI,C,18,2018,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,,,
196,New York Islanders,Christian Krygier,US,D,18,2018,,Lincoln (USHL),,,,,,,,,,,,,,
197,Carolina Hurricanes,Jacob Kucharski,US,G,18,2018,,Des Moines (USHL),,,,,,,,,,,,,,
198,Calgary Flames,Dmitry Zavgorodniy,RU,LW,18,2018,,Rimouski Oceanic (QMJHL),,,,,,,,,,,,,,
199,Dallas Stars,Jermaine Loewen,JM,LW,20,2018,,Kamloops Blazers (WHL),,,,,,,,,,,,,,
200,St. Louis Blues,Tyler Tucker,CA,D,18,2018,,Barrie Colts (OHL),,,,,,,,,,,,,,
201,Florida Panthers,Cole Krygier,US,D,18,2018,,Lincoln (USHL),,,,,,,,,,,,,,
202,Colorado Avalanche,Shamil Shmakov,RU,G,19,2018,,Novosibirsk 2 (Russia-Jr.),,,,,,,,,,,,,,
203,New Jersey Devils,Eetu Pakkila,FI,LW,18,2018,,Karpat Jr. (Finland-Jr.),,,,,,,,,,,,,,
204,Columbus Blue Jackets,Trey Fix-Wolansky,CA,RW,19,2018,2022,Edmonton Oil Kings (WHL),6,1,1,2,-1,0,,,,,,,0.2,
205,Philadelphia Flyers,Marcus Westfalt,SE,C,18,2018,,Brynas (Sweden),,,,,,,,,,,,,,
206,Tampa Bay Lightning,Radim Salda,CZ,D,19,2018,,Saint John Sea Dogs (QMJHL),,,,,,,,,,,,,,
207,Florida Panthers,Santtu Kinnunen,FI,D,19,2018,,Pelicans Jr. (Finland-Jr.),,,,,,,,,,,,,,
208,Vegas Golden Knights,Jordan Kooy,CA,G,18,2018,,London Knights (OHL),,,,,,,,,,,,,,
209,Toronto Maple Leafs,Zachary Bouthillier,CA,G,18,2018,,Chicoutimi Sagueneens (QMJHL),,,,,,,,,,,,,,
210,Minnesota Wild,Sam Hentges,US,C,19,2018,,Des Moines (USHL),,,,,,,,,,,,,,
211,Toronto Maple Leafs,Semyon Kizimov,RU,RW,18,2018,,Togliatti 2 (Russia-Jr.),,,,,,,,,,,,,,
212,Boston Bruins,Pavel Shen,RU,C,19,2018,,Khanty-Mansiysk 2 (Russia-Jr.),,,,,,,,,,,,,,
213,Nashville Predators,Milan Kloucek,CZ,G,20,2018,,Pardubice (Czech),,,,,,,,,,,,,,
214,Tampa Bay Lightning,Ty Taylor,CA,G,19,2018,,Vernon (BCHL),,,,,,,,,,,,,,
215,Winnipeg Jets,Austin Wong,CA,C,18,2018,,Okotoks (AJHL),,,,,,,,,,,,,,
