Overall,Team,Player,Nat.,Pos,Age,Start,End,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS,Group
98,Nashville Predators,Grigory Shafigulin,RU,C,18,2003,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,,
99,Dallas Stars,Matt Nickerson,US,D,18,2003,,Texas (NAHL),,,,,,,,,,,,,,
100,Ottawa Senators,Philippe Seydoux,CH,D,18,2003,,Kloten (Swiss),,,,,,,,,,,,,,
101,St. Louis Blues,Konstantin Zakharov,BY,LW,18,2003,,Yunost Minsk (Belarus-Jr.),,,,,,,,,,,,,,
102,Carolina Hurricanes,Aaron Dawson,US,D,18,2003,,Peterborough (OHL),,,,,,,,,,,,,,
103,Columbus Blue Jackets,Kevin Jarman,CA,LW,18,2003,,Stouffville (OPJHL),,,,,,,,,,,,,,
104,Columbus Blue Jackets,Philippe Dupuis,CA,C,18,2003,2012,Hull (QMJHL),116,6,12,18,-6,62,,,,,,,0.3,
105,Florida Panthers,Martin Lojek,CZ,D,18,2003,2008,Brampton (OHL),5,0,1,1,1,0,,,,,,,0.2,
106,Buffalo Sabres,Jan Hejda,CZ,D,25,2003,2015,Slavia Praha ( ),627,25,110,135,-7,317,,,,,,,29.8,
107,Boston Bruins,Byron Bitz,CA,RW,19,2003,2012,Nanaimo (BCHL),97,10,12,22,-6,65,,,,,,,1.4,
108,Philadelphia Flyers,Kevin Romy,CH,C,18,2003,,Geneve (Swiss),,,,,,,,,,,,,,
109,Washington Capitals,Andreas Valdix,SE,LW,18,2003,,Malmo ( ),,,,,,,,,,,,,,
110,Atlanta Thrashers,Jim Sharrow,US,D,18,2003,,Halifax (QMJHL),,,,,,,,,,,,,,
111,Vancouver Canucks,Brandon Nolan,CA,C/LW,20,2003,2008,Oshawa (OHL),6,0,1,1,-2,0,,,,,,,-0.1,
112,Calgary Flames,Jamie Tardif,CA,RW,18,2003,2013,Peterborough (OHL),2,0,0,0,0,0,,,,,,,0,
113,Montreal Canadiens,Corey Locke,CA,C,19,2003,2011,Ottawa (OHL),9,0,1,1,-1,0,,,,,,,0,
114,Buffalo Sabres,Denis Ezhov,RU,D,18,2003,,CSK VVS Samara ( ),,,,,,,,,,,,,,
115,Phoenix Coyotes,Liam Lindstrom,CA,C,18,2003,,Mora ( ),,,,,,,,,,,,,,
116,Atlanta Thrashers,Guillaume Desbiens,CA,RW,18,2003,2012,Rouyn Noranda (QMJHL),23,0,0,0,-4,37,,,,,,,-0.2,
117,Nashville Predators,Teemu Lassila,FI,G,20,2003,,TPS Turku ( ),,,,,,,,,,,,,,
118,Boston Bruins,Frank Rediker,US,D,18,2003,,Windsor (OHL),,,,,,,,,,,,,,
119,Anaheim Ducks,Nathan Saunders,CA,D,18,2003,,Moncton (QMJHL),,,,,,,,,,,,,,
120,New York Islanders,Stefan Blaho,SK,RW,18,2003,,Dukla Trencin Jr. ( ),,,,,,,,,,,,,,
121,Pittsburgh Penguins,Paul Bissonnette,CA,LW,18,2003,2014,Saginaw (OHL),202,7,15,22,7,340,,,,,,,1.6,
122,New York Rangers,Corey Potter,US,D,19,2003,2016,Michigan State (CCHA),130,8,24,32,-11,53,,,,,,,5.9,
123,Montreal Canadiens,Danny Stewart,CA,LW,18,2003,,Rimouski (QMJHL),,,,,,,,,,,,,,
124,Florida Panthers,James Pemberton,US,D,19,2003,,Providence ( ),,,,,,,,,,,,,,
125,Toronto Maple Leafs,Konstantin Volkov,RU,RW,18,2003,,Dynamo-2 Moscow ( ),,,,,,,,,,,,,,
126,Carolina Hurricanes,Kevin Nastiuk,CA,G,18,2003,,Medicine Hat (WHL),,,,,,,,,,,,,,
127,St. Louis Blues,Alexandre Bolduc,CA,C,18,2003,2015,Rouyn Noranda (QMJHL),65,2,3,5,-7,44,,,,,,,-0.5,
128,Vancouver Canucks,Ty Morris,CA,LW,19,2003,,St. Albert ( ),,,,,,,,,,,,,,
129,Boston Bruins,Patrik Valcak,CZ,C,18,2003,,Ostrava Jr. ( ),,,,,,,,,,,,,,
130,Carolina Hurricanes,Matej Trojovsky,CZ,RW,18,2003,,Regina (WHL),,,,,,,,,,,,,,
131,Colorado Avalanche,David Svagrovsky,CZ,RW,18,2003,,Seattle (WHL),,,,,,,,,,,,,,
132,Detroit Red Wings,Kyle Quincey,CA,D,18,2003,2018,London (OHL),586,36,122,158,8,548,,,,,,,34.2,
133,Nashville Predators,Rustam Sidikov,RU,G,18,2003,,CSKA Moscow 2 ( ),,,,,,,,,,,,,,
134,Dallas Stars,Alexander Naurov,RU,RW,18,2003,,Lokomotiv Yaroslavl 2 (Russia-3),,,,,,,,,,,,,,
135,Ottawa Senators,Mattias Karlsson,SE,D,18,2003,,Brynas Gavle Jr. (Sweden-Jr.),,,,,,,,,,,,,,
136,Atlanta Thrashers,Michael Vannelli,US,D,19,2003,,Sioux Falls (USHL),,,,,,,,,,,,,,
137,Carolina Hurricanes,Tyson Strachan,CA,D,18,2003,2016,Vernon (BCHL),186,1,19,20,-42,199,,,,,,,-0.8,
138,Columbus Blue Jackets,Arsi Piispanen,FI,RW,18,2003,,Jokerit Helsinki Jr. (Finland-Jr.),,,,,,,,,,,,,,
139,San Jose Sharks,Patrick Ehelechner,DE,G,18,2003,,Hannover ( ),,,,,,,,,,,,,,
140,Philadelphia Flyers,David Tremblay,CA,G,18,2003,,Hull (QMJHL),,,,,,,,,,,,,,
141,Florida Panthers,Dan Travis,US,RW,19,2003,,Deerfield Academy (High-MA),,,,,,,,,,,,,,
142,Ottawa Senators,Tim Cook,US,D,19,2003,,River City (USHL),,,,,,,,,,,,,,
143,Calgary Flames,Greg Moore,US,RW,19,2003,2010,U. of Maine ( ),10,0,0,0,-2,0,,,,,,,-0.2,
144,Dallas Stars,Eero Kilpelainen,FI,G,18,2003,,Kalpa Kuopio Jr. (Finland-Jr.),,,,,,,,,,,,,,
145,Atlanta Thrashers,Brett Sterling,US,LW,19,2003,2012,Colorado College ( ),30,5,4,9,-5,32,,,,,,,0.6,
146,Colorado Avalanche,Mark McCutcheon,US,C,19,2003,,New England ( ),,,,,,,,,,,,,,
147,Edmonton Oilers,Kalle Olsson,SE,RW,18,2003,,Vastra Frolunda Jr. ( ),,,,,,,,,,,,,,
148,St. Louis Blues,Lee Stempniak,US,RW,20,2003,2019,Dartmouth ( ),911,203,266,469,-31,327,,,,,,,47.5,
149,New York Rangers,Nigel Dawes,CA,LW,18,2003,2011,Kootenay (WHL),212,39,45,84,-4,43,,,,,,,8.6,
150,Buffalo Sabres,Thomas Morrow,US,D,19,2003,,Des Moines (USHL),,,,,,,,,,,,,,
151,Chicago Blackhawks,Lasse Kukkonen,FI,D,21,2003,2009,Karpat Oulu ( ),159,6,16,22,3,90,,,,,,,5.7,
152,Los Angeles Kings,Brady Murray,CA,C,19,2003,2008,Salmon Arm (BCHL),4,1,0,1,-2,6,,,,,,,0.1,
153,Boston Bruins,Mike Brown,US,G,18,2003,,Saginaw (OHL),,,,,,,,,,,,,,
154,Edmonton Oilers,David Rohlfs,US,RW,19,2003,,Detroit Compuware (NAHL),,,,,,,,,,,,,,
155,Washington Capitals,Josh Robertson,US,C,19,2003,,Proctor (High-NH),,,,,,,,,,,,,,
156,Chicago Blackhawks,Alexei Ivanov,RU,C,18,2003,,Lokomotiv Yaroslavl 2 ( ),,,,,,,,,,,,,,
157,Minnesota Wild,Marcin Kolusz,PL,RW,18,2003,,Nowy Targ (Poland),,,,,,,,,,,,,,
158,Toronto Maple Leafs,John Mitchell,CA,C,18,2003,2017,Plymouth (OHL),548,70,107,177,-30,267,,,,,,,12,
159,St. Louis Blues,Chris Beckford-Tseu,CA,G,19,2003,2008,Oshawa (OHL),1,0,0,0,0,0,1,0,0,0,0.889,2.25,0,
160,Vancouver Canucks,Nicklas Danielsson,SE,RW,18,2003,,Brynas Gavle (Sweden),,,,,,,,,,,,,,
161,Pittsburgh Penguins,Evgeni Isakov,RU,RW,18,2003,,Cherepovets ( ),,,,,,,,,,,,,,
162,Florida Panthers,Martin Tuma,CZ,D,18,2003,,Chemopetrol Litvinov Jr. ( ),,,,,,,,,,,,,,
163,Colorado Avalanche,Brad Richardson,CA,C,18,2003,2022,Owen Sound (OHL),869,111,143,254,-31,443,,,,,,,19.3,
164,Detroit Red Wings,Ryan Oulahen,CA,C,18,2003,,Brampton (OHL),,,,,,,,,,,,,,
165,Dallas Stars,Gino Guyer,US,C,19,2003,,Minnesota (WCHA),,,,,,,,,,,,,,
166,Ottawa Senators,Sergei Gimayev,RU,D,19,2003,,Cherepovets ( ),,,,,,,,,,,,,,
167,New Jersey Devils,Zach Tarkir,US,D,19,2003,,Chilliwack (BCHL),,,,,,,,,,,,,,
168,Columbus Blue Jackets,Marc Methot,CA,D,18,2003,2019,London (OHL),624,22,101,123,51,380,,,,,,,30.8,
169,Pittsburgh Penguins,Lukas Bolf,CZ,D,18,2003,,Sparta Praha Jr. ( ),,,,,,,,,,,,,,
170,Detroit Red Wings,Andreas Sundin,SE,LW,19,2003,,Linkoping ( ),,,,,,,,,,,,,,
171,Florida Panthers,Denis Stasyuk,RU,C,18,2003,,Novokuznetsk ( ),,,,,,,,,,,,,,
172,Buffalo Sabres,Pavel Voroshnin,RU,D,19,2003,,Mississauga (OHL),,,,,,,,,,,,,,
173,Calgary Flames,Tyler Johnson,CA,C,,2003,,Moose Jaw (WHL),,,,,,,,,,,,,,
174,Los Angeles Kings,Esa Pirnes,FI,C,26,2003,2004,Tappara Tampere (Finland),57,3,8,11,-9,12,,,,,,,0,
175,Atlanta Thrashers,Mike Hamilton,CA,LW,20,2003,,Merritt (BCHL),,,,,,,,,,,,,,
176,New York Rangers,Ivan Dornic,SK,C,18,2003,,Bratislava Jr. (Slovak-Jr.),,,,,,,,,,,,,,
177,Montreal Canadiens,Chris Heino-Lindberg,SE,G,18,2003,,Hammarby (Sweden),,,,,,,,,,,,,,
178,Phoenix Coyotes,Ryan Gibbons,CA,RW,18,2003,,Seattle (WHL),,,,,,,,,,,,,,
179,New York Rangers,Philippe Furrer,CH,D,18,2003,,Bern (Swiss),,,,,,,,,,,,,,
180,New York Rangers,Chris Holt,CA,G,18,2003,2009,U.S. National U-18 (USNTDP),2,0,0,0,0,0,2,0,0,0,1,0,0.1,
181,Chicago Blackhawks,Johan Andersson,SE,C,19,2003,,Troja ( ),,,,,,,,,,,,,,
182,New York Islanders,Bruno Gervais,CA,D,18,2003,2013,Acadie-Bathurst (QMJHL),418,16,71,87,-81,182,,,,,,,11.4,
183,Boston Bruins,Nate Thompson,US,C,18,2003,2022,Seattle (WHL),844,65,99,164,-67,401,,,,,,,3.1,
184,Edmonton Oilers,Dragan Umicevic,SE,LW,18,2003,,Sodertalje (Sweden),,,,,,,,,,,,,,
185,Dallas Stars,Francis Wathier,CA,LW,18,2003,2013,Hull (QMJHL),10,0,0,0,-2,5,,,,,,,-0.2,
186,Anaheim Ducks,Drew Miller,US,LW,19,2003,2017,River City (USHL),571,62,60,122,-34,136,,,,,,,6.3,
187,Minnesota Wild,Miroslav Kopriva,CZ,G,19,2003,,Poldi Kladno (Czech),,,,,,,,,,,,,,
188,Montreal Canadiens,Mark Flood,CA,D,18,2003,2012,Peterborough (OHL),39,3,5,8,-5,10,,,,,,,1.2,
189,St. Louis Blues,Jonathan Lehun,CA,C,19,2003,,St. Cloud State (WCHA),,,,,,,,,,,,,,
190,Vancouver Canucks,Chad Brownlee,CA,D,19,2003,,Vernon (BCHL),,,,,,,,,,,,,,
191,Philadelphia Flyers,Rejean Beauchemin,CA,G,18,2003,,Prince Albert (WHL),,,,,,,,,,,,,,
192,Tampa Bay Lightning,Doug O'Brien,CA,D,19,2003,2006,Hull (QMJHL),5,0,0,0,0,2,,,,,,,0,
193,Philadelphia Flyers,Ville Hostikka,FI,G,18,2003,,SaiPa Jr. ( ),,,,,,,,,,,,,,
194,Detroit Red Wings,Stefan Blom,SE,D,18,2003,,Hammarby Jr. ( ),,,,,,,,,,,,,,
195,Dallas Stars,Drew Bagnall,CA,D,19,2003,2011,Battlefords (SJHL),2,0,0,0,-2,4,,,,,,,-0.1,
196,Dallas Stars,Elias Granath,SE,D,18,2003,,Leksand Jr. ( ),,,,,,,,,,,,,,
197,New Jersey Devils,Jason Smith,CA,G,18,2003,,Lennoxville ( ),,,,,,,,,,,,,,
198,Carolina Hurricanes,Shay Stephenson,CA,LW,20,2003,2007,Red Deer (WHL),2,0,0,0,0,0,,,,,,,0,
199,Pittsburgh Penguins,Andy Chiodo,CA,G,20,2003,2004,St. Michael's (OJHL),8,0,0,0,0,0,8,3,4,1,0.892,3.46,1,
200,Columbus Blue Jackets,Alexander Guskov,RU,D,26,2003,,Lokomotiv Yaroslavl (KHL),,,,,,,,,,,,,,
201,San Jose Sharks,Jonathan Tremblay,CA,RW,19,2003,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,,
202,Buffalo Sabres,Nathan Paetsch,CA,D,20,2003,2010,Moose Jaw (WHL),167,7,35,42,12,114,,,,,,,7,
203,Atlanta Thrashers,Denis Loginov,RU,C,18,2003,,Ak Bars Kazan ( ),,,,,,,,,,,,,,
204,Colorado Avalanche,Linus Videll,SE,LW,18,2003,,Sodertalje Jr. (Sweden-Jr.),,,,,,,,,,,,,,
205,San Jose Sharks,Joe Pavelski,US,C,19,2003,2022,Waterloo (USHL),1168,421,503,924,147,430,,,,,,,113.7,
206,Calgary Flames,Thomas Bellemare,CA,RW,19,2003,,Drummondville (QMJHL),,,,,,,,,,,,,,
207,Minnesota Wild,Georgy Misharin,RU,D,18,2003,,Yekaterinburg ( ),,,,,,,,,,,,,,
208,Phoenix Coyotes,Randall Gelech,CA,C,19,2003,,Kelowna (WHL),,,,,,,,,,,,,,
209,New York Rangers,Dylan Reese,US,D,19,2003,2015,Pittsburgh (NAHL),78,3,14,17,-9,40,,,,,,,2.7,
210,Nashville Predators,Andrei Mukhachev,RU,D,23,2003,,CSKA Moscow ( ),,,,,,,,,,,,,,
211,Chicago Blackhawks,Mike Brodeur,CA,G,20,2003,2011,Camrose (AJHL),7,0,0,0,0,0,7,3,1,0,0.922,2.17,0.9,
212,New York Islanders,Denis Rehak,SK,D,18,2003,,Dukla Trencin Jr. ( ),,,,,,,,,,,,,,
213,Nashville Predators,Miroslav Hanuljak,CZ,G,19,2003,,Chemopetrol Litvinov Jr. ( ),,,,,,,,,,,,,,
214,Edmonton Oilers,Kyle Brodziak,CA,C,19,2003,2019,Moose Jaw (WHL),917,129,167,296,-52,462,,,,,,,23.2,
215,Edmonton Oilers,Mathieu Roy,CA,D,20,2003,2013,Val d'Or (QMJHL),66,2,11,13,-13,76,,,,,,,1.7,
216,San Jose Sharks,Kai Hospelt,DE,LW,18,2003,,Koln ( ),,,,,,,,,,,,,,
